tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation,oracle_near_feasible,alpha_error_to_center_rad,alpha_margin_low_rad,alpha_margin_high_rad,dynamic_pressure_scaled,mach_scaled,actuator_tau_s,alpha_min_rate_radps,alpha_max_rate_radps
moderate,0,55,slack_oracle,0.0,0.08473285649220952,0.04330265002520312,0.08407667571118842,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.03526714350779048,0.043317852661921875,0.0040766757111884155,21.012104371718653,82000.0,96.02726214802813,0.0,0.17999998404838846,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,-0.03526714350779048,0.03473285649220953,0.10526714350779048,0.009602726214802813,1.0506052185859327,0.5,0.0,0.0
moderate,0,55,slack_oracle,1.0,0.10686844692993111,0.043299527168324886,0.12737816456039344,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.013223288323841176,0.043360052070668634,0.04740850635726844,21.00908182581111,81995.44873046875,96.0685602298398,0.11999998936559232,0.3499998987904713,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,-0.013223288323841176,0.05677671167615883,0.08322328832384118,0.00960685602298398,1.0504540912905553,0.5,9.173525377229041e-05,9.173525377229041e-05
moderate,0,55,slack_oracle,2.0,0.12462890834808917,0.04329397173332905,0.17067539310289825,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.004265396688281214,0.04341429155754781,0.09079625247789826,21.00134410223131,81981.87109375,96.20356559270985,0.2733332623155116,0.3499999811012286,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.0042653966882812006,0.07426539668828122,0.0657346033117188,0.009620356559270985,1.0500672051115656,0.5,0.0002717764060356648,0.00027177640603567865
moderate,0,55,slack_oracle,3.0,0.13887627304885417,0.04328725135124487,0.2139661904379948,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.018066087863668978,0.04346660437858862,0.13423698145361979,20.98953738670099,81959.38134765625,96.436825736233,0.32444440817265624,0.349999979610284,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.018066087863668978,0.08806608786366898,0.05193391213633103,0.0096436825736233,1.0494768693350496,0.5,0.00044667352537723637,0.0004466735253772225
moderate,0,55,slack_oracle,4.0,0.15030366137983406,0.04327985003097677,0.2572498239918328,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.028877049582851894,0.043517474542695514,0.17772919899183282,20.973993032370615,81928.09375,96.77030507346042,0.3414814557977414,0.3499999778294005,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.028877049582851894,0.0988770495828519,0.04112295041714811,0.009677030507346042,1.0486996516185307,0.5,0.0006164266117969774,0.0006164266117969774
moderate,0,55,slack_oracle,5.0,0.159467502659427,0.04327197700005357,0.30052578193202084,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.0372598551971499,0.04356711127739733,0.22127163154139584,20.95494384003998,81888.12255859375,97.20537020188468,0.3471604704855142,0.34999997572686986,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.037259855197149916,0.10725985519714991,0.03274014480285009,0.009720537020188467,1.047747192001999,0.5,0.0007810356652949296,0.0007810356652949157
moderate,0,55,slack_oracle,6.0,0.1668144432999687,0.04326373885983199,0.34379366818212403,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.04366629515182055,0.04361562118405074,0.264863121307124,20.932572348428415,81839.58203125,97.74323405265748,0.3490534739797513,0.34999997325607796,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.04366629515182055,0.11366629515182056,0.026333704848179457,0.009774323405265748,1.0466286174214208,0.5,0.0009405006858710513,0.0009405006858710652
moderate,0,55,slack_oracle,7.0,0.17270298914830956,0.043255199171581354,0.38705315751813885,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.048460019326636045,0.04366306782392511,0.30850258134626385,20.907030470688255,81782.58642578125,98.38513610383856,0.3496844734973024,0.3499999703522032,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.048460019326636045,0.11846001932663605,0.021539980673363962,0.009838513610383856,1.0453515235344129,0.5,0.0010948216735253702,0.0010948216735253702
moderate,0,55,slack_oracle,8.0,0.1774208917389647,0.043246400097804574,0.43030397269640164,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.05193392328903329,0.043709493359523316,0.35218897269640165,20.878449470932924,81717.25,99.13243363161222,0.34989480473390294,0.3499999669266991,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.05193392328903329,0.1219339232890333,0.018066076710966716,0.009913243363161222,1.0439224735466461,0.5,0.0012439986282578863,0.0012439986282578863
moderate,0,55,slack_oracle,9.0,0.18119910850712154,0.04323737102660783,0.47354587051397445,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.05432410850712155,0.04375492717895158,0.39592129043584945,20.84694573386822,81643.68701171875,99.98665450606008,0.3499649128624337,0.34999996285859547,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.05432410850712155,0.12432410850712156,0.015675891492878458,0.009998665450606008,1.0423472866934111,0.5,0.0013880315500685858,0.0013880315500685858
moderate,0,55,slack_oracle,10.0,0.18422300974946948,0.043228132560163,0.5167786321010603,0.12840192043895748,-0.0005712573242187546,0.077080078125,0.05840192043895748,0.1984019204389575,-0.08,0.08,0.055821089310511995,0.043799389884381756,0.43969855397606034,20.81262440308339,81562.01171875,100.94953086698972,0.34998827952654155,0.3499999579808217,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.055821089310511995,0.125821089310512,0.014178910689488011,0.010094953086698971,1.0406312201541694,0.5,0.0015269204389574964,0.0015269204389574964
moderate,0,55,slack_oracle,11.0,0.1866413745423754,0.04321869872329284,0.5600020556146859,0.13006258573388202,-0.0006241967773437523,0.076482255859375,0.06006258573388201,0.20006258573388203,-0.08,0.08,0.056578788808493374,0.043842895500636594,0.48351979975531084,20.7755818231183,81472.33837890625,102.02302244159293,0.3499960651627283,0.349999952058279,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.056578788808493374,0.12657878880849338,0.013421211191506632,0.010202302244159293,1.0387790911559152,0.5,0.0016606652949245349,0.0016606652949245349
moderate,0,55,slack_oracle,12.0,0.1885736115634885,0.0432090783938359,0.6032159505152938,0.13185185185185186,-0.0006763745117187442,0.075831875,0.06185185185185185,0.20185185185185187,-0.08,0.08,0.05672175971163665,0.043885452905554644,0.5273840755152938,20.735907258102767,81374.78125,103.20933395739617,0.34999865642642874,0.34999994475152024,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.05672175971163665,0.12672175971163666,0.013278240288363358,0.010320933395739617,1.0367953629051383,0.5,0.00178926611796984,0.00178926611796984
moderate,0,55,slack_oracle,13.0,0.1901155549827233,0.043199276327522296,0.6464201329890853,0.13376457475994513,-0.000727790527343744,0.075129697265625,0.06376457475994513,0.20376457475994514,-0.08,0.08,0.05635098022277818,0.04392706685486604,0.5712904357234603,20.693684147169208,81269.45458984375,104.51092911226299,0.34999951530982304,0.3499999355539211,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.05635098022277818,0.1263509802227782,0.013649019777221827,0.010451092911226298,1.0346842073584603,0.5,0.0019127229080932728,0.0019127229080932728
moderate,0,55,slack_oracle,14.0,0.19134411657247866,0.04318929393199993,0.689614422240265,0.13579561042524005,-0.0007784448242187519,0.074376484375,0.06579561042524004,0.20579561042524006,-0.08,0.08,0.05554850614723861,0.043967738756218684,0.615237937865265,20.64899104951369,81156.47265625,105.93054255246136,0.34999979547255505,0.3499999236768916,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.05554850614723861,0.12554850614723861,0.014451493852761399,0.010593054255246136,1.0324495524756845,0.5,0.002031035665294917,0.002031035665294917
moderate,0,55,slack_oracle,15.0,0.19232101973488352,0.04317912986542514,0.7327986374580076,0.13793981481481482,-0.000828337402343754,0.073572998046875,0.06793981481481481,0.20793981481481483,-0.08,0.08,0.054381204920068704,0.04400746726776889,0.6592256394111325,20.60190237372883,81035.94970703125,107.47119075862324,0.3499998809421127,0.34999990782522805,0.0,False,False,oracle_solution,0.0,False,0.5,False,True,0.054381204920068704,0.12438120492006871,0.015618795079931302,0.010747119075862325,1.0300951186864415,0.5,0.002144204389574772,0.002144204389574772
