scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,learned_delta_flap_raw_rad,safety_delta_flap_raw_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
21,moderate,76,ridge_no_safety,0.0,0.0804937134625345,0.040321597474993816,0.06226840495593277,0.07879278946429495,0.039931119024577036,0.06142127120459383,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.03950628653746549,0.04033680011171257,-0.017731595044067232,not_applicable,0.0,False,-0.16535392867377197,-0.16535392867377197,-889.9379405817052,-0.005484586203953017,0.4015798869488264,-0.16535392867377197,-0.16535392867377197,-0.16535392678616875,-0.09,-0.18,False,True,82000.0,6200.0,21.012104371718653,5.455364983779838e-06,104.85211498824849,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,0.5,0.09119620977778803,0.04030367419175092,0.08242473307274994,0.09629888082910372,0.04015723248752764,0.0822350827134413,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.02882683120300758,0.04033401598862592,0.00243233439110932,not_applicable,0.0,False,-0.11790582542913153,-0.11790582542913153,-893.1265911020412,-0.006671851359953174,0.40159248685423254,-0.11790582542913153,-0.11790582542913153,-0.1179058259707769,-0.1179058259707769,-0.0558116519415538,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,5.45634593512514e-06,104.86251664266304,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,1.0,0.10077537315138502,0.04028570019411135,0.10257208579953873,0.10165787380129583,0.040994602582610305,0.10283857164442257,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.01931636210238727,0.0403462250964551,0.022602427596413732,not_applicable,0.0,False,-0.07915320769476447,-0.07915320769476447,-916.6300049095601,-0.0154220426997924,0.40162486243193063,-0.07915320769476447,-0.07915320769476447,-0.07915320813714626,-0.07915320813714626,0.07750523566726128,False,False,81995.44873046875,6199.108143368448,21.00908182581111,5.459281650810136e-06,104.89720834117817,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,1.5,0.10934809419303781,0.040267267807393814,0.1227103359734065,0.11007955115468143,0.041756560380620665,0.12289993857944534,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,-0.010857345621776995,0.04035778538551882,0.04277846219410962,not_applicable,0.0,False,-0.035841426497215036,-0.035841426497215036,-940.4911341126616,-0.02429364196570894,0.4016744554206741,-0.035841426497215036,-0.035841426497215036,-0.035841426991642104,-0.035841426991642104,0.0866235622910083,False,False,81989.78106689453,6198.124722339112,21.005748963664374,5.464162979824306e-06,104.95769177885869,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,2.0,0.11701899074163848,0.04024836864590011,0.14283925240426823,0.11718834094604787,0.04058818341640946,0.14279930015323183,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.0033445209181694746,0.04036868847011887,0.06296011177926823,not_applicable,0.0,False,-0.05689641064525947,-0.05689641064525947,-942.4796966756285,-0.025013016327302254,0.4017399997587981,-0.05689641064525947,-0.05689641064525947,-0.05689641040490562,-0.05689641040490562,-0.042109966826527026,False,False,81981.87109375,6196.824988604601,21.00134410223131,5.4709828163697275e-06,105.04462062301391,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,2.5,0.12388188628109169,0.040229439060463265,0.16295871088263225,0.12399201720276093,0.03709886224876741,0.16418589266209013,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.003316578496455211,0.040379370701088255,0.08314715692755413,not_applicable,0.0,False,-0.15238727154480863,-0.15238727154480863,-921.1514986731256,-0.017063307208631407,0.4018206300465545,-0.15238727154480863,-0.15238727154480863,-0.15238727045472955,-0.14689641040490561,-0.18,False,True,81971.73309326172,6195.226102903411,20.995925400097143,5.479736065330413e-06,105.15839950172654,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,3.0,0.1300210446893209,0.04021094440117697,0.18306881261478833,0.12929432881725084,0.03697135081641022,0.1818722563098427,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.009210859504135721,0.04039029742852072,0.10333960363041332,not_applicable,0.0,False,-0.1447820912249813,-0.1447820912249813,-928.9180977689915,-0.019921618756045763,0.40191568368588926,-0.1447820912249813,-0.1447820912249813,-0.14478209131179848,-0.14478209131179848,0.004228638186214273,False,False,81959.38134765625,6193.341204448907,20.98953738670099,5.4904196114002714e-06,105.2993172460746,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,3.5,0.13551192007370794,0.04019230189186026,0.20316962944183536,0.13439925739396974,0.04110275224677376,0.20401876071148892,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.014414419216369115,0.04040088587623527,0.12353742851410099,not_applicable,0.0,False,-0.002614764014971578,-0.002614764014971578,-964.6317317789877,-0.03311724787206963,0.40202462079258067,-0.002614764014971578,-0.002614764014971578,-0.002614765637887373,-0.05478209131179848,0.18,False,True,81944.83013916016,6191.180999058791,20.98221634458463,5.503032291741385e-06,105.46760091467142,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,4.0,0.14042183642607187,0.040172951808785815,0.223260947571933,0.13597110866438092,0.040238413878567546,0.22351805592133508,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.018995224629089702,0.04041057632050456,0.14374032257193298,not_applicable,0.0,False,-0.027173196036517015,-0.027173196036517015,-979.446395706119,-0.03853266910642224,0.40214698367832524,-0.027173196036517015,-0.027173196036517015,-0.027173195756169447,-0.027173195756169447,0.05521779111125807,False,False,81928.09375,6188.754562618874,20.973993032370615,5.517574872053985e-06,105.66344315189572,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
21,moderate,76,ridge_no_safety,4.5,0.14481107540205138,0.0401533114331045,0.2433425175957233,0.14545483962104414,0.04013023392836306,0.24392841548128485,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.023014200402051377,0.0404197860424795,0.16394794117970768,not_applicable,0.0,False,-0.009611088120608464,-0.009611088120608464,-990.4569923505061,-0.04251319954325539,0.40228237351219553,-0.009611088120608464,-0.009611088120608464,-0.00961108832108928,-0.00961108832108928,0.035124214870160334,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,5.534050025949472e-06,105.88701794741286,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,False
