tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
moderate,23,78,slack_oracle,0.0,0.09019592856412649,0.05353957167579312,0.06993040114477928,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.029804071435873505,0.05355477431251187,-0.010069598855220727,21.012104371718653,82000.0,96.02726214802813,0.0,0.18000000999938703,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,23,78,slack_oracle,1.0,0.12044143943455839,0.05353608936744394,0.12346865703547438,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.00034970418078610066,0.053596614269787686,0.04349899883234938,21.00908182581111,81995.44873046875,96.0685602298398,0.120000006666258,0.35000000999937436,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,23,78,slack_oracle,2.0,0.14470984551339133,0.05352990504673019,0.17700215349736287,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.024346333853583382,0.05365022487094895,0.09712301287236287,21.00134410223131,81981.87109375,96.20356559270985,0.2733333422216689,0.3500000099993583,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,23,78,slack_oracle,3.0,0.1641793159336829,0.0535223386001493,0.23052847731342976,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.043369130748497714,0.053701691627493046,0.15079926832905477,20.98953738670099,81959.38134765625,96.436825736233,0.3244444540734619,0.3500000099993375,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,23,78,slack_oracle,4.0,0.1797967197203361,0.053513915318813526,0.2840467001628714,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.058370107923353926,0.05375153983053227,0.2045260751628714,20.973993032370615,81928.09375,96.77030507346042,0.341481491357379,0.3500000099993097,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,23,78,slack_oracle,5.0,0.19232215817755607,0.053504876989621315,0.3375561512269235,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.07011451071527898,0.05380001126696508,0.2583020008362985,20.95494384003998,81888.12255859375,97.20537020188468,0.3471605037853328,0.3500000099992719,0.0,False,False,oracle_solution,0.0,False,0.5,True
moderate,23,78,slack_oracle,6.0,0.20236575504084917,0.0534953558359415,0.39105630440628064,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.07921760689270102,0.053847238160160245,0.31212575753128063,20.932572348428415,81839.58203125,97.74323405265748,0.34905350792795886,0.3500000099992228,0.0,False,False,oracle_solution,0.0,False,0.5,True
moderate,23,78,slack_oracle,7.0,0.21041723079663827,0.05348543551942804,0.44454672721403693,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.08617426097496475,0.053893304171771794,0.36599615104216193,20.907030470688255,81782.58642578125,98.38513610383856,0.3496845093088015,0.3500000099991612,0.0,False,False,oracle_solution,0.0,False,0.5,True
moderate,23,78,slack_oracle,8.0,0.21686965565981553,0.05347517390332471,0.49802705296359195,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.09138268720988413,0.05393826716504345,0.41991205296359196,20.878449470932924,81717.25,99.13243363161222,0.3498948431023746,0.3500000099990849,0.0,False,False,oracle_solution,0.0,False,0.5,True
moderate,23,78,slack_oracle,9.0,0.2220385201240774,0.0534646125660383,0.5514969628903815,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.09516352012407742,0.05398216871838205,0.4738723828122565,20.84694573386822,81643.68701171875,99.98665450606008,0.3499649543668481,0.3500000099989909,0.0,False,False,oracle_solution,0.0,False,0.5,True
