scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,predicted_min_alpha_margin_rad,predicted_max_alpha_slack_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
1,stress,10056,actuator_aware_safety_nmpc,0.0,0.05922336186556003,0.043676581488976164,0.09142326199386355,0.06160308705421889,0.04286048214370903,0.09677881150242343,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.06077663813443997,0.04369178412569492,0.011423261993863551,Solve_Succeeded,0.04694000002928078,False,1.1573352173100182,0.011603087054218898,1.768219848520062e-08,-71.2782834677715,-0.0012144466074101177,0.4015798869488264,0.008050110346754605,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,4.648283533972384e-06,89.34000952294922,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,0.5,0.07373396962185239,0.04367504658616719,0.11326117796983277,0.07913183788586182,0.04235694681615417,0.11952575972126521,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.04628907135894322,0.04370538838304219,0.03326877928819215,Solve_Succeeded,0.04804787499597296,False,1.1573352173100182,0.029108796905066223,1.231198612519856e-08,-82.01533353777688,-0.005908465054711785,0.40159248685423254,0.02332279742498181,0.0,0.0,0.0,0.0,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,4.649119360722666e-06,89.34887232847827,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,1.0,0.08673229262821393,0.04367330832900047,0.13509827472296732,0.08143277437111501,0.04514380549752376,0.13640439952929453,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.03335944262555836,0.043733833231344214,0.05512861651984231,Solve_Succeeded,0.03661970800021663,False,1.1573352173100182,0.031341039117342734,1.1690552317969087e-08,-92.99516798555399,-0.010705205443363069,0.40162486243193063,0.04289752846587072,0.008050110346754605,0.004287778670487412,0.004287778670487412,0.008575557340974824,False,False,81995.44873046875,6199.108143368448,21.00908182581111,4.651620758689541e-06,89.37843164329091,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,1.5,0.0983757614825927,0.04367136065910296,0.15693444916002264,0.09718603491863491,0.043081118511982174,0.15952947253398272,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,-0.021829678332222116,0.043761878237227964,0.07700257538072576,Solve_Succeeded,0.02443741704337299,False,1.1573352173100182,0.046965241652657974,8.33960382272493e-09,-104.8377275384016,-0.015871798940928303,0.4016744554206741,0.06258493255988222,0.02332279742498181,0.01442651514641077,0.01442651514641077,0.020277472951846717,False,False,81989.78106689453,6198.124722339112,21.005748963664374,4.655779930687736e-06,89.42996699762271,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,2.0,0.10880540207246894,0.04366918524692913,0.17876959208031717,0.10642662590722034,0.044763976639681596,0.17724924345939344,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.011558109587339008,0.043789505071147886,0.09889045145531718,Solve_Succeeded,0.02143449999857694,False,1.1573352173100182,0.03890615796499325,5.912342150765691e-09,-117.39742897548815,-0.02134013047929232,0.4017399997587981,0.08715828533914873,0.04289752846587072,0.02959120213577096,0.02959120213577096,0.030329373978720382,False,False,81981.87109375,6196.824988604601,21.00134410223131,4.661590822170289e-06,89.5040353534734,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,2.5,0.1181475422624354,0.043666766789501016,0.20060358586562532,0.11912580848533547,0.04263632887096428,0.19958848360146078,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,-0.0024177655222010763,0.043816698430126005,0.1207920319105472,Solve_Succeeded,0.019816250016447157,False,1.1573352173100182,0.037467612006722995,5.655250887611697e-09,-129.95028269207256,-0.02678959093525623,0.4018206300465545,0.10880337091942331,0.06258493255988222,0.04716485112672539,0.04716485112672539,0.035147297981908854,False,False,81971.73309326172,6195.226102903411,20.995925400097143,4.6690490918064524e-06,89.60098147715279,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,3.0,0.12651534714446208,0.04366410456635076,0.22243630888344573,0.13423609271747017,0.04353818768468406,0.22155302273700964,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.005705161959276894,0.043843457593694506,0.1427070998990707,Solve_Succeeded,0.01935987500473857,False,1.1573352173100182,0.028169809555051134,5.8295811961207384e-09,-143.0102111032324,-0.032439734566949555,0.40191568368588926,0.13658422624352062,0.08715828533914873,0.06846679442799995,0.06846679442799995,0.04260388660254913,False,False,81959.38134765625,6193.341204448907,20.98953738670099,4.678152085176944e-06,89.72105146928808,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,3.5,0.13401019108163578,0.04366118767024758,0.24426763658684073,0.13366838000933398,0.043248917890370865,0.2458447588724765,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.01291269022429696,0.04386977165462259,0.16463543565910635,Solve_Succeeded,0.019377125019673258,False,1.1573352173100182,0.029627634917463813,5.777594112535826e-09,-155.53743959019286,-0.037833341008114675,0.40202462079258067,0.15713385827451185,0.10880337091942331,0.08995150766427695,0.08995150766427695,0.042969426472554,False,False,81944.83013916016,6191.180999058791,20.98221634458463,4.688898811477232e-06,89.86443879682729,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,4.0,0.14072288856470283,0.04365802607125887,0.266097444187881,0.14309182715974011,0.04656397737439783,0.2677764347582389,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.019296276767720666,0.04389565058297761,0.186576819187881,Solve_Succeeded,0.019553165999241173,False,1.1573352173100182,0.018045732331400666,8.110699371380438e-09,-168.61905370776807,-0.04343902818984625,0.40214698367832524,0.1863133503636618,0.13658422624352062,0.11478977291259533,0.11478977291259533,0.049676530496636756,False,False,81928.09375,6188.754562618874,20.973993032370615,4.7012899231277836e-06,90.03130760381869,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,actuator_aware_safety_nmpc,4.5,0.14673479381736,0.04365460807069599,0.28792560646050414,0.14875782231083,0.04548526959123681,0.28962907603448484,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.02493791881735999,0.043921082680070986,0.2085310300444885,Solve_Succeeded,0.022220792016014457,False,1.1573352173100182,0.018091339572205684,9.960755863886334e-09,-180.52741195353016,-0.04850316060158981,0.40228237351219553,0.2098216502807065,0.15713385827451185,0.13734375766751494,0.13734375766751494,0.045107969509839224,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,4.7153276981987e-06,90.22180613942601,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
