tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,velocity_mps,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,external_disturbance_moment_nm,corridor_violation
stress,7,10062,truth_consistent_slack_oracle,0.0,0.09143520589628008,0.0686164851671086,0.11341671052271779,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.028564794103719912,0.06863168780382735,0.03341671052271779,21.012104371718653,82000.0,6200.0,116.0913491282015,1.3867206469432966e-29,0.1800000099999832,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,False
stress,7,10062,truth_consistent_slack_oracle,1.0,0.135033235642944,0.0687502275058341,0.18210050873820205,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.014941500389171719,0.06881075240817784,0.10213085053507705,21.00908182581111,81995.44873046875,6199.108143368448,116.14127609609248,0.1263892396684,0.35000000999998293,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,False
stress,7,10062,truth_consistent_slack_oracle,2.0,0.17013965748120213,0.06887949862913317,0.2509158471353545,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.04977614582139418,0.06899981845335193,0.17103670651035446,21.00134410223131,81981.87109375,6196.824988604601,116.30448969152923,0.2834003156337659,0.3500000099999826,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,False
stress,7,10062,truth_consistent_slack_oracle,3.0,0.19842774884288736,0.06900575313356754,0.3198586840296931,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.07761756365770217,0.06918510616091128,0.24012947504531806,20.98953738670099,81959.38134765625,6193.341204448907,116.58648757581439,0.33016411710852545,0.3500000099999822,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,4.0,0.22124205494819454,0.06913033488200213,0.3889268470229432,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.09981544315121238,0.06936795939372087,0.3094062220229432,20.973993032370615,81928.09375,6188.754562618874,116.98964460954748,0.3440921353386093,0.3500000099999817,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,5.0,0.23966231868709492,0.06925377289544496,0.4581189818422525,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.11745467122481783,0.06954890717278872,0.3788648314516275,20.95494384003998,81888.12255859375,6183.133755185188,117.51561292924765,0.3482404228109663,0.3500000099999812,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,6.0,0.2545553729342323,0.06937632455838055,0.5274340916430824,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.13140722478608416,0.0697282068825993,0.4485035447680824,20.932572348428415,81839.58203125,6176.532643486048,118.16585889780657,0.3494759387809369,0.35000000999998065,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,7.0,0.2666170430491903,0.06949814321631474,0.5968713738563768,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.1423740732275168,0.0699060118686585,0.5183207976845018,20.907030470688255,81782.58642578125,6168.996052234287,118.94188097177654,0.3498439218877547,0.35000000999998,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,8.0,0.2764058560354827,0.06961933276895203,0.6664301508901981,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.15091888758555128,0.07008242603067077,0.588315150890198,20.878449470932924,81717.25,6160.562713271744,119.84532001875967,0.34995352109180716,0.3500000099999793,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
stress,7,10062,truth_consistent_slack_oracle,9.0,0.28437012089468067,0.06973996762803623,0.7361098329523493,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.15749512089468068,0.07025752378037999,0.6584852528742243,20.84694573386822,81643.68701171875,6151.266968002932,120.8780231444122,0.34998616385530973,0.35000000999997855,0.0,False,False,oracle_solution,0.0,False,0.7692310882170614,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,3459.989578338532,True
