tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,solver_status,solve_time_s,oracle_feasible,oracle_near_feasible,oracle_max_alpha_miss_rad,oracle_max_q_miss_radps,oracle_alpha_violation_duration_s,first_alpha_violation_time_s,first_alpha_violation_side,actuator_tau_prediction_s,objective_value,oracle_trajectory_csv,oracle_metrics_json
moderate,10,65,0.8642174456390412,1.005466653261876,0.9499434253485177,0.8914714093255712,0.32960311763802463,0.5,0.0008365525317918986,6.46762207459785e-05,0.00043271742188083696,-0.04968044093642936,0.042852932412735696,-0.01897115270827847,2221.850917262168,slack_oracle,Solve_Succeeded,0.11006816697772592,True,True,0.0,0.0,0.0,,none,0.5796031176380246,64.49915978489021,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_010/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_010/oracle_metrics.json
moderate,11,66,1.1271201633807792,1.057845439337298,0.8291739104917131,1.0497015221724948,0.165381683907133,1.0,0.00030848479803221776,0.0006562873235056894,0.001380134036191736,-0.02273632069936974,0.05238554387091182,0.0011889161663444536,-1809.8046884581565,slack_oracle,Solve_Succeeded,0.18034166598226875,False,False,0.02588333582976418,0.0,20.0,6.0,high,0.665381683907133,713851.06031697,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_011/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_011/oracle_metrics.json
moderate,12,67,0.9742994499706756,0.8880814906600227,1.005594014324681,0.9188970487207432,0.2093129332072963,1.0,0.0009248828062737953,0.0005329510920348585,0.00026554965141795784,-0.022633174516965053,0.04101814378974161,-0.019519453129244125,1586.2498674008762,slack_oracle,Solve_Succeeded,0.10793616704177111,True,True,0.0,0.0,0.0,,none,0.7093129332072963,51.967215363063566,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_012/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_012/oracle_metrics.json
moderate,13,68,0.9953100174539699,1.1044978823659257,1.0694089087940948,1.0504963097063043,0.34153615576448204,1.0,0.0003907120550084717,0.0007890702151280241,0.0018365108228233394,-0.04466830271818796,0.03982358572394496,0.009962517695321185,2230.4093558581844,slack_oracle,Solve_Succeeded,0.10808641696348786,True,True,0.0,0.0,0.0,,none,0.841536155764482,43.322358457937696,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_013/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_013/oracle_metrics.json
moderate,14,69,1.0241117125647023,1.0080556107458336,1.1459846635147866,1.0939041651242745,0.16680469402583797,1.0,0.0016339043283467127,0.0006561236469276164,2.535331373743066e-05,-0.02964578879090854,0.052276271674726246,0.00823710896096232,2310.546642572015,slack_oracle,Solve_Succeeded,0.17427683400455862,False,False,0.02502396886424313,0.0,20.0,6.0,high,0.666804694025838,651640.2344710721,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_014/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_014/oracle_metrics.json
moderate,15,70,0.9642204535645428,1.0671417552736013,0.9288757304983914,1.1860895825578432,0.25912132182742664,0.5,0.0006226568047982962,4.374910828114309e-06,0.002352794545105728,-0.04300495120735941,0.03685923387217385,-0.00622084602307651,-1648.6330462802107,slack_oracle,Solve_Succeeded,0.10636316589079797,True,True,0.0,0.0,0.0,,none,0.5091213218274266,34.488229891426144,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_015/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_015/oracle_metrics.json
moderate,16,71,0.9260241032311908,1.0082616506939277,1.104394623500175,1.0539044250163887,0.07146035042271176,0.0,0.0015694963232778622,0.0003021177609268611,0.001776891772332004,-0.04883518855349546,0.05271283543694008,-0.004926293435419682,-930.9857138338967,slack_oracle,Solve_Succeeded,0.18894104100763798,False,False,0.025802710708557774,0.0,20.0,6.0,high,0.5,696751.2723936756,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_016/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_016/oracle_metrics.json
moderate,17,72,1.10135102034214,0.8520025368035228,0.8925793022278865,0.8456942178381268,0.2504541557655864,0.5,0.0017199235130644019,7.783626385904558e-05,0.0008739507574789569,-0.021392285076914555,0.05470143151601368,-0.0060694507951638025,917.2819730219906,slack_oracle,Solve_Succeeded,0.20229254208970815,False,False,0.035871356412029404,0.0,24.0,5.0,high,0.5004541557655864,1615561.0051050822,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_017/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_017/oracle_metrics.json
moderate,18,73,0.9977908567864578,0.941010261358429,0.9074271124815184,1.194062858536881,0.07696193703320789,0.5,0.0025640913291227873,0.00025623689872175366,0.0025300887416886,-0.02830285004668156,0.03813411794899975,-0.015854169044594447,-235.45704685535296,slack_oracle,Solve_Succeeded,0.10450683301314712,True,True,0.0,0.0,0.0,,none,0.5,36.9448192383741,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_018/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_018/oracle_metrics.json
moderate,19,74,1.1183134805316721,1.006216285054576,1.0705616557853193,1.0676795752504191,0.19769333141785744,0.5,1.1917964336129016e-05,0.0011225632749167018,0.0029069938956347873,-0.02665816704073959,0.046839919690817626,0.018480748419728115,583.4377275653063,slack_oracle,Solve_Succeeded,0.13209333398845047,False,True,0.0021860154236991447,0.0,4.0,11.0,high,0.5,1571.3179709933522,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_019/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_019/oracle_metrics.json
moderate,20,75,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,0.32660754081032123,0.5,0.002780587108406105,0.0014209251648662179,0.0026003339509684193,-0.04962194048796585,0.04481641846756807,0.012921811856248388,-2386.6701131490518,slack_oracle,Solve_Succeeded,0.10862708301283419,True,True,0.0,0.0,0.0,,none,0.5766075408103213,84.95394193184745,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_020/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_020/oracle_metrics.json
moderate,21,76,1.0918994527472485,1.1456569918527775,1.0729598965872842,1.0883542027304094,0.027339897603273426,0.0,0.001685194547250858,0.0014501173465736876,0.0006696134183233629,-0.0395062865374655,0.04033680011171257,-0.017731595044067232,-875.2161367207173,slack_oracle,Solve_Succeeded,0.10372195800300688,True,True,0.0,0.0,0.0,,none,0.5,46.13720949515363,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_021/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_021/oracle_metrics.json
moderate,22,77,1.0857796925627479,1.0153515867400944,0.8975552787813753,0.9337812825911712,0.1115415692187238,0.5,0.0024039020389270815,0.00013620245998751984,0.0011208731782933932,-0.026260312992074958,0.05172342929136724,0.004159001575210968,-1846.2608359159615,slack_oracle,Solve_Succeeded,0.1772791249677539,False,True,0.02284638930528768,0.0,19.0,6.0,high,0.5,521044.25556949654,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_022/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_022/oracle_metrics.json
moderate,23,78,0.9756589263490966,1.1245405911368507,1.007246608108957,1.134851281548517,0.13031717770780502,0.5,0.0011392070187764415,0.00048621161205069274,0.0017426124876274104,-0.029804071435873502,0.05355477431251187,-0.010069598855220723,1069.821977190234,slack_oracle,Solve_Succeeded,0.19735379191115499,False,False,0.03048568749330824,0.0,22.0,6.0,high,0.5,1068131.9021675633,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_023/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_023/oracle_metrics.json
moderate,24,79,1.1258807162130564,0.8714867820419543,1.1692325416008753,0.814298624388897,0.030615126601149022,1.0,0.0014331024173763914,0.0005624939809914936,0.0003099352822662108,-0.031360551256634006,0.04678513740266193,0.0047522221300642055,-1944.0632265947372,slack_oracle,Solve_Succeeded,0.1278992920415476,False,True,0.0016225315960384512,0.0,3.0,11.0,high,0.5306151266011491,802.13517806844,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_024/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_024/oracle_metrics.json
moderate,25,80,1.070947399403036,0.8555256390479212,0.8146534837506187,1.0378828917129967,0.20499977511052314,0.5,0.0019144016567179732,0.0011632872232517032,0.0022357993679349695,-0.04535989636464315,0.05340989691901187,-0.007916318535278829,544.330522248232,slack_oracle,Solve_Succeeded,0.19841991609428078,False,False,0.028983846001270075,0.0,21.0,6.0,high,0.5,934786.8996529205,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_025/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_025/oracle_metrics.json
moderate,26,81,0.9802339873316895,0.9134884968893588,1.1648149276757236,1.04418569509029,0.15559087089782156,0.5,0.0013961163455871609,0.00014605960068973345,0.0008346915058060365,-0.04864821677376013,0.05486981482024496,0.008688344072817334,-455.64376166496834,slack_oracle,Solve_Succeeded,0.19920591602567583,False,False,0.03504751117693414,0.0,23.0,6.0,high,0.5,1510255.847040507,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_026/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_026/oracle_metrics.json
moderate,27,82,1.1492916257155794,1.1064363846779492,0.8870745597343758,1.1920581651836084,0.14300614316998417,1.0,0.0006719056401975203,0.00045800719272121265,0.0028565153805100423,-0.04565584646376688,0.04691304339545236,-0.005618167484813594,1813.3132180288903,slack_oracle,Solve_Succeeded,0.12770983309019357,False,True,0.0011558178645756367,0.0,2.0,12.0,high,0.6430061431699842,451.4216110184801,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_027/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_027/oracle_metrics.json
moderate,28,83,0.9449242959553005,0.8633814579028736,1.0516372919364707,0.9229924153907075,0.11996233528314156,0.5,0.0026639599709632816,0.0006104370627121915,0.001115212476995282,-0.03212549070948847,0.04635240003745487,0.002587753645178541,972.8012383179068,slack_oracle,Solve_Succeeded,0.11231620900798589,True,True,0.0,0.0,0.0,,none,0.5,107.25035091070146,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_028/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_028/oracle_metrics.json
moderate,29,84,1.0696294716783745,1.1200610988195503,1.099715581772791,1.1535742191160263,0.07960960432354232,0.0,0.0019463869562487603,0.0004242783563313396,0.000848639165457846,-0.024806855750437326,0.04086951489366636,-0.004661681111193499,-420.93059440356905,slack_oracle,Solve_Succeeded,0.10245775000657886,True,True,0.0,0.0,0.0,,none,0.5,50.64295236779525,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_029/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/moderate/scenario_029/oracle_metrics.json
stress,0,10055,0.8378955015168319,0.8134079790400522,0.7897704751772718,0.6506121034875804,0.25618239868043924,1.5,0.00549036831476468,0.0016894853408081832,0.007680079439061039,-0.004471479429947158,0.06201083925618894,0.04666073176012917,-2194.1579157675574,slack_oracle,Solve_Succeeded,0.2372949169948697,False,False,0.06813057251604154,0.0,36.0,3.0,high,1.0061823986804392,8218157.885056424,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_000/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_000/oracle_metrics.json
stress,1,10056,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,slack_oracle,Solve_Succeeded,0.10807604109868407,True,True,0.0,0.0,0.0,,none,1.1573352173100182,72.4737743973829,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_001/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_001/oracle_metrics.json
stress,2,10057,0.8866800433930975,0.9276352786236607,0.7499245797839396,0.7309926130233437,0.2586107576985939,1.0,0.004478437066488493,0.0012923100994562892,0.005160534056958272,-0.041606195997913514,0.04669296781546167,-0.02284003464815019,6107.333239994104,slack_oracle,Solve_Succeeded,0.12023945804685354,True,True,0.0005120079689939216,0.0,0.0,,none,0.7586107576985939,156.56456699174626,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_002/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_002/oracle_metrics.json
stress,3,10058,0.8400348122237011,0.7368166561589482,1.098880145389692,0.9663426523519489,0.4807149936858969,1.5,0.007381684733804169,0.0039628751550082695,0.0015802535717956004,-0.027669301938465292,0.05848110963791403,0.030446402496627712,-2492.964583448316,slack_oracle,Solve_Succeeded,0.226873500039801,False,False,0.05170831709550111,0.0,30.0,4.0,high,1.230714993685897,4055051.942425099,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_003/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_003/oracle_metrics.json
stress,4,10059,0.8509073964985324,1.2873305783786486,0.9606049484890203,1.0118767760127751,0.5166991460718621,0.5,0.006164815211880045,0.0011326046514041968,0.004759177439206194,-0.01840710398592175,0.042661375658847187,-0.003392551809463007,821.4320826283194,slack_oracle,Solve_Succeeded,0.10987841605674475,True,True,0.0,0.0,0.0,,none,0.7666991460718621,66.22025802248397,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_004/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_004/oracle_metrics.json
stress,5,10060,0.9630926665140382,1.1606808963757862,1.2216221031121512,0.9657950551141605,0.3224799759664272,1.0,0.006069995815700608,0.0016087017017584922,0.0017684969281546899,-0.05160326416450517,0.051596152396489146,0.014929206449208754,-769.1851361540372,slack_oracle,Solve_Succeeded,0.18203262495808303,False,True,0.020870396229879462,0.0,18.0,7.0,high,0.8224799759664272,408383.8374933315,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_005/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_005/oracle_metrics.json
stress,6,10061,1.0369246295704622,0.9031157990996579,1.1733945453004238,1.0846015290208744,0.26976703989394807,0.5,0.0021652652844114015,0.0020134855485208114,0.0073158945485747315,-0.020709418677945006,0.03373279835109744,0.021556087188663975,-4575.918643044272,slack_oracle,Solve_Succeeded,0.1091200839728117,True,True,0.0,0.0,0.0,,none,0.519767039893948,36.93480808505969,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_006/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_006/oracle_metrics.json
stress,7,10062,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,slack_oracle,Solve_Succeeded,0.2145612909225747,False,False,0.09551255874232853,0.0,38.0,3.0,high,0.7692310882170614,19202893.177336223,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_007/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_007/oracle_metrics.json
stress,8,10063,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,0.5503909427735989,1.5,0.0044337869270696635,0.0032557376219124403,0.006310158083378462,-0.03685153363557458,0.03625405135993723,-0.02996141992935113,-2133.7130355660106,slack_oracle,Solve_Succeeded,0.10777570796199143,True,True,0.0,0.0,0.0,,none,1.300390942773599,33.833755295937806,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_008/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_008/oracle_metrics.json
stress,9,10064,1.281899664862359,1.0562693030570327,1.032465990952283,0.8263156380567156,0.3503435486143336,0.5,0.0039973642229913595,0.0017128917307545973,0.0028295231143715465,-0.018142358005888995,0.056068559117104726,-0.03378990511339164,1788.0146016570297,slack_oracle,Solve_Succeeded,0.20706574991345406,False,False,0.041909936170102385,0.0,26.0,5.0,high,0.6003435486143336,2392739.3243005676,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_009/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_009/oracle_metrics.json
stress,10,10065,0.8110666888451326,0.7751155988563968,0.9953390168674571,0.9949907062933526,0.11269204387241392,0.5,0.00252912219966367,0.00298605263509644,0.007259643633483265,-0.00880268662044514,0.04432937602642151,0.01685082277701181,-6452.231293970599,slack_oracle,Solve_Succeeded,0.1091291249031201,True,True,0.0,0.0,0.0,,none,0.5,86.33210375454973,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_010/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_010/oracle_metrics.json
stress,11,10066,0.8553067223387508,0.9882873711081437,1.2051754055603177,1.2398431906970213,0.2359434754068803,1.5,0.005618080174128979,0.0024591399973336293,0.0066085331808780545,-0.0048269381253235565,0.031643640441132125,0.007538369299854642,-3289.503656277946,slack_oracle,Solve_Succeeded,0.11366654199082404,True,True,0.0,0.0,0.0,,none,0.9859434754068803,46.21129732117179,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_011/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_011/oracle_metrics.json
stress,12,10067,1.0723277043759831,1.0812466313241433,0.9873133160902805,0.966772287404146,0.4038597981810853,1.0,0.004263687269015818,0.00123702779198544,0.004575311190917361,-0.007738486820527819,0.024954649928887067,-0.02634981112409618,1735.942860410549,slack_oracle,Solve_Succeeded,0.15739270800258964,False,False,0.029610468770148862,0.0,9.0,32.0,low,0.9038597981810853,307592.8913674833,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_012/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_012/oracle_metrics.json
stress,13,10068,1.2006462829456708,0.9613224971500165,1.1284879647047508,0.7151193717774024,0.502395195496711,1.0,0.007003261604978748,0.0016943408619693593,0.0033503407387038774,-0.051250918977091116,0.04409770019211704,-0.03768124639159759,1454.9875102322935,slack_oracle,Solve_Succeeded,0.11051920906174928,True,True,0.0,0.0,0.0,,none,1.002395195496711,76.78465389463044,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_013/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_013/oracle_metrics.json
stress,14,10069,1.2737712412059983,0.991930242305281,0.875955090285284,0.8339861844328854,0.15509073258232495,1.5,0.0026532375258074086,0.0033694965161910713,0.0029822781378220616,-0.018310600697873786,0.0334655900341603,-0.015277803051998141,5033.200002175625,slack_oracle,Solve_Succeeded,0.10970595909748226,True,True,0.0,0.0,0.0,,none,0.905090732582325,37.784109463470664,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_014/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_014/oracle_metrics.json
stress,15,10070,0.7718053707541909,1.29493930367975,1.0280508755693276,0.7477313354229682,0.22725038603003705,1.5,0.007973125008183021,0.0011806461663212452,0.0021474539217320567,-0.01175668616160409,0.02838896777635856,0.007283253100302711,4227.261075079509,slack_oracle,Solve_Succeeded,0.13819966604933143,False,True,0.014103568028270036,0.0,4.0,37.0,low,0.977250386030037,39129.66797455939,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_015/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_015/oracle_metrics.json
stress,16,10071,0.9683592595680253,1.1081434491104205,0.7837488005866554,1.0560317329961957,0.622374859185464,1.0,0.0034788344784023838,0.0010191417944940785,0.0033566484293072996,-0.025577056233660658,0.05328996632516592,-0.04788197490879479,-2388.0333524534763,slack_oracle,Solve_Succeeded,0.19045258301775903,False,False,0.029601496756134216,0.0,21.0,6.0,high,1.1223748591854639,995061.1203103213,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_016/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_016/oracle_metrics.json
stress,17,10072,0.8755295136153882,1.1674382533539729,0.601755866814456,0.8705304857647,0.5088030678522094,0.5,0.00316924769798907,0.0030747975409321235,0.004035004019839749,-0.008921181859440304,0.023609889607331222,0.004686267589004223,136.40725027485112,slack_oracle,Solve_Succeeded,0.16428149992134422,False,False,0.0356786865308258,0.0,11.0,30.0,low,0.7588030678522094,524254.913051297,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_017/oracle_trajectory.csv,outputs/phase20_full_oracle_imitation_staged/oracle/stress/scenario_017/oracle_metrics.json
