tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
moderate,18,73,slack_oracle,0.0,0.09169714995331843,0.038118915312280996,0.06414583095540555,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.028302850046681566,0.03813411794899975,-0.015854169044594454,21.012104371718653,82000.0,96.02726214802813,0.0,0.162651769038597,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,1.0,0.10780435859413666,0.03811577935002103,0.10226352790028155,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.012287376659635627,0.038176304252364776,0.02229386969715655,21.00908182581111,81995.44873046875,96.0685602298398,0.10843451269239796,0.26319022088172617,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,2.0,0.12072714459538232,0.03811096593873615,0.140377225915544,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.0003636329355743706,0.038231285762954904,0.060498085290544,21.00134410223131,81981.87109375,96.20356559270985,0.21160498481861675,0.31678027007068854,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,3.0,0.1310929958516083,0.03810493903823539,0.17848540480775188,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.010282810666423114,0.03828429206557914,0.09875619582337687,20.98953738670099,81959.38134765625,96.436825736233,0.2817218416533313,0.33503147736600364,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,4.0,0.13940596937445474,0.03809815675933887,0.2165870772915272,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.01797935757747257,0.03833578127105761,0.1370664522915272,20.973993032370615,81928.09375,96.77030507346042,0.31726159879511284,0.3268579812162113,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,5.0,0.1460709764604819,0.038091001067342596,0.2546816948398682,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.0238633289982048,0.03838613534468636,0.1754275444492432,20.95494384003998,81888.12255859375,97.20537020188468,0.3236591870758451,0.29913169111429355,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,6.0,0.1514132747498062,0.03808377204498863,0.29276905227946376,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.028265126601658058,0.03843565436920738,0.21383850540446375,20.932572348428415,81839.58203125,97.74323405265748,0.3073075231014774,0.25718015983618975,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,7.0,0.1556941254042033,0.038076699207878,0.33084920708317017,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.03145115558252978,0.03848456786022175,0.2522986309112952,20.907030470688255,81782.58642578125,98.38513610383856,0.27388928092461895,0.20516760428210454,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,8.0,0.15912337321349398,0.03806995514276453,0.36892241486919847,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.03363640476356258,0.038533048404483274,0.2908074148691985,20.878449470932924,81717.25,99.13243363161222,0.22807482982960936,0.14638868451580483,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,18,73,slack_oracle,9.0,0.16186955486681376,0.03806366735025196,0.4069890787117326,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.03499455486681377,0.03858122350259571,0.3293644986336076,20.84694573386822,81643.68701171875,99.98665450606008,0.17361739962040632,0.08349774917539965,0.0,False,False,oracle_solution,0.0,False,0.5,False
