scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,policy_inference_time_s,policy_delta_flap_raw_rad,optimized_delta_flap_raw_rad,policy_mpc_command_gap_rad,actuator_tau_prediction_s,objective_value,predicted_min_alpha_margin_rad,predicted_max_alpha_slack_rad,predicted_max_q_slack_radps,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
8,moderate,63,hybrid_blended_slack_mpc,0.0,0.09968459854016494,0.04642857682732298,0.07951824589815402,0.09956670204708107,0.04647114071020933,0.07704674265705928,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.020315401459835056,0.04644377946404173,-0.000481754101845977,Solve_Succeeded,0.023879374959506094,False,3.412493970245123e-05,0.27599585549296785,0.12165127046696221,-0.07717229251300281,0.5,24.449999183038305,0.011807273405590929,1.2511816731793452e-09,9.215251402080893e-09,-1653.9793866861212,-0.024583904618425967,0.4015798869488264,0.19882356297996504,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,5.086266359336081e-06,97.75803942643948,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,0.5,0.11127591429972748,0.04639537128374693,0.10272424324236018,0.1123969855639998,0.047188778140539775,0.102187716343536,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.008747126681068126,0.04642571308062193,0.022731844560719555,held,0.0,False,6.716698408126831e-05,0.31498221363304457,0.12165127046696221,-0.11615865065307954,0.5,24.449999183038305,0.011807273405590929,1.2511816731793452e-09,9.215251402080893e-09,-1688.6071210710495,-0.038416765019409306,0.40159248685423254,0.19882356297996504,0.19882356297996504,0.19866425649489555,0.09,0.18,False,True,81998.8598022461,6199.7501458924335,21.01125760388222,5.0871809415579105e-06,97.76773732659602,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,1.0,0.12164392518088667,0.04636148646504574,0.12591346690804547,0.12305513693104506,0.0468315264418601,0.12438399430988407,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.0015521899271143808,0.046422011367389486,0.04594380870492047,Solve_Succeeded,0.023662999970838428,False,2.316699828952551e-05,0.31502962203026424,0.2565421689198512,-0.029243726555206517,0.5,32.373520691774246,0.0054460352032552894,1.981907854606939e-09,1.137758565636006e-08,-1721.967318721581,-0.051728514087250765,0.40162486243193063,0.2857858954750577,0.19882356297996504,0.1988234353363608,0.18,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,5.0899180328384325e-06,97.80008185709588,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,1.5,0.1309157418922786,0.04632694632166895,0.14908558335997674,0.13177095548301793,0.04665513486219959,0.1486098120949065,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.010710302077463776,0.046417463899793954,0.06915370958067986,held,0.0,False,3.8707978092134e-05,0.3173833853982942,0.2565421689198512,-0.031597489923236466,0.5,32.373520691774246,0.0054460352032552894,1.981907854606939e-09,1.137758565636006e-08,-1754.2225788019616,-0.06457440992965674,0.4016744554206741,0.2857858954750577,0.2857858954750577,0.2857162171952299,0.27,0.18000000000000005,False,True,81989.78106689453,6198.124722339112,21.005748963664374,5.094469101305427e-06,97.8564731114457,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,2.0,0.13920524514276897,0.046291771700799046,0.17224027025014527,0.1384157931161076,0.046919441898032106,0.17355571885306473,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.018841733482961018,0.0464120915250178,0.09236112962514527,Solve_Succeeded,0.022566541912965477,False,2.3416941985487938e-05,0.3296455381600362,0.31681796262555617,-0.006413787767240053,0.5,39.09175275743278,0.0023063238090872407,2.059024471764989e-09,1.1537337206140406e-08,-1767.1288683967,-0.0696686612981042,0.4017399997587981,0.32323175039279617,0.2857858954750577,0.2857858396456496,0.2857858396456496,0.031571679291299115,False,False,81981.87109375,6196.824988604601,21.00134410223131,5.100827521924447e-06,97.93752053118705,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,2.5,0.1466145510336259,0.046256348463400966,0.19537730689669813,0.14701008286528197,0.04690164539092737,0.1947157736097632,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.026049243248989412,0.046406280104025956,0.11556575294162001,held,0.0,False,3.333296626806259e-05,0.33656605504918147,0.31681796262555617,-0.013334304656385298,0.5,39.09175275743278,0.0023063238090872407,2.059024471764989e-09,1.1537337206140406e-08,-1784.5304649432185,-0.07652641994648524,0.4018206300465545,0.32323175039279617,0.32323175039279617,0.32320174702532833,0.32320174702532833,0.07483181475935752,False,False,81971.73309326172,6195.226102903411,20.995925400097143,5.108988544304435e-06,98.0436013681099,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,3.0,0.15323520641446706,0.04622058570353842,0.218496546346787,0.15480364969642407,0.04727975066023829,0.21578330468042625,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.03242502122928187,0.04639993873088216,0.13876733736241198,Solve_Succeeded,0.02335600007791072,False,2.5791930966079235e-05,0.35,0.3500000099386048,4.969302414004062e-09,0.5,469.13517713928655,-0.0018711135591953088,0.0018711035591973547,1.3462438230275674e-07,-1791.8909813035925,-0.07935265779470167,0.40191568368588926,0.3500000049693024,0.32323175039279617,0.323231726352733,0.323231726352733,5.995865480934448e-05,False,False,81959.38134765625,6193.341204448907,20.98953738670099,5.118949263914415e-06,98.17498491158355,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,3.5,0.1591492491557297,0.04618468334996631,0.2415978688945265,0.1588270144105998,0.046412092537847456,0.24202350794023583,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.03805174829839088,0.04639326733434132,0.16196566796679213,held,0.0,False,4.224991425871849e-05,0.3281547893246834,0.3500000099386048,0.021845215644618998,0.5,469.13517713928655,-0.0018711135591953088,0.0018711035591973547,1.3462438230275674e-07,-1805.2176108999722,-0.08452006824995939,0.40202462079258067,0.3500000049693024,0.3500000049693024,0.34997855700652647,0.34997855700652647,0.053493661307586926,False,False,81944.83013916016,6191.180999058791,20.98221634458463,5.130708596591662e-06,98.3318828579088,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,4.0,0.1644301890888202,0.046148521282595674,0.2646811747783911,0.16339097798767313,0.04596665869846322,0.26588834086055607,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.04300357729183804,0.046386145794314416,0.18516054977839108,Solve_Succeeded,0.022267375024966896,False,2.7041067369282246e-05,0.31577243537507554,0.34999976497754876,0.017113664801236605,0.5,48.75313050973006,0.0017340090277589426,1.5468647713671626e-09,9.453142988541632e-09,-1811.2990664357708,-0.08677480464669685,0.40214698367832524,0.33288610017631215,0.3500000049693024,0.34999998778421876,0.34999998778421876,4.286155538457681e-05,False,False,81928.09375,6188.754562618874,20.973993032370615,5.1442672562307214e-06,98.5144748175472,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
8,moderate,63,hybrid_blended_slack_mpc,4.5,0.16914388568007505,0.046112243692419216,0.2877463702476083,0.16822047224280595,0.046433899233968554,0.2863128878730222,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.04734701068007505,0.046378718301794214,0.20835179383159266,held,0.0,False,3.562506753951311e-05,0.3312399240715107,0.34999976497754876,0.0016461761048014445,0.5,48.75313050973006,0.0017340090277589426,1.5468647713671626e-09,9.453142988541632e-09,-1812.5663754036043,-0.08709303069349181,0.40228237351219553,0.33288610017631215,0.33288610017631215,0.3328998126017401,0.3328998126017401,-0.03420035036495728,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,5.159627735552023e-06,98.722923008386,1.0180238115686702,1.1476776606578871,0.8786749505372946,1.0021150448890466,0.07013268800964144,0.5,0.0011028593964723177,0.0004317192519537778,0.0012412082361867287,-0.020315401459835056,0.04644377946404173,-0.0004817541018459792,-1592.455564172357,False
