tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
moderate,3,58,slack_oracle,0.0,0.09775050823091436,0.04722071719658734,0.07080198029652558,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.02224949176908564,0.04723591983330609,-0.00919801970347442,0.0,0.1800000099875174,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,1.0,0.12083216044407931,0.04721752985264053,0.11802133498304988,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.000740425190307023,0.047278054754984276,0.03805167677992488,0.12488694488359586,0.35000000998717873,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,2.0,0.1393517760021582,0.0472119698201239,0.16523634200256965,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.01898826434235025,0.047332289644342655,0.08535720137756965,0.28107406374052313,0.35000000998674957,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,3.0,0.15420832462589318,0.04720483028685651,0.21244484942467734,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.03339813944070799,0.04738418331420025,0.13271564044030232,0.3288960102531878,0.35000000998616954,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,4.0,0.16612421334853888,0.04719688448588451,0.25964576267611245,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.04469760155155672,0.04743450899760325,0.18012513767611243,0.34353830972672167,0.3500000099853679,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,5.0,0.17567959570056785,0.04718842206613292,0.3068384515412895,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.053471948238290753,0.04748355634347668,0.22758430115066453,0.34802154283382997,0.3500000099842172,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,6.0,0.1833402238944535,0.0471795724008526,0.3540224745499222,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.06019207574630536,0.047531454725071344,0.2750919276749222,0.3493942356352445,0.3500000099824861,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,7.0,0.18947995730296832,0.047170406014981105,0.4011974836370289,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.0652369874812948,0.04757827466732486,0.3226469074651539,0.3498145317647897,0.3500000099797241,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,8.0,0.19439887590852184,0.04716096761932995,0.44836318620580856,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.06891190745859044,0.047624060881048695,0.37024818620580857,0.3499432195776805,0.3500000099750188,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,False
moderate,3,58,slack_oracle,9.0,0.19833783360994023,0.047151287789811015,0.49551932652981967,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.07146283360994024,0.047668843942154766,0.41789474645169467,0.34998262168228483,0.3500000099667314,0.0,False,False,oracle_solution,0.0,False,0.796034526618957,True
