time_s,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,heating_proxy,alpha_ref_rad,theta_ref_rad,q_ref_radps,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,flap_min_rad,flap_max_rad,flap_rate_min_radps,flap_rate_max_radps,dynamic_pressure_limit_pa,heating_proxy_limit,dynamic_pressure_limit_exceeded,heating_proxy_limit_exceeded
9.5,81603.85626220703,6146.305496334782,20.830131062815237,5.318273253696521e-06,100.45439382729961,535460885.43963057,0.12762142061042525,0.07735904174804688,-0.0005445019531249984,0.057621420610425245,0.19762142061042526,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
10.0,81562.01171875,6141.139840938384,20.81262440308339,5.353481755073825e-06,100.94953086698972,535877008.30125445,0.12840192043895748,0.077080078125,-0.0005712573242187546,0.05840192043895748,0.1984019204389575,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
10.5,81518.16766357422,6135.773479526905,20.794437540813334,5.390622759577298e-06,101.47231787552808,536324237.7063232,0.12921585648148148,0.07678778442382812,-0.000597822265625006,0.05921585648148148,0.1992158564814815,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
11.0,81472.33837890625,6130.2097602705635,20.7755818231183,5.429720952050817e-06,102.02302244159293,536802785.8080628,0.13006258573388202,0.076482255859375,-0.0006241967773437523,0.06006258573388201,0.20006258573388203,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
11.5,81424.53814697266,6124.451914042717,20.75606819958672,5.470802778892512e-06,102.60192794281308,537312837.4693285,0.1309414651920439,0.07616358764648437,-0.0006503808593749938,0.06094146519204388,0.2009414651920439,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
12.0,81374.78125,6118.5030649893715,20.735907258102767,5.5138964672213355e-06,103.20933395739617,537854553.0838448,0.13185185185185186,0.075831875,-0.0006763745117187442,0.06185185185185185,0.20185185185185187,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
12.5,81323.08197021484,6112.36623971472,20.715109255976643,5.559032046345558e-06,103.84555664613512,538428071.021068,0.13279310270919067,0.07548721313476563,-0.0007021777343750035,0.06279310270919067,0.20279310270919068,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
13.0,81269.45458984375,6106.044375314271,20.693684147169208,5.606241371530204e-06,104.51092911226299,539033509.7561152,0.13376457475994513,0.075129697265625,-0.000727790527343744,0.06376457475994513,0.20376457475994514,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
13.5,81213.91339111328,6099.540326440656,20.671641606238378,5.655558150063726e-06,105.20580174512072,539670969.7340108,0.134765625,0.07475942260742188,-0.0007532128906250074,0.064765625,0.204765625,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
14.0,81156.47265625,6092.856871551574,20.64899104951369,5.707017969628437e-06,105.93054255246136,540340535.0081594,0.13579561042524005,0.074376484375,-0.0007784448242187519,0.06579561042524004,0.20579561042524006,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
14.5,81097.14666748047,6085.996718461531,20.625741653911437,5.760658328982579e-06,106.68553748531284,541042274.6856389,0.13685388803155007,0.07398097778320313,-0.0008034863281249915,0.06685388803155007,0.20685388803155008,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
15.0,81035.94970703125,6078.962509297259,20.60190237372883,5.816518670965794e-06,107.47119075862324,541776244.2061815,0.13793981481481482,0.073572998046875,-0.000828337402343754,0.06793981481481481,0.20793981481481483,-0.08,0.08,-0.35,0.35,-0.18,0.18,8500.0,250000000.0,False,True
