scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,predicted_min_alpha_margin_rad,predicted_max_alpha_slack_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
1,stress,10056,governed_safety_nmpc,0.0,0.05922336186556003,0.043676581488976164,0.09142326199386355,0.058340103987863774,0.0453908967276056,0.08996989635600801,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.06077663813443997,0.04369178412569492,0.011423261993863551,Solve_Succeeded,0.022351791965775192,False,1.1573352173100182,0.008340103987863785,0.0016598860121875745,-71.2782834677715,-0.0012144466074101177,0.4015798869488264,0.014618550795278861,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,4.648283533972384e-06,89.34000952294922,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,0.5,0.07373396962185239,0.04367504658616719,0.11326117796983277,0.07247080252045068,0.042285495736722294,0.11526208724507982,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.04628907135894322,0.04370538838304219,0.03326877928819215,Solve_Succeeded,0.020069749967660755,False,1.1573352173100182,0.02244776153965508,1.3667108585783714e-08,-82.01533353777688,-0.005908465054711785,0.40159248685423254,0.02825334663432405,0.0,0.0,0.0,0.0,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,4.649119360722666e-06,89.34887232847827,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,1.0,0.08673229262821393,0.04367330832900047,0.13509827472296732,0.08094742366278204,0.04269970713250639,0.14101853172141435,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.03335944262555836,0.043733833231344214,0.05512861651984231,Solve_Succeeded,0.019823500013444573,False,1.1573352173100182,0.030855688409009763,1.1255404125837301e-08,-94.1018756751317,-0.011188887785168558,0.40162486243193063,0.047632020696372054,0.014618550795278861,0.007786366595422302,0.007786366595422302,0.015572733190844604,False,False,81995.44873046875,6199.108143368448,21.00908182581111,4.651620758689541e-06,89.37843164329091,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,1.5,0.09837575614637452,0.04367133852497636,0.15693444362648773,0.09978430285832886,0.044568078396092406,0.16204986005882838,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,-0.02182968366844029,0.04376185610310136,0.07700256984719085,Solve_Succeeded,0.01944975001970306,False,1.1573352173100182,0.04235796020776145,7.265101678412692e-09,-106.1866442268688,-0.016460998064133283,0.4016744554206741,0.08507472059469946,0.02825334663432405,0.018687817219074195,0.018687817219074195,0.021802901247303788,False,False,81989.78106689453,6198.124722339112,21.005748963664374,4.655779930687736e-06,89.42996699762271,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,2.0,0.10880538030795588,0.043669136134576764,0.17876956873515237,0.11260842994292858,0.04289582827095479,0.1848421685989493,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.011558131351852075,0.04378945595879552,0.09889042811015238,Solve_Succeeded,0.019324249995406717,False,1.1573352173100182,0.0398151501234536,4.510131524406994e-09,-118.82753301901477,-0.021964274843059163,0.4017399997587981,0.12128808698989245,0.047632020696372054,0.03410454232697768,0.03410454232697768,0.030833450215806975,False,False,81981.87109375,6196.824988604601,21.00134410223131,4.661590822170289e-06,89.5040353534734,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,2.5,0.11814749261577835,0.04366668907526135,0.20060353081379528,0.11772841385820856,0.04492689908178504,0.19926987478271044,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,-0.0024178151688581256,0.04381662071588634,0.12079197685871716,Solve_Succeeded,0.020085499971173704,False,1.1573352173100182,0.03316099624127,4.7643205716043844e-09,-134.4200515660545,-0.02873823417288015,0.4018206300465545,0.16198154151289426,0.08507472059469946,0.061253094805564054,0.061253094805564054,0.05429710495717274,False,False,81971.73309326172,6195.226102903411,20.995925400097143,4.6690490918064524e-06,89.60098147715279,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,3.0,0.12651524432123173,0.043663937457082594,0.22243619262570588,0.1265862266361116,0.04444379062671967,0.2265968040943497,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.0057050591360465475,0.04384329048442634,0.1427069836413309,Solve_Succeeded,0.019954125047661364,False,1.1573352173100182,0.03013588004380599,4.743469900928469e-09,-150.87916279248927,-0.035865696705465216,0.40191568368588926,0.20142041756663887,0.12128808698989245,0.09322989361734918,0.09322989361734918,0.06395359762357025,False,False,81959.38134765625,6193.341204448907,20.98953738670099,4.678152085176944e-06,89.72105146928808,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,3.5,0.134009981904385,0.0436608631826571,0.24426739742982043,0.13521455873008584,0.04347797328029816,0.24755801708548128,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.01291248104704619,0.04386944716703211,0.16463519650208605,Solve_Succeeded,0.01958874997217208,False,1.1573352173100182,0.028327994367625925,5.286009461464992e-09,-168.23946544247417,-0.043354689513684555,0.40202462079258067,0.2380302910452196,0.16198154151289426,0.1298494971643023,0.1298494971643023,0.07323920709390624,False,False,81944.83013916016,6191.180999058791,20.98221634458463,4.688898811477232e-06,89.86443879682729,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,4.0,0.1407224862927131,0.043657447544463726,0.26609697927714465,0.13791767723130396,0.04461446730509601,0.28290295089521883,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.019295874495730947,0.04389507205618247,0.18657635427714464,Solve_Succeeded,0.01939408399630338,False,1.1573352173100182,0.02500328789992684,6.180009214831707e-09,-185.58639359629933,-0.05080076414632412,0.40214698367832524,0.27411508627037134,0.20142041756663887,0.16797074677574514,0.16797074677574514,0.07624249922288567,False,False,81928.09375,6188.754562618874,20.973993032370615,4.7012899231277836e-06,90.03130760381869,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
1,stress,10056,governed_safety_nmpc,4.5,0.1467340777158881,0.04365369019928326,0.287924767450021,0.15104497965307923,0.04345463551804151,0.28579485624390905,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.02493720271588809,0.043920164808658256,0.20853019103400536,Solve_Succeeded,0.019860582950059325,False,1.1573352173100182,0.021372074013936787,1.3494706028698077e-08,-202.25766370448173,-0.05791150649204757,0.40228237351219553,0.311024426661443,0.2380302910452196,0.2052869830312925,0.2052869830312925,0.07463247251109473,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,4.7153276981987e-06,90.22180613942601,0.9303608946512464,0.8454174308359381,1.2293875720674339,0.6485713174581409,0.6573352173100183,1.0,0.003974919790454923,0.001090421166685319,0.006246505115645126,-0.06077663813443997,0.04369178412569492,0.011423261993863554,-68.50071747811049,False
