tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
stress,25,10080,slack_oracle,0.0,0.05042016101139636,0.05552444118612916,0.09929752497859846,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.06957983898860363,0.055539643822847914,0.019297524978598463,21.012104371718653,82000.0,96.02726214802813,0.0,0.18000000953311832,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,1.0,0.09030276889780448,0.05552248231238861,0.15482133564093853,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.02978896635596781,0.05558300721473236,0.07485167743781353,21.00908182581111,81995.44873046875,96.0685602298398,0.13131468978133803,0.35000000952530624,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,2.0,0.12230634132859608,0.05551751138678656,0.2103417056302562,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.0019428296687881291,0.055637831211005316,0.13046256500525621,21.00134410223131,81981.87109375,96.20356559270985,0.29085131978706213,0.35000000951557847,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,3.0,0.1479843993002385,0.05551066875886454,0.2658559495926795,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.027174214115053302,0.055690021786208285,0.18612674060830448,20.98953738670099,81959.38134765625,96.436825736233,0.3340018277388057,0.3500000095030918,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,4.0,0.16858491434018583,0.05550273624397941,0.32136273627890755,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.04715830254320366,0.05574036075569815,0.24184211127890753,20.973993032370615,81928.09375,96.77030507346042,0.3456729175398102,0.3500000094866906,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,5.0,0.18510979339445732,0.055494028055000956,0.37686117543937836,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.06290214593218023,0.05578916233234472,0.29760702504875336,20.95494384003998,81888.12255859375,97.20537020188468,0.34882964368740177,0.3500000094648423,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,False
stress,25,10080,slack_oracle,6.0,0.19836327420472671,0.05548470934771095,0.43235058713984303,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.07521512605657857,0.0558365916719297,0.353420040264843,20.932572348428415,81839.58203125,97.74323405265748,0.349683455969934,0.35000000943633425,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
stress,25,10080,slack_oracle,7.0,0.20899088916700997,0.05547488695968047,0.4878304191582973,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.08474791934533646,0.05588275561202422,0.4092798429864223,20.907030470688255,81782.58642578125,98.38513610383856,0.3499143899590342,0.35000000940055415,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
stress,25,10080,slack_oracle,8.0,0.2175107723275457,0.055464637608118,0.543300208541835,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.0920238038776143,0.05592773086983674,0.46518520854183504,20.878449470932924,81717.25,99.13243363161222,0.34997685156907304,0.3500000093567148,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
stress,25,10080,slack_oracle,9.0,0.2243387970457446,0.05545401840569461,0.5987595583631767,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.09746379704574462,0.05597157455803836,0.5211349782850517,20.84694573386822,81643.68701171875,99.98665450606008,0.3499937457776239,0.3500000093035919,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
stress,25,10080,slack_oracle,10.0,0.2298087553827726,0.05544307198807647,0.6542081211614598,0.12840192043895748,-0.0005712573242187546,0.077080078125,0.05840192043895748,0.1984019204389575,-0.08,0.08,0.10140683494381511,0.056014329312295226,0.5771280430364598,20.81262440308339,81562.01171875,100.94953086698972,0.3499983151827676,0.3500000092394407,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
stress,25,10080,slack_oracle,11.0,0.2341885559216307,0.05543182970740635,0.7096455862263109,0.13006258573388202,-0.0006241967773437523,0.076482255859375,0.06006258573388201,0.20006258573388203,-0.08,0.08,0.10412597018774869,0.0560560264847501,0.633163330366936,20.7755818231183,81472.33837890625,102.02302244159293,0.3499995510411827,0.3500000091618501,0.0,False,False,oracle_solution,0.0,False,0.6206061003656484,True
