scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,predicted_residual_alpha_dot,predicted_residual_q_dot,predicted_residual_theta_dot,solver_status,solve_time_s,objective_value,solver_failure,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
6,moderate,61,learned_residual_nmpc,0.0,0.09056359277462328,0.04989731443502372,0.08418602768869962,0.08886654416627908,0.04839528942185934,0.08479873429562797,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.029436407225376715,0.04991251707174247,0.00418602768869962,-1.7975270794404197e-12,2.905025212385226e-05,4.111914975180042e-11,Solve_Succeeded,0.03660658304579556,3384.780787002946,False,321.45803714920226,-0.018675144903517432,0.4015798869488264,0.35000000987157104,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,4.807919565392055e-06,92.4082140468353,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,0.5,0.10475690776997736,0.04990360552699416,0.10913626899063283,0.10137531278756123,0.04737400436083457,0.10951410873870604,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.015266133210818253,0.04993394732386916,0.02914387030899221,-1.7975270794404197e-12,2.905025212385226e-05,4.111914975180042e-11,not_applicable,0.0,,False,307.8950314346442,-0.024406033457778982,0.40159248685423254,0.35000000987157104,0.0,0.0,0.0,0.0,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,4.8087840969458185e-06,92.41738122775185,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,1.0,0.11747468136207531,0.04990963970210304,0.1340895904342742,0.11999362183814916,0.04856038540181773,0.13376345525563044,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.0026170538916969743,0.04997016460444679,0.054119932231149206,-1.7975270794404197e-12,2.905025212385226e-05,4.111914975180042e-11,not_applicable,0.0,,False,270.132812549602,-0.04035382227051484,0.40162486243193063,0.35000000987157104,0.35000000987157104,0.33700691624574913,0.09,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,4.811371400439221e-06,92.44795569830396,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,1.5,0.12887037582855485,0.04991493146157171,0.15904574231054264,0.13719365364300737,0.04846854191032804,0.15875395604310855,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.008664936013740035,0.05000544903969671,0.07911386853124576,-1.7975270794404197e-12,2.905025212385226e-05,4.111914975180042e-11,not_applicable,0.0,,False,233.57355839511996,-0.0557692315431624,0.4016744554206741,0.35000000987157104,0.35000000987157104,0.3495176656509771,0.18,0.18,False,True,81989.78106689453,6198.124722339112,21.005748963664374,4.815673410908204e-06,92.50126093164232,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,2.0,0.13908136057059114,0.04991950351241825,0.18400435919915686,0.14261088503415398,0.05097917221463371,0.1849341977591489,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.018717848910783194,0.05003982333663701,0.10412521857415687,1.2451112189892921e-11,3.999303953605704e-05,-2.496407421059832e-11,Solve_Succeeded,0.04299429198727012,22200.62302947515,False,198.05720382889382,-0.07070892456057937,0.4017399997587981,0.35000000998928765,0.35000000987157104,0.3499821037474531,0.27,0.18000000000000005,False,True,81981.87109375,6196.824988604601,21.00134410223131,4.821683865874462e-06,92.57787301751623,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,2.5,0.14823070580814543,0.04992337550482374,0.2089650862573001,0.15067929456088977,0.04934381935554225,0.20903341350696278,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.027665398023508952,0.05007330714544873,0.12915353230222198,1.2451112189892921e-11,3.999303953605704e-05,-2.496407421059832e-11,not_applicable,0.0,,False,166.29072130043295,-0.08402153240779461,0.4018206300465545,0.35000000998928765,0.35000000987157104,0.3499993451403122,0.3499993451403122,0.1599986902806244,False,False,81971.73309326172,6195.226102903411,20.995925400097143,4.829398274912896e-06,92.6781485625471,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,3.0,0.1564286844388111,0.04992662135749028,0.23392759202380561,0.15478144895329565,0.05107208476786676,0.23422085933596767,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.035618499253625924,0.05010597438483402,0.15419838303943062,1.2451112189892921e-11,3.999303953605704e-05,-2.496407421059832e-11,not_applicable,0.0,,False,158.15108936216703,-0.0873352358405009,0.40191568368588926,0.35000000998928765,0.35000000998928765,0.34999998530801696,0.34999998530801696,1.2803354094703678e-06,False,False,81959.38134765625,6193.341204448907,20.98953738670099,4.838813892443485e-06,92.80234211919753,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,3.5,0.16377421356175678,0.04992971264311041,0.2588916814010062,0.16008886103065245,0.050618517744726976,0.25841901084402946,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.04267671270441796,0.050138296627485424,0.17925948047327184,1.2451112189892921e-11,3.999303953605704e-05,-2.496407421059832e-11,not_applicable,0.0,,False,150.75355410282438,-0.0903046973158649,0.40202462079258067,0.35000000998928765,0.35000000998928765,0.3500000090730418,0.35,2.9383966038132314e-08,False,False,81944.83013916016,6191.180999058791,20.98221634458463,4.849929693634492e-06,92.95065379865223,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,4.0,0.17035601945750772,0.049932663340934595,0.283857280670866,0.1705721776109807,0.04939100523789593,0.2840205712136241,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.04892940766052556,0.05017028785265334,0.204336655670866,9.197383826764494e-11,4.7700697905384004e-05,-6.603524671522365e-11,Solve_Succeeded,0.03703483403660357,8751.190929425637,False,144.01065793462746,-0.092965770886907,0.40214698367832524,0.3500000098756376,0.35000000998928765,0.35000000995527375,0.35,0.0,False,False,81928.09375,6188.754562618874,20.973993032370615,4.862746353312464e-06,93.12325338215955,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
6,moderate,61,learned_residual_nmpc,4.5,0.17625359238078322,0.04993548577305667,0.3088243226831486,0.168481622554551,0.050567239402894114,0.308003273598487,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.054456717380783226,0.050201960382431667,0.22942974626713294,9.197383826764494e-11,4.7700697905384004e-05,-6.603524671522365e-11,not_applicable,0.0,,False,137.84453361276195,-0.09535052739384771,0.40228237351219553,0.3500000098756376,0.35000000998928765,0.35000000998802494,0.35,0.0,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,4.877266227783278e-06,93.32029421020523,0.9623122848632923,1.08158068545768,1.068457241400226,1.0836619346162633,0.15181347760620825,1.0,0.002994278568569675,0.0014215992020767117,0.0005768931239277049,-0.029436407225376708,0.04991251707174247,0.004186027688699627,365.6368989117598,False
