tier,scenario_id,seed,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,controller,solver_status,solve_time_s,oracle_feasible,oracle_near_feasible,oracle_max_alpha_miss_rad,oracle_max_q_miss_radps,oracle_alpha_violation_duration_s,first_alpha_violation_time_s,first_alpha_violation_side,actuator_tau_prediction_s,predicted_max_alpha_slack_rad,predicted_max_q_slack_radps,objective_value,trajectory_csv,metrics_json
stress,9,10064,1.281899664862359,1.0562693030570327,1.032465990952283,0.8263156380567156,0.3503435486143336,0.5,0.0039973642229913595,0.0017128917307545973,0.0028295231143715465,-0.018142358005888995,0.056068559117104726,-0.03378990511339164,1788.0146016570297,truth_consistent_slack_oracle,Solve_Succeeded,0.22559958300553262,False,False,0.044617101636728246,0.0,29.0,5.0,high,0.6003435486143336,0.04461709163672849,5.91362867094441e-07,3560243.9909813395,outputs/phase23_feasibility_ceiling_audit/stress/scenario_009/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_009/oracle_metrics.json
stress,10,10065,0.8110666888451326,0.7751155988563968,0.9953390168674571,0.9949907062933526,0.11269204387241392,0.5,0.00252912219966367,0.00298605263509644,0.007259643633483265,-0.00880268662044514,0.04432937602642151,0.01685082277701181,-6452.231293970599,truth_consistent_slack_oracle,Solve_Succeeded,0.10870537499431521,True,True,0.0,0.0,0.0,,none,0.5,2.8376072165291275e-09,1.8555939177172738e-08,103.57239136353422,outputs/phase23_feasibility_ceiling_audit/stress/scenario_010/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_010/oracle_metrics.json
stress,11,10066,0.8553067223387508,0.9882873711081437,1.2051754055603177,1.2398431906970213,0.2359434754068803,1.5,0.005618080174128979,0.0024591399973336293,0.0066085331808780545,-0.0048269381253235565,0.031643640441132125,0.007538369299854642,-3289.503656277946,truth_consistent_slack_oracle,Solve_Succeeded,0.1411438339855522,False,True,0.020428376748032218,0.0,5.0,36.0,low,0.9859434754068803,0.02042836674803272,3.645030982847441e-07,114314.04956947922,outputs/phase23_feasibility_ceiling_audit/stress/scenario_011/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_011/oracle_metrics.json
stress,12,10067,1.0723277043759831,1.0812466313241433,0.9873133160902805,0.966772287404146,0.4038597981810853,1.0,0.004263687269015818,0.00123702779198544,0.004575311190917361,-0.007738486820527819,0.024954649928887067,-0.02634981112409618,1735.942860410549,truth_consistent_slack_oracle,Solve_Succeeded,0.1463810830609873,False,True,0.018517019812366795,0.0,6.0,35.0,low,0.9038597981810853,0.018517009812367355,3.785364377479469e-07,106774.8678527186,outputs/phase23_feasibility_ceiling_audit/stress/scenario_012/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_012/oracle_metrics.json
stress,13,10068,1.2006462829456708,0.9613224971500165,1.1284879647047508,0.7151193717774024,0.502395195496711,1.0,0.007003261604978748,0.0016943408619693593,0.0033503407387038774,-0.051250918977091116,0.04409770019211704,-0.03768124639159759,1454.9875102322935,truth_consistent_slack_oracle,Solve_Succeeded,0.11493699997663498,True,True,0.0,0.0,0.0,,none,1.002395195496711,4.411604860986223e-09,1.9917423205775125e-08,128.39224088777897,outputs/phase23_feasibility_ceiling_audit/stress/scenario_013/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_013/oracle_metrics.json
stress,14,10069,1.2737712412059983,0.991930242305281,0.875955090285284,0.8339861844328854,0.15509073258232495,1.5,0.0026532375258074086,0.0033694965161910713,0.0029822781378220616,-0.018310600697873786,0.0334655900341603,-0.015277803051998141,5033.200002175625,truth_consistent_slack_oracle,Solve_Succeeded,0.11553774995263666,True,True,0.0,0.0,0.0,,none,0.905090732582325,2.5318780996571874e-09,1.3624818434258578e-08,34.44823630019427,outputs/phase23_feasibility_ceiling_audit/stress/scenario_014/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_014/oracle_metrics.json
stress,15,10070,0.7718053707541909,1.29493930367975,1.0280508755693276,0.7477313354229682,0.22725038603003705,1.5,0.007973125008183021,0.0011806461663212452,0.0021474539217320567,-0.01175668616160409,0.02838896777635856,0.007283253100302711,4227.261075079509,truth_consistent_slack_oracle,Solve_Succeeded,0.11266562505625188,True,True,0.0,0.0,0.0,,none,0.977250386030037,2.7166686060820794e-09,1.8169189214542427e-08,52.430222502448736,outputs/phase23_feasibility_ceiling_audit/stress/scenario_015/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_015/oracle_metrics.json
stress,16,10071,0.9683592595680253,1.1081434491104205,0.7837488005866554,1.0560317329961957,0.622374859185464,1.0,0.0034788344784023838,0.0010191417944940785,0.0033566484293072996,-0.025577056233660658,0.05328996632516592,-0.04788197490879479,-2388.0333524534763,truth_consistent_slack_oracle,Solve_Succeeded,0.18564679205883294,False,False,0.02611029751214483,0.0,18.0,6.0,high,1.1223748591854639,0.02611028751214525,2.3473818478248266e-07,810242.8366532732,outputs/phase23_feasibility_ceiling_audit/stress/scenario_016/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_016/oracle_metrics.json
stress,17,10072,0.8755295136153882,1.1674382533539729,0.601755866814456,0.8705304857647,0.5088030678522094,0.5,0.00316924769798907,0.0030747975409321235,0.004035004019839749,-0.008921181859440304,0.023609889607331222,0.004686267589004223,136.40725027485112,truth_consistent_slack_oracle,Solve_Succeeded,0.16540933307260275,False,False,0.03522550478354833,0.0,11.0,30.0,low,0.7588030678522094,0.03522549478354863,7.572382518265378e-07,607676.3656245437,outputs/phase23_feasibility_ceiling_audit/stress/scenario_017/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_017/oracle_metrics.json
stress,18,10073,1.2289362146249683,0.8904853002843562,1.0901480230629623,0.7782260897764129,0.6605211926672429,0.5,0.006724353335653904,0.0009819205024587721,0.00742218125894552,-0.05130484444300084,0.06384102098690674,-0.0024916553066323902,-4094.7255962242434,truth_consistent_slack_oracle,Solve_Succeeded,0.21720695798285306,False,False,0.06676388814197326,0.0,31.0,4.0,high,0.9105211926672429,0.0667638781419735,4.1341103974145543e-07,8193186.438824627,outputs/phase23_feasibility_ceiling_audit/stress/scenario_018/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_018/oracle_metrics.json
stress,19,10074,1.1686194740754903,1.197072184874164,1.315775439579345,1.3899363884744338,0.2764832856885641,0.5,0.005223174260304792,0.002174959482399838,0.0036267500384379574,-0.007336838052661127,0.03820168258892452,-0.00913228959287995,-4049.2724666509357,truth_consistent_slack_oracle,Solve_Succeeded,0.11713079200126231,True,True,0.0,0.0,0.0,,none,0.5264832856885642,2.6348399094017782e-09,1.3727784744996097e-08,74.52326335688389,outputs/phase23_feasibility_ceiling_audit/stress/scenario_019/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_019/oracle_metrics.json
stress,20,10075,0.8812884936376777,1.2239901007926093,1.1159296458891712,1.2855229697843973,0.5854907118510863,1.5,0.003226207014192266,0.0018704968294441955,0.005177701407803485,-0.069892627574243,0.04375493692839475,-0.03449184005786885,2659.5947786226443,truth_consistent_slack_oracle,Solve_Succeeded,0.111177375074476,True,True,0.0,0.0,0.0,,none,1.3354907118510861,3.206305966992077e-09,2.317424495130095e-08,136.01965549450185,outputs/phase23_feasibility_ceiling_audit/stress/scenario_020/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_020/oracle_metrics.json
stress,21,10076,1.095706586646958,1.051509144371917,1.0249693040876564,1.2164245040936432,0.4876262972470093,1.5,0.0014391897054722171,0.0029891643613186372,0.006249209971339932,-0.030746906209156436,0.05763738298838999,-0.011072584105835503,2782.028912690412,truth_consistent_slack_oracle,Solve_Succeeded,0.22237404203042388,False,False,0.05262259471961475,0.0,33.0,5.0,high,1.2376262972470093,0.052622584719760834,8.233321745243233e-07,5575821.294811899,outputs/phase23_feasibility_ceiling_audit/stress/scenario_021/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_021/oracle_metrics.json
stress,22,10077,0.9552074929670727,0.7479706285519162,0.8930510953330396,1.2918532680312296,0.1444616208536915,1.0,0.004001203782674152,0.0009045231331410499,0.004723597453121965,-0.03127441036035443,0.06240095803358317,-0.007822714576914703,5215.6779022646915,truth_consistent_slack_oracle,Solve_Succeeded,0.2062098749447614,False,False,0.07820311167877161,0.0,37.0,4.0,high,0.6444616208536915,0.07820310167877166,1.6546664983773325e-06,16591429.768120842,outputs/phase23_feasibility_ceiling_audit/stress/scenario_022/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_022/oracle_metrics.json
stress,23,10078,1.0608583416625799,1.1443157773685213,1.2343940864997367,0.9462675180401711,0.5747736721148857,1.0,0.006694972358792541,0.0023749578871333976,0.00789599313011026,-0.030545782601063387,0.05803086862416189,-0.041761717027675706,4900.988485966242,truth_consistent_slack_oracle,Solve_Succeeded,0.22138624999206513,False,False,0.05823335754776138,0.0,37.0,4.0,high,1.0747736721148857,0.058233347547761466,1.367663640009912e-06,7822902.686082554,outputs/phase23_feasibility_ceiling_audit/stress/scenario_023/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_023/oracle_metrics.json
stress,24,10079,0.8245741425196464,1.119409789340177,0.8514195738511041,0.8169376489088912,0.37690347448805994,1.5,0.003099367871872374,0.0029187517149968454,0.004646544945171574,-0.02437853260458742,0.06311124912565717,-0.004480442747276381,6315.351539672236,truth_consistent_slack_oracle,Solve_Succeeded,0.19686749996617436,False,False,0.08379213654383913,0.0,37.0,4.0,high,1.12690347448806,0.08379212654383922,1.7916777281145896e-06,20274236.722245224,outputs/phase23_feasibility_ceiling_audit/stress/scenario_024/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_024/oracle_metrics.json
stress,25,10080,0.8407982401158711,0.9167424601577376,0.9337384378516862,1.1934744911188138,0.37060610036564845,0.5,0.007154170478902929,0.0022332901865596776,0.004489132843702663,-0.06957983898860363,0.055539643822847914,0.01929752497859846,6174.223173044991,truth_consistent_slack_oracle,Solve_Succeeded,0.21436462504789233,False,False,0.048859612743232056,0.0,35.0,6.0,high,0.6206061003656484,0.04885960274323223,1.2510131719828765e-06,5269274.389045704,outputs/phase23_feasibility_ceiling_audit/stress/scenario_025/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_025/oracle_metrics.json
stress,26,10081,1.2080646950938145,1.1905295787216925,0.625725032661163,1.177637957583433,0.19882742693306846,1.5,0.0034748622284410005,0.0038156995766484196,0.006839475428014536,-0.009283123188411502,0.05233062942494008,-0.013873133743669608,-6455.619350209719,truth_consistent_slack_oracle,Solve_Succeeded,0.17057166702579707,False,True,0.01808258970089402,0.0,13.0,6.0,high,0.9488274269330684,0.01808257970089423,2.0712731677148077e-07,295534.10530429933,outputs/phase23_feasibility_ceiling_audit/stress/scenario_026/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_026/oracle_metrics.json
stress,27,10082,1.0463638868028173,1.0303046107625784,1.0018624335599065,0.9250169208158904,0.4954593936389574,1.0,0.0018735386120460247,0.003519651040181559,0.003353074591719383,-0.05470399900834917,0.022576599382230743,-0.03353036199620355,-1959.08520922275,truth_consistent_slack_oracle,Solve_Succeeded,0.18360049999319017,False,False,0.05290431765517033,0.0,15.0,26.0,low,0.9954593936389574,0.05290430765517046,5.708290448588343e-07,1796877.8976389961,outputs/phase23_feasibility_ceiling_audit/stress/scenario_027/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_027/oracle_metrics.json
stress,28,10083,0.9414267420532418,1.0886835044713135,1.311983112619897,0.7630708861620805,0.13987239840286533,1.0,0.0012868352321833288,0.002322933956244203,0.004786829380271123,-0.055180638364394005,0.032681881321233945,0.03845647404818159,1166.6600286802363,truth_consistent_slack_oracle,Solve_Succeeded,0.11310883401893079,True,True,0.0,0.0,0.0,,none,0.6398723984028654,2.2125448911241215e-09,1.798582411039952e-08,56.53390837076951,outputs/phase23_feasibility_ceiling_audit/stress/scenario_028/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_028/oracle_metrics.json
stress,29,10084,0.7226008916475201,1.2334865462077331,0.6316720031356039,1.362030763758921,0.5872891189611414,1.0,0.00465879688241293,0.0036309150994771637,0.006927215628781542,-0.0022816826190450584,0.031931584730148975,-0.0053086773896627755,3198.0334754242203,truth_consistent_slack_oracle,Solve_Succeeded,0.11351033300161362,True,True,0.0,0.0,0.0,,none,1.0872891189611416,2.614127435300516e-09,1.7534292522831544e-08,41.31261231478932,outputs/phase23_feasibility_ceiling_audit/stress/scenario_029/oracle_trajectory.csv,outputs/phase23_feasibility_ceiling_audit/stress/scenario_029/oracle_metrics.json
