scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,nn_inference_time_s,total_loop_time_s,solver_failure,residual_gain,use_residual_model,use_tightened_corridor,predicted_residual_q_dot_first,predicted_residual_q_dot_mean,predicted_residual_q_dot_max_abs,residual_correction_abs,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
7,stress,10062,nominal_nmpc,0.0,0.09143520589628008,0.0686164851671086,0.11341671052271779,0.08969729518299184,0.0682100067248993,0.10672817657986662,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.028564794103719912,0.06863168780382735,0.03341671052271779,Solve_Succeeded,0.03844770899740979,0.0,0.06907254201360047,False,0.0,False,False,0.0,0.0,0.0,0.0,3407.188411169842,-0.01776657440899627,0.4015798869488264,0.3500000099926964,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,6.040132628938684e-06,116.0913491282015,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,0.5,0.11441574977697652,0.06868435825467183,0.14774194355823855,0.11383186613764439,0.06789240368449757,0.15428320833537318,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.005607291203819087,0.06871470005154683,0.06774954487659793,held,0.0,0.0,8.154200622811913e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3339.824895458139,-0.04042908755710939,0.40159248685423254,0.3500000099926964,0.3500000099926964,0.21638390346725656,0.09,0.18,False,True,81998.8598022461,6199.7501458924335,21.01125760388222,6.041218729730432e-06,116.10286574943785,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,1.0,0.13503432478593566,0.06875091187692846,0.1821007809932405,0.13439672797853286,0.06904473141769024,0.17537304276713866,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.014942589532163375,0.0688114367792722,0.1021311227901155,held,0.0,0.0,5.479203537106514e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3275.1355377439977,-0.062173080953145624,0.40162486243193063,0.3500000099926964,0.3500000099926964,0.29899068595470496,0.18,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,6.044469128585679e-06,116.14127609609248,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,1.5,0.15353635481554778,0.06881619658394696,0.21649257597288057,0.15579354000173562,0.06835757920134602,0.2203625309449714,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.03333091500073297,0.06890671416207196,0.13656070219358368,held,0.0,0.0,5.083298310637474e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3212.785892313292,-0.08309560277347708,0.4016744554206741,0.3500000099926964,0.3500000099926964,0.3305266754788112,0.27,0.18000000000000005,False,True,81989.78106689453,6198.124722339112,21.005748963664374,6.049873693585222e-06,116.20824283187106,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,2.0,0.17014172137126263,0.06888025654797275,0.25091670529740806,0.17101160507900764,0.06925281224760568,0.257135038784246,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.04977820971145468,0.06900057637219151,0.17103756467240805,Solve_Succeeded,0.03837812499841675,0.0,0.06961224996484816,False,0.0,False,False,0.0,0.0,0.0,0.0,3160.387774282888,-0.10062548317750758,0.4017399997587981,0.35000000998905795,0.3500000099926964,0.3425658640940517,0.3425658640940517,0.14513172818810338,False,False,81981.87109375,6196.824988604601,21.00134410223131,6.057424557251449e-06,116.30448969152923,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,2.5,0.18504745950269536,0.06894328845719176,0.28537260595928265,0.17670273098617156,0.06981086834029748,0.27982085412130936,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.06448215171805888,0.06909322009781675,0.20556105200420455,held,0.0,0.0,8.895801147446036e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3140.6682924756155,-0.10713250834957137,0.4018206300465545,0.35000000998905795,0.35000000998905795,0.34716194827056385,0.34716194827056385,0.009192168353024277,False,False,81971.73309326172,6195.226102903411,20.995925400097143,6.067116078316283e-06,116.43046467575843,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,False
7,stress,10062,nominal_nmpc,3.0,0.19843028271126684,0.06900594379054127,0.3198599269724146,0.19781658861940415,0.06913908079397828,0.31643394496443344,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.07762009752608165,0.06918529681788502,0.2401307179880396,held,0.0,0.0,5.758303450420499e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3123.8815534641603,-0.11261356264050251,0.40191568368588926,0.35000000998905795,0.35000000998905795,0.3489165507145511,0.3489165507145511,0.0035092048879744597,False,False,81959.38134765625,6193.341204448907,20.98953738670099,6.078944807539934e-06,116.58648757581439,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,nominal_nmpc,3.5,0.21044866207975182,0.06906827933052709,0.3543784943978899,0.21187534326016652,0.06768582369047756,0.3461674726657037,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.089351161222413,0.0692768633149021,0.2747462934701555,held,0.0,0.0,5.1042006816715e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3109.041947721557,-0.11739797856833703,0.40202462079258067,0.35000000998905795,0.35000000998905795,0.3495863882584714,0.3495863882584714,0.0013396750878406083,False,False,81944.83013916016,6191.180999058791,20.98221634458463,6.092909457438382e-06,116.77280978901761,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,nominal_nmpc,4.0,0.22124458360014854,0.06913033234715701,0.38892815779356193,0.21788157328362465,0.06854066702961088,0.39249377676571645,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.09981797180316637,0.06936795685887576,0.3094075327935619,Solve_Succeeded,0.03560549998655915,0.0,0.0638150839949958,False,0.0,False,False,0.0,0.0,0.0,0.0,3095.676156802353,-0.12164318539690314,0.40214698367832524,0.3500000099923323,0.35000000998905795,0.34984210563580825,0.34984210563580825,0.0005114347546737452,False,False,81928.09375,6188.754562618874,20.973993032370615,6.109010875788256e-06,116.98964460954748,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
7,stress,10062,nominal_nmpc,4.5,0.2309452585830621,0.06919213082227735,0.4235087830156478,0.23329677114752,0.06984740955340006,0.4258259384574753,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.10914838358306211,0.06945860543165235,0.3441142065996322,held,0.0,0.0,8.816696936264634e-05,False,0.0,False,False,0.0,0.0,0.0,0.0,3083.516955415165,-0.12543769174796704,0.40228237351219553,0.3500000099923323,0.3500000099923323,0.34993972837884724,0.34993972837884724,0.0001952454860779662,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,6.127252022788831e-06,117.23718467724717,1.2089415706681728,1.0388272811690047,1.3554360679161346,1.3044208428948538,0.5192310882170614,0.5,0.0026701265000948606,0.0005495050286051618,0.003951881981624145,-0.02856479410371991,0.06863168780382735,0.03341671052271779,3459.989578338532,True
