tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,velocity_mps,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,external_disturbance_moment_nm,corridor_violation
stress,8,10063,truth_consistent_slack_oracle,0.0,0.08314846636442541,0.036238848723218475,0.050038580070648875,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.036851533635574585,0.03625405135993723,-0.029961419929351127,21.012104371718653,82000.0,6200.0,80.0393032297472,0.0,-0.1496563582596284,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,1.0,0.0992174567124795,0.03615312696599932,0.0862345379810708,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.020874278541292784,0.03621365186834307,0.006264879777945792,21.00908182581111,81995.44873046875,6199.108143368448,80.0737254304743,-0.07999744268592829,-0.2551688439483333,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,2.0,0.11203641535268008,0.03606780721676487,0.12234495776207711,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.00832709630712787,0.03618812704098363,0.042465817137077116,21.00134410223131,81981.87109375,6196.824988604601,80.18625321617478,-0.17363371912392872,-0.3216124987448135,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,3.0,0.12224755571213353,0.035982941474980865,0.158370290799796,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.0014373705269483394,0.03616229450232461,0.078641081815421,20.98953738670099,81959.38134765625,6193.341204448907,80.38067695523841,-0.25273442743408653,-0.3499995627181877,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,4.0,0.13036622094680628,0.03589840337460941,0.1943109388735547,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.008939609149824113,0.03613602788632815,0.11479031387355469,20.973993032370615,81928.09375,6188.754562618874,80.658633997813,-0.3047266192508238,-0.3499998901858539,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,5.0,0.13680583495549128,0.03581400510988068,0.23016713720595555,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.01459818749321419,0.03610913938722444,0.15091298681533055,20.95494384003998,81888.12255859375,6183.133755185188,81.02126341116605,-0.32892703371331167,-0.34999990351471205,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,6.0,0.14189802775207636,0.03572961901924711,0.2659389508290824,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.01874987960392821,0.036081501343465855,0.18700840395408241,20.932572348428415,81839.58203125,6176.532643486048,81.46957618074143,-0.3401913442562759,-0.3499999144758337,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,7.0,0.14590886876203663,0.03564519841044149,0.30162636367674356,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.02166589894036311,0.03605306706278524,0.22307578750486856,20.907030470688255,81782.58642578125,6168.996052234287,82.00460541899129,-0.3454344260945278,-0.3499999234860545,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,8.0,0.14905186191455722,0.03556073190715037,0.3372293334359144,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.023564893464625813,0.03602382516886911,0.2591143334359144,20.878449470932924,81717.25,6160.562713271744,82.62748242381636,-0.3478748711257894,-0.34999993091533016,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
stress,8,10063,truth_consistent_slack_oracle,9.0,0.15149834675167143,0.035476222696765716,0.3727478149637079,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.024623346751671438,0.03599377884910947,0.2951232348855829,20.84694573386822,81643.68701171875,6151.266968002932,83.3394806841616,-0.3490108024734107,-0.349999937067527,0.0,False,False,oracle_solution,0.0,False,1.300390942773599,0.8335060423399854,0.7696806349912375,0.9305283352741281,1.2375055536530342,-2133.7130355660106,False
