controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,delta_flap_raw_rad,delta_flap_rad,delta_flap_rate_radps,flap_min_rad,flap_max_rad,flap_rate_min_radps,flap_rate_max_radps,flap_saturated,flap_rate_saturated,corridor_violation,alpha_error_rad,q_error_rad,theta_error_rad,pitching_moment_nm,cm,flap_effectiveness,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa
pid,92.5,0.011143126913174265,0.00299065024628584,0.16388187438673327,0.26349764920642377,-0.0023779589843750393,-0.08022079467773437,0.19349764920642376,0.3334976492064238,-0.08,0.08,-0.3502808788645943,-0.35,0.0,-0.35,0.35,-0.18,0.18,True,False,True,-0.2523545222932495,0.005368609230660879,0.24410266906446765,3633.4117377347648,0.08118006341070345,0.6824084562523166,57966.880798339844,3977.092509946549,13.478561760480225,0.00022106697715558395,1748.337461714165
pid,93.0,0.011415922540560158,0.0030632781405946032,0.16539535985730178,0.26276049492862513,-0.0023731030273437537,-0.08140858398437502,0.19276049492862513,0.33276049492862514,-0.08,0.08,-0.3482403900352181,-0.3482403900352181,0.0035192199295637216,-0.35,0.35,-0.18,0.18,False,False,True,-0.25134457238806496,0.0054363811679383565,0.2468039438416768,3700.819310560018,0.08099027669332333,0.6848036218182828,57788.71240234375,3962.4586325442483,13.428966831554407,0.0002273660132160253,1784.9458011626743
pid,93.5,0.011695014845066961,0.0031372524247590787,0.1669454960194914,0.2620111904817807,-0.0023680566406250325,-0.08259389770507812,0.19201119048178067,0.3320111904817807,-0.08,0.08,-0.34616332761746993,-0.34616332761746993,0.004154124835496376,-0.35,0.35,-0.18,0.18,False,False,True,-0.2503161756367137,0.005505309065384111,0.2495393937245695,3766.1616435306614,0.08073492011452318,0.6871967974318803,57610.91534423828,3947.870409305223,13.379526626829191,0.0002338308400163267,1822.2064131819486
pid,94.0,0.011980375452438382,0.0032125317462399893,0.16853294573404082,0.26125000000000004,-0.002362819824218737,-0.08377664062500005,0.19125000000000003,0.33125000000000004,-0.08,0.08,-0.3440504672450652,-0.3440504672450652,0.004225720744809425,-0.35,0.35,-0.18,0.18,False,False,True,-0.24926962454756166,0.005575351570458726,0.2523095863590409,3831.8093310519243,0.08046773560441953,0.6895877697961353,57433.50390625,3933.3288563310607,13.330244589922744,0.00024046486215726002,1860.1250659027482
pid,94.5,0.01227197079486622,0.003289122164950245,0.17015836303853274,0.26047718761739297,-0.0023573925781249505,-0.08495671752929686,0.19047718761739296,0.330477187617393,-0.08,0.08,-0.3419021890765246,-0.3419021890765246,0.004296556337081259,-0.35,0.35,-0.18,0.18,False,False,True,-0.24820521682252675,0.005646514743075195,0.2551150805678296,3897.7259166890376,0.08018872380850268,0.691976324610243,57256.49237060547,3918.834987714277,13.281124157644383,0.00024727150475845945,1898.7073417487336
pid,95.0,0.012569773494341007,0.003367029009920054,0.17182240481793049,0.25969301746806916,-0.0023517749023438117,-0.086134033203125,0.18969301746806916,0.32969301746806917,-0.08,0.08,-0.3397188705076629,-0.3397188705076629,0.004366637137723339,-0.35,0.35,-0.18,0.18,False,False,True,-0.24712324397372815,0.005718803912263866,0.2579564380210555,3963.873128644958,0.07989788427697872,0.6943622465782294,57079.89501953125,3904.3898155558845,13.232168760054128,0.00025425421083820457,1937.9586266755243
pid,95.5,0.012873761363090087,0.0034462568430815906,0.17352573043007505,0.25889775368613827,-0.0023459667968750153,-0.08730849243164067,0.18889775368613826,0.32889775368613827,-0.08,0.08,-0.3375008879287887,-0.3375008879287887,0.004435965157748467,-0.35,0.35,-0.18,0.18,False,False,True,-0.24602399232304817,0.005792223639956606,0.2608342228617157,4030.21087777509,0.07959521615803243,0.6967453194178412,56903.726135253906,3889.99434998271,13.183381820521381,0.0002614164385348156,1977.8840992217374
pid,96.0,0.01318391649097884,0.0035268094230131537,0.17526900131306467,0.25809166040571,-0.0023399682617187,-0.08848000000000002,0.18809166040571001,0.32809166040571003,-0.08,0.08,-0.33524861835613945,-0.33524861835613945,0.0045045391452984695,-0.35,0.35,-0.18,0.18,False,False,True,-0.2449077439147312,0.005866777684731854,0.26374900131306467,4096.69725819949,0.07928071884278921,0.6991253258696613,56728.0,3875.649599164461,13.134766755782778,0.00026876165816570494,2018.488719378866
pid,96.5,0.013500224410809896,0.0036086896686953656,0.1770528805745093,0.2572750017608941,-0.002333779296874977,-0.08964846069335937,0.18727500176089407,0.3272750017608941,-0.08,0.08,-0.3329624409502741,-0.3329624409502741,0.004572354811730683,-0.35,0.35,-0.18,0.18,False,False,True,-0.24377477735008418,0.005942468965570343,0.26670134126786865,4163.28855076654,0.07895439256702616,0.7015020477064505,56552.730895996094,3861.356569330537,13.086326975999148,0.00027629334912021873,2059.7772172872965
pid,97.0,0.013822673333425586,0.0036918996233370094,0.17887803256268073,0.25644804188580017,-0.002327399902343763,-0.090813779296875,0.18644804188580016,0.3264480418858002,-0.08,0.08,-0.3306427384326566,-0.3306427384326566,0.004639405035234967,-0.35,0.35,-0.18,0.18,False,False,True,-0.2426253685523746,0.006019299525680772,0.2696918118595557,4229.939229618371,0.0786162389741146,0.703875265742714,56377.93310546875,3847.116264786609,13.038065884811717,0.0002840149965825252,2101.754081766394
pid,97.5,0.014151253445390536,0.003776440418333066,0.1807451224196085,0.25561104491453795,-0.00232083007812503,-0.09197586059570313,0.18561104491453795,0.32561104491453796,-0.08,0.08,-0.32828989841037,-0.32828989841037,0.004705680044573279,-0.35,0.35,-0.18,0.18,False,False,True,-0.24145979146914742,0.006097270496458096,0.2727209830153116,4296.601972104089,0.07826626164317065,0.7062447598444915,56203.62091064453,3832.929687930953,12.989986879397451,0.00029193008808093147,2144.4235486870352
pid,98.0,0.014485956262814516,0.003862312237422402,0.18265481561620456,0.2547642749812171,-0.0023140698242187507,-0.09313460937500002,0.1847642749812171,0.3247642749812171,-0.08,0.08,-0.325904314617734,-0.325904314617734,0.004771167585271963,-0.35,0.35,-0.18,0.18,False,False,True,-0.2402783187184026,0.006176382061641153,0.27578942499120457,4363.227672282886,0.07790446658593572,0.708610308939371,56029.80859375,3818.7978392705595,12.942093350523658,0.0003000421098601691,2187.7895891956455
pid,98.5,0.014826774035579577,0.00394951428111737,0.18460777746953483,0.2539079962199474,-0.0023071191406249802,-0.09428993041992188,0.1839079962199474,0.3239079962199474,-0.08,0.08,-0.3234863880825234,-0.3234863880825234,0.0048358530704212255,-0.35,0.35,-0.18,0.18,False,False,True,-0.23908122218436784,0.00625663342174235,0.2788977078894567,4429.765458253642,0.077530862715493,0.7109716910267249,55856.51043701172,3804.721717437004,12.89438868260177,0.0003083545430733416,2231.855897799196
pid,99.0,0.015173699196868317,0.004038044731482268,0.18660467264239225,0.2530424727648385,-0.0022999780273437465,-0.095441728515625,0.18304247276483848,0.3230424727648385,-0.08,0.08,-0.3210365282235356,-0.3210365282235356,0.004899719717975537,-0.35,0.35,-0.18,0.18,False,False,True,-0.23786877356797018,0.006338022758826015,0.28204640115801727,4496.162713542446,0.0771454622895534,0.7133286831881679,55683.74072265625,3790.7023192021034,12.846876253740414,0.0003168708597904247,2276.6258803213473
pid,99.5,0.015526723853459292,0.004127900717342228,0.18864616462536668,0.25216796875,-0.002292646484374994,-0.09658990844726563,0.18216796875000002,0.32216796875000003,-0.08,0.08,-0.3185551538853877,-0.3185551538853877,0.0049627486762958695,-0.35,0.35,-0.18,0.18,False,False,True,-0.23664124489654073,0.0064205472017172215,0.2852360730726323,4562.365102772862,0.07674828133070627,0.7156810615982359,55511.513732910156,3776.7406394933505,12.7995594357977,0.00032559451882040446,2322.102641740354
pid,100.0,0.015885839312767516,0.004219078280008537,0.1907329152016481,0.25128474830954173,-0.00228512451171875,-0.097734375,0.18128474830954172,0.32128474830954173,-0.08,0.08,-0.31604269431564064,-0.31604269431564064,0.0050249191394940995,-0.35,0.35,-0.18,0.18,False,False,True,-0.2353989089967742,0.006504202791727288,0.2884672902016481,4628.31660183677,0.07633934002572453,0.7180286015352851,55339.84375,3762.837671409129,12.752441594432808,0.0003345289613443596,2368.2889739199436
pid,100.5,0.01625103564306875,0.004311572339610761,0.19286558389484362,0.2503930755775733,-0.0022774121093749877,-0.09887503295898438,0.18039307557757328,0.3203930755775733,-0.08,0.08,-0.31349959008865275,-0.31349959008865275,0.005086208453975782,-0.35,0.35,-0.18,0.18,False,False,True,-0.23414203993450453,0.006588984448985749,0.291740616853828,4693.959532775933,0.07591866310573704,0.7203710773926116,55168.745056152344,3748.9944062337245,12.705526089156843,0.0003436776063570498,2415.1873432450348
pid,101.0,0.016622301263761078,0.004405376662130159,0.195044827400136,0.2494932146882044,-0.002269509277343762,-0.10001178710937499,0.1794932146882044,0.3194932146882044,-0.08,0.08,-0.3109262939799145,-0.3109262939799145,0.005146592217476487,-0.35,0.35,-0.18,0.18,False,False,True,-0.23287091342444333,0.006674885939473921,0.295056614509511,4759.234603575117,0.07548628020882886,0.7227082626897876,54998.23193359375,3735.2118334521238,12.658816273383003,0.0003530438459148125,2462.7998781745414
pid,101.5,0.016999622562890605,0.004500483827232925,0.19727129899915807,0.24858542977554474,-0.0022614160156250174,-0.10114454223632814,0.17858542977554473,0.3185854297755447,-0.08,0.08,-0.30832327179405594,-0.30832327179405594,0.005206044371717122,-0.35,0.35,-0.18,0.18,False,False,True,-0.23158580721265412,0.006761899842857942,0.2984158412354862,4824.080953058264,0.07504222622640437,0.7250399300842185,54828.31866455078,3721.4909407646123,12.612315494476045,0.000362631040187874,2511.128356724226
pid,102.0,0.01738298353950473,0.00459688519700555,0.1995456479590092,0.24766998497370402,-0.0022531323242187262,-0.102273203125,0.177669984973704,0.317669984973704,-0.08,0.08,-0.30569100314918257,-0.30569100314918257,0.00526453728974674,-0.35,0.35,-0.18,0.18,False,False,True,-0.23028700143419928,0.006850017521224276,0.3018188510840092,4888.436201068012,0.07458654163443816,0.7273658513829152,54659.01953125,3707.8327141011764,12.566027093801093,0.0003724425123154792,2560.174193893065
pid,102.5,0.01777236546869941,0.004694570885698185,0.20186851891589103,0.2467471444167919,-0.0022446582031250273,-0.10339767456054687,0.1767471444167919,0.3167471444167919,-0.08,0.08,-0.3030299822197368,-0.3030299822197368,0.005322041858891513,-0.35,0.35,-0.18,0.18,False,False,True,-0.22897477894809248,0.0069392290888232126,0.3052661934764379,4952.236504097021,0.07411927281055403,0.7296857975544854,54490.34881591797,3694.2381376357025,12.519954406771761,0.0003824815430625681,2609.938429047087
pid,103.0,0.01816774658750006,0.00479352973058523,0.2042405512438938,0.24581717223891814,-0.0022359936523437263,-0.10451786132812503,0.17581717223891813,0.31581717223891814,-0.08,0.08,-0.3003407184396601,-0.3003407184396601,0.0053785275601534455,-0.35,0.35,-0.18,0.18,False,False,True,-0.22764942565141807,0.007029523382928956,0.3087584125720188,5015.416616526459,0.07364047233770085,0.7319995387413384,54322.32080078125,3680.708193799991,12.474100762897656,0.00039275136527708077,2660.4217132752506
pid,103.5,0.018569101799962004,0.004893749264055443,0.2066623784095199,0.24488033257419237,-0.0022271386718749897,-0.1056336682128906,0.17488033257419236,0.31488033257419235,-0.08,0.08,-0.29762373716722534,-0.29762373716722534,0.005433962544869497,-0.35,0.35,-0.18,0.18,False,False,True,-0.22631123077423038,0.007120887935930432,0.3122960466224105,5077.9099576125345,0.07315019929503606,0.7343068442721085,54154.949768066406,3667.243863297581,12.428469485831211,0.0004032551581473483,2711.6242967324347
pid,104.0,0.018976402400098336,0.004995215687046655,0.2091346273125883,0.2439368895567243,-0.00221809326171879,-0.10674500000000002,0.1739368895567243,0.3139368895567243,-0.08,0.08,-0.29487958031260136,-0.29487958031260136,0.005488313709247961,-0.35,0.35,-0.18,0.18,False,False,True,-0.22496048715662595,0.0072133089487654446,0.31587962731258834,5139.648684346657,0.07264851953649311,0.7366074826742901,53988.25,3653.846125117388,12.383063893413926,0.0004139960412594146,2763.546015985101
pid,104.5,0.019389615811443182,0.0050979138439426535,0.21165791761422148,0.24298710732062362,-0.002208857421874988,-0.10785176147460938,0.1729871073206236,0.3129871073206236,-0.08,0.08,-0.29210880692886165,-0.29210880692886165,0.005541546767479422,-0.35,0.35,-0.18,0.18,False,False,True,-0.22359749150918043,0.0073067712658176414,0.3195096790888309,5200.563770297788,0.07213550595737424,0.7389012216870896,53822.235778808594,3640.5159565471645,12.337887297721966,0.0004249770684545654,2816.1862813757684
pid,105.0,0.01980870534223866,0.005201827199051926,0.2142328610526757,0.24203125000000003,-0.002199431152343778,-0.10895385742187501,0.17203125000000002,0.31203125000000004,-0.08,0.08,-0.28931199376689043,-0.28931199376689043,0.005593626323942447,-0.35,0.35,-0.18,0.18,False,False,True,-0.22222254465776137,0.007401258351395704,0.3231867184745507,5260.5850905274465,0.0716112387491973,0.7411878282744888,53656.92138671875,3627.2543331867764,12.292943005111177,0.00043620122148777717,2869.5440644228734
pid,105.5,0.020233629955396376,0.005306937814789751,0.2168600607478362,0.2410695817289632,-0.002189814453124994,-0.11005119262695316,0.1710695817289632,0.3110695817289632,-0.08,0.08,-0.2864897357943965,-0.2864897357943965,0.005644515944987827,-0.35,0.35,-0.18,0.18,False,False,True,-0.22083595177356682,0.007496752267914745,0.3269112533747894,5319.641512648627,0.07107580564292221,0.7434670686385235,53492.32110595703,3614.062228961312,12.248234316261492,0.0004476714034882567,2923.6178852730286
pid,106.0,0.020664344052530557,0.00541322633168649,0.2195401104952596,0.24010236664162288,-0.0021800073242187468,-0.111143671875,0.17010236664162287,0.3101023666416229,-0.08,0.08,-0.2836426466789893,-0.2836426466789893,0.005694178230814417,-0.35,0.35,-0.18,0.18,False,False,True,-0.2194380225890923,0.007593233655905237,0.3306837823702596,5377.660994078932,0.07052930214058013,0.7457387082327718,53328.44921875,3600.9406161340166,12.20376452622078,0.00045939043222376405,2978.40580022334
pid,106.5,0.02110079727149159,0.0055206719503459335,0.22227359405070737,0.23912986887208867,-0.0021700097656249806,-0.11223119995117191,0.16912986887208867,0.3091298688720887,-0.08,0.08,-0.280771359235113,-0.280771359235113,0.0057425748877526495,-0.35,0.35,-0.18,0.18,False,False,True,-0.2180290716005971,0.007690681715970914,0.33450479400187927,5434.5706855164,0.06997183173525098,0.7480025117760563,53165.32000732422,3587.890465319055,12.159536924448094,0.0004713610331708903,3033.905389331636
pid,107.0,0.021542934296946974,0.005629252415478045,0.22506108440617692,0.23815235255447037,-0.0021598217773437234,-0.11331368164062498,0.16815235255447036,0.3081523525544704,-0.08,0.08,-0.27787652583442385,-0.27787652583442385,0.005789666801378268,-0.35,0.35,-0.18,0.18,False,False,True,-0.2166094182575234,0.007789074192821768,0.3383747660468019,5490.297040643048,0.06940350611924978,0.7502582432663564,53002.94775390625,3574.912745494116,12.115554794856395,0.0004835858323940274,3090.113744133094
pid,107.5,0.021990694683662788,0.00573894400213056,0.22790314305849807,0.23717008182287758,-0.0021494433593750306,-0.11439102172851563,0.16717008182287757,0.3071700818228776,-0.08,0.08,-0.2749588187790639,-0.2749588187790639,0.005835414110719861,-0.35,0.35,-0.18,0.18,False,False,True,-0.21517938713921478,0.00788838736150559,0.3422941647870137,5544.765932036651,0.06882444538031748,0.7525056659949317,52841.346740722656,3562.008424012848,12.071821415854684,0.0004960673492363188,3147.0274554820185
pid,108.0,0.022444012692233763,0.005849721504243429,0.23080031927162595,0.23618332081142,-0.0021388745117187358,-0.11546312500000001,0.16618332081141998,0.30618332081141997,-0.08,0.08,-0.27201893063714155,-0.27201893063714155,0.005879776283844729,-0.35,0.35,-0.18,0.18,False,False,True,-0.21373930811918623,0.007988596015962164,0.346263444271626,5597.902773245556,0.06823477818554807,0.7547445425606546,52680.53125,3549.1784666171407,12.028340060389635,0.0005088079888264759,3204.6426015380202
pid,108.5,0.022902817137094706,0.00596155822564917,0.23375314933382207,0.2351923336542074,-0.0021281152343750054,-0.11652989624023437,0.16519233365420738,0.3051923336542074,-0.08,0.08,-0.2690575745396079,-0.2690575745396079,0.005922712195067348,-0.35,0.35,-0.18,0.18,False,False,True,-0.21228951651711267,0.008089673460024175,0.35028304557405643,5649.63264695397,0.06763464195272682,0.7569746348845532,52520.515563964844,3536.423837449245,11.98511399598667,0.000521810034405946,3262.954735916096
pid,109.0,0.023367031246721442,0.006074425973640701,0.23676215581097707,0.23419738448534938,-0.002117165527343756,-0.11759124023437502,0.16419738448534937,0.3041973844853494,-0.08,0.08,-0.2660754844376427,-0.2660754844376427,0.005964180203930414,-0.35,0.35,-0.18,0.18,False,False,True,-0.21083035323862795,0.008191591500984457,0.3543533960453521,5699.880439137611,0.0670241830087114,0.7591957042245618,52361.31396484375,3523.7454990637425,11.942146484790516,0.0005350756394815627,3321.958876020525
pid,109.5,0.023836572535996,0.0061882950552261725,0.2398278467973889,0.23319873743895572,-0.002106025390624988,-0.11864706176757812,0.16319873743895572,0.30319873743895576,-0.08,0.08,-0.26307341531955675,-0.26307341531955675,0.006004138236171852,-0.35,0.35,-0.18,0.18,False,False,True,-0.20936216490295972,0.00829432044585116,0.358474908564967,5748.570979079776,0.06640355673443916,0.7614075111904817,52202.94073486328,3511.1444124393643,11.899440783605273,0.0005486068198094579,3381.649491582769
pid,110.0,0.024311352690769422,0.0063031342761877066,0.24295071516536904,0.23219665664913602,-0.0020946948242187846,-0.11969726562500001,0.16219665664913602,0.30219665664913603,-0.08,0.08,-0.26005214338617644,-0.26005214338617644,0.006042543866760619,-0.35,0.35,-0.18,0.18,False,False,True,-0.2078853039583666,0.008397829100406491,0.36264798079036903,5795.629185088069,0.06577292769611302,0.7636098157591469,52045.41015625,3498.6215369906577,11.857000143933941,0.0005624054452166939,3442.0204934237972
pid,110.5,0.02479127746470661,0.006418910943057666,0.24613123781510735,0.23119140625,-0.002083173828124979,-0.12074175659179691,0.16119140625,0.30119140625,-0.08,0.08,-0.25701246618362295,-0.25701246618362295,0.006079354405106985,-0.35,0.35,-0.18,0.18,False,False,True,-0.2064001287852934,0.008502084771182646,0.36687299440690424,5840.980215721019,0.06513246976208707,0.7658023772898002,51888.73651123047,3486.17783057951,11.81482781201748,0.0005764732312677876,3503.0652224616506
pid,111.0,0.025276246588541773,0.006535590868122267,0.24936987492628135,0.23018325037565746,-0.002071462402343738,-0.12178043945312499,0.16018325037565745,0.30018325037565746,-0.08,0.08,-0.2539552026923567,-0.2539552026923567,0.006114526982532453,-0.35,0.35,-0.18,0.18,False,False,True,-0.20490700378711568,0.008607053270466004,0.3711503143794063,5884.549626301446,0.0644823662049464,0.7679849545396729,51732.93408203125,3473.81424952653,11.772927028873381,0.0005908117307839935,3564.7764389850718
pid,111.5,0.025766153691910515,0.006653138377557824,0.2526670692129506,0.2291724531602179,-0.0020595605468750056,-0.12281321899414065,0.15917245316021789,0.2991724531602179,-0.08,0.08,-0.2508811933713666,-0.2508811933713666,0.006148018641980224,-0.35,0.35,-0.18,0.18,False,False,True,-0.20340629946830738,0.00871269892443283,0.3754802882070913,5926.263530461658,0.06382280978826303,0.7701573056797725,51578.017150878906,3461.5317486222852,11.731301030333748,0.0006054223252239787,3627.1463122143864
pid,112.0,0.026260886237955906,0.006771516322799761,0.2560232451833272,0.22815927873779118,-0.0020474682617187268,-0.12383999999999999,0.15815927873779118,0.2981592787377912,-0.08,0.08,-0.24779130015635392,-0.24779130015635392,0.006179786430025369,-0.35,0.35,-0.18,0.18,False,False,True,-0.20189839249983527,0.008818984584518488,0.3798632451833272,5966.048766431828,0.06315400283749027,0.7723191883108756,51424.0,3449.3312811384008,11.68995304708292,0.0006203062159352631,3690.1664101708834
pid,112.5,0.026760325470931403,0.0068906860952387405,0.25943880840606204,0.22714399124248688,-0.0020351855468749985,-0.12486068725585937,0.15714399124248687,0.2971439912424869,-0.08,0.08,-0.24468640641078862,-0.24468640641078862,0.006209787491130603,-0.35,0.35,-0.18,0.18,False,False,True,-0.20038366577155547,0.008925871642113739,0.3842994956619214,6003.8330677497415,0.0624761572944537,0.7744703594797258,51270.896911621094,3437.213798838527,11.64888630469463,0.0006354644152865832,3753.8276898760887
pid,113.0,0.027264346377043315,0.007010607644331758,0.26291414478473346,0.22612685480841474,-0.0020227124023437376,-0.125875185546875,0.15612685480841473,0.2961268548084147,-0.08,0.08,-0.24156741682874688,-0.24156741682874688,0.006237979164083474,-0.35,0.35,-0.18,0.18,False,False,True,-0.19886250843137143,0.009033320046675496,0.38878933033160845,6039.54523803658,0.06178949475489567,0.776610575695435,51118.72216796875,3425.180251989168,11.60810402366871,0.0006508977376921209,3818.1204879023817
pid,113.5,0.027772817658790146,0.007131239499208916,0.266449619842265,0.22510813356968448,-0.0020100488281249995,-0.1268833996582031,0.15510813356968448,0.29510813356968446,-0.08,0.08,-0.23843525728845852,-0.23843525728845852,0.00626431908057673,-0.35,0.35,-0.18,0.18,False,False,True,-0.19733531591089434,0.009141288327333914,0.3933330195004681,6073.115329449274,0.0610942464885286,0.7787395929460911,50967.49005126953,3413.231589370381,11.567609419467352,0.0006666067905393574,3883.034511296512
pid,114.0,0.028285601723065663,0.007252538793848753,0.2700455780170386,0.22408809166040572,-0.0019971948242187842,-0.127885234375,0.1540880916604057,0.2940880916604057,-0.08,0.08,-0.23529087465556905,-0.23529087465556905,0.006288765265778928,-0.35,0.35,-0.18,0.18,False,False,True,-0.19580248993734006,0.009249733618067538,0.3979308123920386,6104.4748243867125,0.06039065344106538,0.7808571667155672,50817.21484375,3401.3687582863445,11.527405702550928,0.0006825919650331099,3948.5588288974677
pid,114.5,0.028802554683297187,0.007374461295886533,0.2737023419725042,0.22306699321468826,-0.0019841503906249947,-0.1288805944824219,0.15306699321468825,0.29306699321468827,-0.08,0.08,-0.23213523653516907,-0.23213523653516907,0.006311276240799968,-0.35,0.35,-0.18,0.18,False,False,True,-0.19426443853139108,0.009358611686511527,0.4025829364549261,6133.55681999362,0.05967896621770408,0.7829630520005345,50667.91082763672,3389.5927045758044,11.487496078413374,0.0006988534269691646,4014.681863070284
pid,115.0,0.029323526375890648,0.007496961439110705,0.27742021192211525,0.22204510236664166,-0.0019709155273437418,-0.12986938476562498,0.15204510236664165,0.29204510236664166,-0.08,0.08,-0.2289693309717262,-0.2289693309717262,0.006331811126885745,-0.35,0.35,-0.18,0.18,False,False,True,-0.19272157599075102,0.009467876966454448,0.40728959668774023,6160.296214972946,0.058959445047563286,0.7850570033276781,50519.59228515625,3377.9043726223863,11.447883747617162,0.0007153911074517271,4081.3913818770898
pid,115.5,0.02984836039124939,0.007619992359692952,0.28119946497144643,0.22102268325037566,-0.0019574902343750256,-0.13085151000976564,0.15102268325037566,0.29102268325037567,-0.08,0.08,-0.2257941660961553,-0.2257941660961553,0.006350329751141803,-0.35,0.35,-0.18,0.18,False,False,True,-0.19117432285912628,0.009577482594067977,0.41205097498121207,6184.6298981860855,0.0582323597285894,0.7871387747711145,50372.273498535156,3366.304705364795,11.408571905827854,0.0007322046935697844,4148.674491706814
pid,116.0,0.030376894119624943,0.0077435059361868,0.28504035447936876,0.22000000000000003,-0.001943874511718735,-0.131826875,0.15000000000000002,0.29000000000000004,-0.08,0.08,-0.2226107697193468,-0.2226107697193468,0.006366792753617012,-0.35,0.35,-0.18,0.18,False,False,True,-0.1896231058803751,0.009687380447905534,0.4168672294793688,6206.496938488548,0.057497989552480804,0.7892081199700104,50225.96875,3354.794644306886,11.369563743848234,0.0007492936190483113,4216.51763038467
pid,116.5,0.030908958812044914,0.007867452833318658,0.2889431094401722,0.21897731674962437,-0.0019300683593749812,-0.13279538452148437,0.14897731674962436,0.28897731674962435,-0.08,0.08,-0.21942018887159426,-0.21942018887159426,0.0063811616955050665,-0.35,0.35,-0.18,0.18,False,False,True,-0.18806835793757945,0.009797521192693639,0.4217384939616566,6225.838775218884,0.056756623209207976,0.7912647921464034,50080.692321777344,3343.3751295276165,11.330862447652041,0.0007666570548910943,4284.90656078236
pid,117.0,0.031444379656546145,0.007991782549583519,0.29290793388853587,0.2179548976333584,-0.001916071777343764,-0.133756943359375,0.1479548976333584,0.2879548976333584,-0.08,0.08,-0.21622348928749582,-0.21622348928749582,0.006393399168196867,-0.35,0.35,-0.18,0.18,False,False,True,-0.18651051797681226,0.009907854326927283,0.42666487724791086,6242.599408730618,0.05600855867074792,0.7933085441232226,49936.45849609375,3332.047099690892,11.292471198417331,0.0007842939000328216,4353.826364949795
pid,117.5,0.031982975869920376,0.008116443468645299,0.2969350063292472,0.2169330067853118,-0.0019018847656250282,-0.13471145629882814,0.1469330067853118,0.2869330067853118,-0.08,0.08,-0.21302175483601973,-0.21302175483601973,0.006403468902952181,-0.35,0.35,-0.18,0.18,False,False,True,-0.18495003091539142,0.010018328234270327,0.4316464626280753,6256.725590329331,0.0552541030536884,0.7953391283425101,49793.28155517578,3320.8114920552794,11.2543931725594,0.0008022027720189218,4423.261438788747
pid,118.0,0.032524560805154895,0.008241382914529015,0.3010244791935704,0.2159119083395943,-0.001887507324218718,-0.13565882812500002,0.1459119083395943,0.28591190833959435,-0.08,0.08,-0.2098160868955814,-0.2098160868955814,0.006411335880876667,-0.35,0.35,-0.18,0.18,False,False,True,-0.18338734753443942,0.010128890238747733,0.4366833073185704,6268.167010952553,0.05449357246040599,0.797356296883841,49651.17578125,3309.669242483622,11.216631541763368,0.0008203819977324851,4493.195487288665
pid,118.5,0.0330689420747225,0.008366547210578747,0.3051764783241526,0.2148918664303156,-0.0018729394531249999,-0.13659896362304685,0.1448918664303156,0.2848918664303156,-0.08,0.08,-0.20660760367412812,-0.20660760367412812,0.006416966442906569,-0.35,0.35,-0.18,0.18,False,False,True,-0.1818229243555931,0.010239486663703747,0.4417754419471995,6276.876487906931,0.05372729179857173,0.7993598014829447,49510.15545654297,3298.6212854525365,11.179189473016363,0.0008388296041884266,4563.6115203443505
pid,119.0,0.03361592168984332,0.008491881742141607,0.3093911024903417,0.2138731451915853,-0.001858181152343763,-0.13753176757812502,0.14387314519158528,0.2838731451915853,-0.08,0.08,-0.2033974394744002,-0.2033974394744002,0.0064203283994558324,-0.35,0.35,-0.18,0.18,False,False,True,-0.18025722350174198,0.01035006289448537,0.4469228700684667,6282.810148957083,0.052955594578793744,0.8013493935505227,49370.23486328125,3287.6685540618005,11.14207012863934,0.0008575433094158964,4634.491849175011
pid,119.5,0.034165296215805975,0.008617331022923787,0.3136684229357644,0.21285600875751315,-0.0018432324218750074,-0.13845714477539062,0.14285600875751314,0.28285600875751316,-0.08,0.08,-0.20018674390468563,-0.20018674390468563,0.006421391139429133,-0.35,0.35,-0.18,0.18,False,False,True,-0.17869071254170718,0.010460563444798794,0.45212556771115503,6285.927613041878,0.05217882269026029,0.8033248241912663,49231.42828369141,3276.811980043634,11.105276666318533,0.0008765205134507221,4705.818083363572
pid,120.0,0.034716856943397614,0.008742838764950316,0.31800848295998485,0.21184072126220888,-0.0018280932617187884,-0.13937500000000003,0.14184072126220887,0.2818407212622089,-0.08,0.08,-0.19697668103558896,-0.19697668103558896,0.0064201257381933385,-0.35,0.35,-0.18,0.18,False,False,True,-0.17712386431881127,0.010570932026669104,0.4573834829599849,6286.192166879709,0.05139732615431382,0.8052858442230727,49093.75,3266.0524937718724,11.068812239136545,0.0008957582894604969,4777.571128534845
pid,120.5,0.03527039007645102,0.00886834795204533,0.32241129753602354,0.21082754683978214,-0.001812763671874995,-0.1402852380371094,0.14082754683978213,0.28082754683978217,-0.08,0.08,-0.19376842850350737,-0.19376842850350737,0.0064165050641631916,-0.35,0.35,-0.18,0.18,False,False,True,-0.1755571567633311,0.010681111623920325,0.46269653557313295,6283.570936711627,0.050611462855949356,0.807232204196456,48957.214294433594,3255.391024271041,11.032679995603099,0.0009152533750256505,4849.7311846904095
