controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,delta_flap_raw_rad,delta_flap_rad,delta_flap_rate_radps,flap_min_rad,flap_max_rad,flap_rate_min_radps,flap_rate_max_radps,flap_saturated,flap_rate_saturated,corridor_violation,alpha_error_rad,q_error_rad,theta_error_rad,pitching_moment_nm,cm,flap_effectiveness,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa
pid,5.0,0.028252717702614866,-1.0462280642845642e-05,0.10492942564996954,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,-0.13948641917590626,-0.13948641917590626,-0.011638765266961448,-0.35,0.35,-0.18,0.18,False,False,True,-0.09395492975966223,0.0002846719967009159,0.025675275259344543,57.48844100299972,0.02310203872497712,0.4024304356602051,81888.12255859375,6183.133755185188,20.95494384003998,5.08514067257363e-06,97.20537020188468
pid,5.5,0.02530508074580016,-9.284445095680612e-06,0.10492448666928791,0.12265828617969822,-0.0003236035156249928,0.07909944213867187,0.05265828617969821,0.1926582861796982,-0.08,0.08,-0.14489206781676106,-0.14489206781676106,-0.010811297281709598,-0.35,0.35,-0.18,0.18,False,False,True,-0.09735320543389805,0.0003143190705293122,0.025825044530616043,61.943163102756316,0.02482680718136566,0.40259084988176863,81864.91632080078,6179.952766846162,20.944163314397265,5.1037832952778685e-06,97.46137677008852
pid,6.0,0.022665065246362928,-8.02038218932381e-06,0.10492015839810578,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,-0.1499328988592099,-0.1499328988592099,-0.010081662084897691,-0.35,0.35,-0.18,0.18,False,False,True,-0.10048308290178522,0.00034386194202942305,0.025989611523105777,66.04780978688198,0.026395612901555426,0.4027633234553852,81839.58203125,6176.532643486048,20.932572348428415,5.124213521322995e-06,97.74323405265748
pid,6.5,0.02030066677734036,-6.6767959524677755e-06,0.10491648224972472,0.12367659036351165,-0.0003799707031250099,0.07874755981445312,0.05367659036351165,0.19367659036351165,-0.08,0.08,-0.15465266557474946,-0.15465266557474946,-0.009439533431079117,-0.35,0.35,-0.18,0.18,False,False,True,-0.10337592358617129,0.00037329390717254213,0.026168922435271594,69.84481477301648,0.027825420678989278,0.40294758617496185,81812.13397216797,6172.878743248417,20.920189101145034,5.1464406571593675e-06,98.05109897695385
pid,7.0,0.01818321170160114,-5.259573181033379e-06,0.10491349649231597,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,-0.15909049487289006,-0.15909049487289006,-0.0088756585962812,-0.35,0.35,-0.18,0.18,False,False,True,-0.10605975812007237,0.00040260907916272077,0.026362920320440977,73.37213781326541,0.029131424184906496,0.4031433865961587,81782.58642578125,6168.996052234287,20.907030470688255,5.1704757045365825e-06,98.38513610383856
pid,7.5,0.016287010583604673,-3.773869540639195e-06,0.10491123663573464,0.12484664351851851,-0.0004355761718749934,0.07833969116210937,0.054846643518518506,0.19484664351851852,-0.08,0.08,-0.16328136820446315,-0.16328136820446315,-0.008381746663146172,-0.35,0.35,-0.18,0.18,False,False,True,-0.10855963293491384,0.00043180230233435423,0.026571545473625266,76.66375925900904,0.030327230179765265,0.40335048914940924,81750.9536743164,6164.88924175046,20.893112288346153,5.196331358090337e-06,98.74551939969545
pid,8.0,0.014589047665335225,-2.2241861453275255e-06,0.10490973577769352,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,-0.16725655241985501,-0.16725655241985501,-0.007950368430783727,-0.35,0.35,-0.18,0.18,False,False,True,-0.11089792078459618,0.00046086907557341415,0.02679473577769352,79.75012002676824,0.031425023571218166,0.4035686718725181,81717.25,6160.562713271744,20.878449470932924,5.224022005460469e-06,99.13243363161222
pid,8.5,0.013068702654012339,-6.144376642481275e-07,0.10490902491379259,0.12616330161179698,-0.0004904199218749988,0.07787659790039063,0.05616330161179697,0.196163301611797,-0.08,0.08,-0.1710439857897443,-0.1710439857897443,-0.007574866739778585,-0.35,0.35,-0.18,0.18,False,False,True,-0.11309459895778465,0.0004898054842107507,0.027032427013401958,82.65851300921311,0.03243571530618551,0.4037977245977856,81681.4896850586,6156.020634389981,20.86305614262193,5.253563729894771e-06,99.54607548940484
pid,9.0,0.011707501459580804,1.051987108509291e-06,0.10490913321540309,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,-0.17466862385406473,-0.17466862385406473,-0.007249276128640847,-0.35,0.35,-0.18,0.18,False,False,True,-0.11516749854041919,0.0005186081394522603,0.02728455313727808,85.41343132589806,0.03336907487954478,0.4040374474800409,81643.68701171875,6151.266968002932,20.84694573386822,5.2849743152987175e-06,99.98665450606008
pid,9.5,0.01048889286977083,2.772171389709046e-06,0.1049100882789644,0.12762142061042525,-0.0005445019531249984,0.07735904174804688,0.057621420610425245,0.19762142061042526,-0.08,0.08,-0.1781527492794299,-0.1781527492794299,-0.006968250850730329,-0.35,0.35,-0.18,0.18,False,False,True,-0.11713252774065443,0.0005472741245147074,0.027551046530917528,88.03687821972775,0.03423384905761628,0.40428764978530923,81603.85626220703,6146.305496334782,20.830131062815237,5.318273253696521e-06,100.45439382729961
pid,10.0,0.009398048463917107,4.543622509772534e-06,0.10491191634985955,0.12840192043895748,-0.0005712573242187546,0.077080078125,0.05840192043895748,0.1984019204389575,-0.08,0.08,-0.18151624947028488,-0.18151624947028488,-0.00672700038170998,-0.35,0.35,-0.18,0.18,False,False,True,-0.11900387197504038,0.0005758009467285272,0.027831838224859545,90.54864287549512,0.035037868249080076,0.40454814888211915,81562.01171875,6141.139840938384,20.81262440308339,5.353481755073825e-06,100.94953086698972
