tier,controller,scenario_id,failure_label,success,needed_alpha_corridor_expansion_rad,needed_q_corridor_expansion_radps,alpha_violation_duration_s,q_violation_duration_s,first_alpha_violation_time_s,first_q_violation_time_s,flap_saturation_fraction,flap_rate_saturation_fraction,initial_alpha_error_rad,initial_q_error_radps,actuator_lag_s,actuator_delay_s,density_scale,cm_delta_scale,external_disturbance_moment_nm,rms_alpha_error_rad,max_alpha_error_rad
stress,nominal_nmpc,3,alpha_corridor_violation,False,0.04791709584898851,0.0,27.0,0.0,4.0,,0.0,0.23052959501557632,-0.0276693019384652,0.058481109637914,0.4807149936858969,1.5,0.8400348122237011,1.098880145389692,-2492.964583448316,0.0567560893277086,0.1179170958489884
stress,nominal_nmpc,4,alpha_corridor_violation,False,0.00863584705235429,0.0,24.0,0.0,61.5,,0.0,0.08722741433021806,-0.0184071039859217,0.0426613756588471,0.5166991460718621,0.5,0.8509073964985324,0.9606049484890204,821.4320826283194,0.0497974639845361,0.0786358470523543
stress,nominal_nmpc,5,alpha_corridor_violation,False,0.019608306031205197,0.0,17.0,0.0,6.5,,0.0,0.17757009345794392,-0.0516032641645051,0.0515961523964891,0.3224799759664272,1.0,0.9630926665140382,1.2216221031121512,-769.1851361540372,0.0504536864266119,0.0896083060312051
stress,nominal_nmpc,6,alpha_corridor_violation,False,0.11305222446404689,0.0,100.5,0.0,35.5,,0.0,0.06853582554517133,-0.020709418677945,0.0337327983510974,0.269767039893948,0.5,1.0369246295704622,1.1733945453004238,-4575.918643044272,0.1186769870442341,0.1830522244640468
stress,nominal_nmpc,7,unstable_response,False,0.1017905926181806,0.0,77.5,0.0,3.0,,0.0,0.03115264797507788,-0.0285647941037199,0.0686316878038273,0.5192310882170614,0.5,1.2089415706681728,1.3554360679161346,3459.989578338532,0.0921701257201656,0.1717905926181806
stress,nominal_nmpc,8,alpha_corridor_violation,False,0.07114265632552552,0.0,79.0,0.0,42.5,,0.0,0.11526479750778816,-0.0368515336355745,0.0362540513599372,0.5503909427735989,1.5,0.8335060423399854,0.930528335274128,-2133.7130355660106,0.0869249798509154,0.1411426563255254
stress,nominal_nmpc,9,alpha_corridor_violation,False,0.0446529055974865,0.0,30.0,0.0,4.0,,0.0,0.09657320872274143,-0.0181423580058889,0.0560685591171047,0.3503435486143336,0.5,1.281899664862359,1.032465990952283,1788.0146016570295,0.0512019378173855,0.1146529055974865
stress,nominal_nmpc,10,alpha_corridor_violation,False,0.0935931829072696,0.0,100.0,0.0,44.0,,0.0,0.040498442367601244,-0.0088026866204451,0.0443293760264215,0.1126920438724139,0.5,0.8110666888451326,0.9953390168674572,-6452.231293970599,0.1090528553905203,0.1635931829072695
stress,nominal_nmpc,11,alpha_corridor_violation,False,0.10614281423225269,0.0,98.5,0.0,35.0,,0.0,0.0778816199376947,-0.0048269381253235,0.0316436404411321,0.2359434754068803,1.5,0.8553067223387508,1.2051754055603177,-3289.503656277946,0.1135377878929849,0.1761428142322527
stress,nominal_nmpc,12,alpha_corridor_violation,False,0.0745698436938936,0.0,78.0,0.0,34.0,,0.0,0.09657320872274143,-0.0077384868205278,0.024954649928887,0.4038597981810853,1.0,1.0723277043759831,0.9873133160902804,1735.942860410549,0.0874353532552649,0.1445698436938936
stress,nominal_nmpc,13,success,True,0.0,0.0,0.0,0.0,,,0.0,0.14641744548286603,-0.0512509189770911,0.044097700192117,0.502395195496711,1.0,1.2006462829456708,1.1284879647047508,1454.9875102322935,0.043900235999414,0.0635636217533372
stress,nominal_nmpc,14,success,True,0.0,0.0,0.0,0.0,,,0.0,0.11526479750778816,-0.0183106006978737,0.0334655900341603,0.1550907325823249,1.5,1.2737712412059985,0.875955090285284,5033.200002175625,0.0376722797294824,0.0697936379723318
stress,nominal_nmpc,15,alpha_corridor_violation,False,0.031191152288452595,0.0,46.0,0.0,45.5,,0.0,0.040498442367601244,-0.011756686161604,0.0283889677763585,0.227250386030037,1.5,0.7718053707541909,1.0280508755693276,4227.261075079509,0.0555818210352834,0.1011911522884526
stress,nominal_nmpc,16,alpha_corridor_violation,False,0.026112642379609002,0.0,33.0,0.0,5.5,,0.0,0.08722741433021806,-0.0255770562336606,0.0532899663251659,0.622374859185464,1.0,0.9683592595680252,0.7837488005866554,-2388.0333524534763,0.0576548588532879,0.0961126423796089
stress,nominal_nmpc,17,alpha_corridor_violation,False,0.1009932332227545,0.0,101.5,0.0,29.5,,0.0,0.04984423676012461,-0.0089211818594403,0.0236098896073312,0.5088030678522094,0.5,0.8755295136153882,0.601755866814456,136.40725027485112,0.1107400101990622,0.1709932332227545
stress,nominal_nmpc,18,alpha_corridor_violation,False,0.0667615877046148,0.0,31.0,0.0,4.0,,0.0,0.14641744548286603,-0.0513048444430008,0.0638410209869067,0.6605211926672429,0.5,1.2289362146249685,1.0901480230629623,-4094.7255962242434,0.0659391774912896,0.1367615877046147
stress,nominal_nmpc,19,alpha_corridor_violation,False,0.0870846989197262,0.0,86.0,0.0,41.0,,0.0,0.09657320872274143,-0.0073368380526611,0.0382016825889245,0.2764832856885641,0.5,1.1686194740754905,1.315775439579345,-4049.272466650936,0.098412076358244,0.1570846989197262
stress,nominal_nmpc,20,success,True,0.0,0.0,0.0,0.0,,,0.0,0.11214953271028037,-0.069892627574243,0.0437549369283947,0.5854907118510863,1.5,0.8812884936376777,1.1159296458891712,2659.5947786226443,0.0363851829485568,0.069892627574243
stress,nominal_nmpc,21,unstable_response,False,0.052632175731782777,0.0,33.5,0.0,4.5,,0.0,0.04361370716510903,-0.0307469062091564,0.0576373829883899,0.4876262972470093,1.5,1.095706586646958,1.0249693040876564,2782.028912690412,0.0545622353666574,0.1226321757317827
stress,nominal_nmpc,22,unstable_response,False,0.07824196515874293,0.0,127.5,0.0,3.5,,0.0,0.009345794392523364,-0.0312744103603544,0.0624009580335831,0.1444616208536915,1.0,0.9552074929670727,0.8930510953330396,5215.6779022646915,0.1023121079496585,0.1482419651587429
stress,nominal_nmpc,23,unstable_response,False,0.05823724307450709,0.0,40.0,0.0,4.0,,0.0,0.021806853582554516,-0.0305457826010633,0.0580308686241618,0.5747736721148857,1.0,1.06085834166258,1.2343940864997367,4900.988485966242,0.0669240509491453,0.128237243074507
stress,nominal_nmpc,24,unstable_response,False,0.08379911766793938,0.000727518346601605,156.0,23.5,3.5,80.0,0.0,0.009345794392523364,-0.0243785326045874,0.0631112491256571,0.3769034744880599,1.5,0.8245741425196464,0.8514195738511041,6315.351539672236,0.113494059598535,0.1537991176679393
stress,nominal_nmpc,25,unstable_response,False,0.0488610836322039,0.0,101.0,0.0,5.5,,0.0,0.009345794392523364,-0.0695798389886036,0.0555396438228479,0.3706061003656484,0.5,0.8407982401158711,0.9337384378516862,6174.223173044991,0.0852017656099148,0.1188610836322039
stress,nominal_nmpc,26,alpha_corridor_violation,False,0.063760780734924,0.0,106.5,0.0,5.0,,0.0,0.040498442367601244,-0.0092831231884115,0.05233062942494,0.1988274269330684,1.5,1.2080646950938143,0.625725032661163,-6455.619350209719,0.0931528132092835,0.133760780734924
stress,nominal_nmpc,27,alpha_corridor_violation,False,0.1293367563331885,0.0,110.5,0.0,25.5,,0.0,0.04672897196261682,-0.0547039990083491,0.0225765993822307,0.4954593936389574,1.0,1.0463638868028171,1.0018624335599065,-1959.08520922275,0.1317247882728186,0.1993367563331885
stress,nominal_nmpc,28,alpha_corridor_violation,False,0.04656687530551659,0.0,58.0,0.0,44.5,,0.0,0.1588785046728972,-0.055180638364394,0.0326818813212339,0.1398723984028653,1.0,0.9414267420532418,1.311983112619897,1166.6600286802363,0.0684376116898666,0.1165668753055165
stress,nominal_nmpc,29,alpha_corridor_violation,False,0.028024321492201493,0.0,44.5,0.0,48.5,,0.0,0.09657320872274143,-0.002281682619045,0.0319315847301489,0.5872891189611414,1.0,0.7226008916475201,0.6316720031356039,3198.0334754242203,0.0533584912744487,0.0980243214922015
stress,residual_corrected_nmpc,0,alpha_corridor_violation,False,0.0648615447227548,0.0,32.5,0.0,3.0,,0.0,0.08722741433021806,-0.0044714794299471,0.0620108392561889,0.2561823986804392,1.5,0.8378955015168319,0.7897704751772718,-2194.157915767558,0.0578853083110435,0.1348615447227547
stress,residual_corrected_nmpc,1,alpha_corridor_violation,False,0.012620722602002282,0.0,29.0,0.0,59.5,,0.0,0.08722741433021806,-0.0607766381344399,0.0436917841256949,0.6573352173100183,1.0,0.9303608946512464,1.229387572067434,-68.50071747811049,0.0518451832113766,0.0826207226020023
stress,residual_corrected_nmpc,2,unstable_response,False,0.011407241888891695,0.0,47.0,0.0,8.5,,0.0,0.009345794392523364,-0.0416061959979135,0.0466929678154616,0.2586107576985939,1.0,0.8866800433930975,0.7499245797839396,6107.333239994104,0.0538731412672713,0.0814072418888917
stress,residual_corrected_nmpc,3,alpha_corridor_violation,False,0.0479170958489879,0.0,27.0,0.0,4.0,,0.0,0.21495327102803738,-0.0276693019384652,0.058481109637914,0.4807149936858969,1.5,0.8400348122237011,1.098880145389692,-2492.964583448316,0.0571890704523754,0.1179170958489878
stress,residual_corrected_nmpc,4,alpha_corridor_violation,False,0.008660283621563097,0.0,24.0,0.0,61.5,,0.0,0.08411214953271028,-0.0184071039859217,0.0426613756588471,0.5166991460718621,0.5,0.8509073964985324,0.9606049484890204,821.4320826283194,0.0500190095573153,0.0786602836215631
stress,residual_corrected_nmpc,5,alpha_corridor_violation,False,0.0196083060312037,0.0,17.0,0.0,6.5,,0.0,0.19937694704049844,-0.0516032641645051,0.0515961523964891,0.3224799759664272,1.0,0.9630926665140382,1.2216221031121512,-769.1851361540372,0.0511340579881435,0.0896083060312037
stress,residual_corrected_nmpc,6,alpha_corridor_violation,False,0.11307197472217279,0.0,100.5,0.0,35.5,,0.0,0.07165109034267912,-0.020709418677945,0.0337327983510974,0.269767039893948,0.5,1.0369246295704622,1.1733945453004238,-4575.918643044272,0.1187067120459521,0.1830719747221727
stress,residual_corrected_nmpc,7,unstable_response,False,0.10179059261818049,0.0,80.0,0.0,3.0,,0.0,0.03426791277258567,-0.0285647941037199,0.0686316878038273,0.5192310882170614,0.5,1.2089415706681728,1.3554360679161346,3459.989578338532,0.0922185128697912,0.1717905926181805
stress,residual_corrected_nmpc,8,alpha_corridor_violation,False,0.0711858874741165,0.0,79.0,0.0,42.5,,0.0,0.11838006230529595,-0.0368515336355745,0.0362540513599372,0.5503909427735989,1.5,0.8335060423399854,0.930528335274128,-2133.7130355660106,0.0869644558179632,0.1411858874741164
stress,residual_corrected_nmpc,9,alpha_corridor_violation,False,0.04465290559748758,0.0,30.0,0.0,4.0,,0.0,0.09968847352024922,-0.0181423580058889,0.0560685591171047,0.3503435486143336,0.5,1.281899664862359,1.032465990952283,1788.0146016570295,0.0514497843494745,0.1146529055974876
stress,residual_corrected_nmpc,10,alpha_corridor_violation,False,0.0935962804830349,0.0,100.0,0.0,44.0,,0.0,0.04361370716510903,-0.0088026866204451,0.0443293760264215,0.1126920438724139,0.5,0.8110666888451326,0.9953390168674572,-6452.231293970599,0.1090580852196298,0.1635962804830348
stress,residual_corrected_nmpc,11,alpha_corridor_violation,False,0.1061998657903096,0.0,98.5,0.0,35.0,,0.0,0.08099688473520249,-0.0048269381253235,0.0316436404411321,0.2359434754068803,1.5,0.8553067223387508,1.2051754055603177,-3289.503656277946,0.1135957060951936,0.1761998657903095
stress,residual_corrected_nmpc,12,alpha_corridor_violation,False,0.0745698436942463,0.0,78.0,0.0,34.0,,0.0,0.09034267912772585,-0.0077384868205278,0.024954649928887,0.4038597981810853,1.0,1.0723277043759831,0.9873133160902804,1735.942860410549,0.0874954575240354,0.1445698436942463
stress,residual_corrected_nmpc,13,success,True,0.0,0.0,0.0,0.0,,,0.0,0.1308411214953271,-0.0512509189770911,0.044097700192117,0.502395195496711,1.0,1.2006462829456708,1.1284879647047508,1454.9875102322935,0.0439735117501111,0.0635965962609516
stress,residual_corrected_nmpc,14,success,True,0.0,0.0,0.0,0.0,,,0.0,0.10903426791277258,-0.0183106006978737,0.0334655900341603,0.1550907325823249,1.5,1.2737712412059985,0.875955090285284,5033.200002175625,0.0378527352214085,0.069843090249597
stress,residual_corrected_nmpc,15,alpha_corridor_violation,False,0.03120801099496609,0.0,46.0,0.0,45.5,,0.0,0.03115264797507788,-0.011756686161604,0.0283889677763585,0.227250386030037,1.5,0.7718053707541909,1.0280508755693276,4227.261075079509,0.0556352806865616,0.101208010994966
stress,residual_corrected_nmpc,16,alpha_corridor_violation,False,0.026112642379608086,0.0,33.0,0.0,5.5,,0.0,0.0778816199376947,-0.0255770562336606,0.0532899663251659,0.622374859185464,1.0,0.9683592595680252,0.7837488005866554,-2388.0333524534763,0.0578855355925163,0.0961126423796081
stress,residual_corrected_nmpc,17,alpha_corridor_violation,False,0.10099386199955859,0.0,101.5,0.0,29.5,,0.0,0.04672897196261682,-0.0089211818594403,0.0236098896073312,0.5088030678522094,0.5,0.8755295136153882,0.601755866814456,136.40725027485112,0.110751379286762,0.1709938619995585
stress,residual_corrected_nmpc,18,alpha_corridor_violation,False,0.06676158770461396,0.0,31.0,0.0,4.0,,0.0,0.17133956386292834,-0.0513048444430008,0.0638410209869067,0.6605211926672429,0.5,1.2289362146249685,1.0901480230629623,-4094.7255962242434,0.0663002997137854,0.136761587704614
stress,residual_corrected_nmpc,19,alpha_corridor_violation,False,0.08713201855481001,0.0,86.0,0.0,41.0,,0.0,0.08411214953271028,-0.0073368380526611,0.0382016825889245,0.2764832856885641,0.5,1.1686194740754905,1.315775439579345,-4049.272466650936,0.0984704097743735,0.15713201855481
stress,residual_corrected_nmpc,20,success,True,0.0,0.0,0.0,0.0,,,0.0,0.10903426791277258,-0.069892627574243,0.0437549369283947,0.5854907118510863,1.5,0.8812884936376777,1.1159296458891712,2659.5947786226443,0.0366918409231964,0.069892627574243
stress,residual_corrected_nmpc,21,unstable_response,False,0.0526321757317825,0.0,33.5,0.0,4.5,,0.0,0.037383177570093455,-0.0307469062091564,0.0576373829883899,0.4876262972470093,1.5,1.095706586646958,1.0249693040876564,2782.028912690412,0.0546461684621896,0.1226321757317825
stress,residual_corrected_nmpc,22,unstable_response,False,0.07824196515874293,0.0,127.5,0.0,3.5,,0.0,0.009345794392523364,-0.0312744103603544,0.0624009580335831,0.1444616208536915,1.0,0.9552074929670727,0.8930510953330396,5215.6779022646915,0.1023121079496585,0.1482419651587429
stress,residual_corrected_nmpc,23,unstable_response,False,0.05823724307450648,0.0,40.0,0.0,4.0,,0.0,0.021806853582554516,-0.0305457826010633,0.0580308686241618,0.5747736721148857,1.0,1.06085834166258,1.2343940864997367,4900.988485966242,0.0669395766588141,0.1282372430745064
stress,residual_corrected_nmpc,24,unstable_response,False,0.08379911766793938,0.000727518346601605,156.0,23.5,3.5,80.0,0.0,0.009345794392523364,-0.0243785326045874,0.0631112491256571,0.3769034744880599,1.5,0.8245741425196464,0.8514195738511041,6315.351539672236,0.113494059598535,0.1537991176679393
stress,residual_corrected_nmpc,25,unstable_response,False,0.04886108363220451,0.0,101.0,0.0,5.5,,0.0,0.009345794392523364,-0.0695798389886036,0.0555396438228479,0.3706061003656484,0.5,0.8407982401158711,0.9337384378516862,6174.223173044991,0.0852017656099154,0.1188610836322045
stress,residual_corrected_nmpc,26,alpha_corridor_violation,False,0.0637607807911543,0.0,106.5,0.0,5.0,,0.0,0.04672897196261682,-0.0092831231884115,0.05233062942494,0.1988274269330684,1.5,1.2080646950938143,0.625725032661163,-6455.619350209719,0.0931625236188634,0.1337607807911542
stress,residual_corrected_nmpc,27,alpha_corridor_violation,False,0.129336756333538,0.0,110.5,0.0,25.5,,0.0,0.04672897196261682,-0.0547039990083491,0.0225765993822307,0.4954593936389574,1.0,1.0463638868028171,1.0018624335599065,-1959.08520922275,0.1317304990790226,0.199336756333538
stress,residual_corrected_nmpc,28,alpha_corridor_violation,False,0.046644161180636495,0.0,58.5,0.0,44.5,,0.0,0.16199376947040497,-0.055180638364394,0.0326818813212339,0.1398723984028653,1.0,0.9414267420532418,1.311983112619897,1166.6600286802363,0.0685194967268308,0.1166441611806365
stress,residual_corrected_nmpc,29,alpha_corridor_violation,False,0.0280258088928447,0.0,44.5,0.0,48.5,,0.0,0.09657320872274143,-0.002281682619045,0.0319315847301489,0.5872891189611414,1.0,0.7226008916475201,0.6316720031356039,3198.0334754242203,0.0534255684445606,0.0980258088928447
stress,residual_corrected_tightened_nmpc,0,alpha_corridor_violation,False,0.06486154472275463,0.0,32.5,0.0,3.0,,0.0,0.13395638629283488,-0.0044714794299471,0.0620108392561889,0.2561823986804392,1.5,0.8378955015168319,0.7897704751772718,-2194.157915767558,0.056973310168941,0.1348615447227545
stress,residual_corrected_tightened_nmpc,1,alpha_corridor_violation,False,0.012620409523288495,0.0,29.0,0.0,59.5,,0.0,0.1277258566978193,-0.0607766381344399,0.0436917841256949,0.6573352173100183,1.0,0.9303608946512464,1.229387572067434,-68.50071747811049,0.0488013785634909,0.0826204095232885
stress,residual_corrected_tightened_nmpc,2,unstable_response,False,0.011407241887874287,0.0,47.0,0.0,8.5,,0.0,0.009345794392523364,-0.0416061959979135,0.0466929678154616,0.2586107576985939,1.0,0.8866800433930975,0.7499245797839396,6107.333239994104,0.0538731412666236,0.0814072418878743
stress,residual_corrected_tightened_nmpc,3,alpha_corridor_violation,False,0.04791709584898751,0.0,27.0,0.0,4.0,,0.0,0.2398753894080997,-0.0276693019384652,0.058481109637914,0.4807149936858969,1.5,0.8400348122237011,1.098880145389692,-2492.964583448316,0.0536505104212902,0.1179170958489874
stress,residual_corrected_tightened_nmpc,4,alpha_corridor_violation,False,0.008650167953071497,0.0,24.0,0.0,61.5,,0.0,0.11214953271028037,-0.0184071039859217,0.0426613756588471,0.5166991460718621,0.5,0.8509073964985324,0.9606049484890204,821.4320826283194,0.0471259682851922,0.0786501679530715
stress,residual_corrected_tightened_nmpc,5,alpha_corridor_violation,False,0.019608306031203393,0.0,17.0,0.0,6.5,,0.0,0.12149532710280374,-0.0516032641645051,0.0515961523964891,0.3224799759664272,1.0,0.9630926665140382,1.2216221031121512,-769.1851361540372,0.0458406890146367,0.0896083060312033
stress,residual_corrected_tightened_nmpc,6,alpha_corridor_violation,False,0.1130719747174533,0.0,100.5,0.0,35.5,,0.0,0.08411214953271028,-0.020709418677945,0.0337327983510974,0.269767039893948,0.5,1.0369246295704622,1.1733945453004238,-4575.918643044272,0.1185398886942272,0.1830719747174533
stress,residual_corrected_tightened_nmpc,7,unstable_response,False,0.10179059261817988,0.0,77.5,0.0,3.0,,0.0,0.04672897196261682,-0.0285647941037199,0.0686316878038273,0.5192310882170614,0.5,1.2089415706681728,1.3554360679161346,3459.989578338532,0.0912256195460214,0.1717905926181798
stress,residual_corrected_tightened_nmpc,8,alpha_corridor_violation,False,0.07118521573909561,0.0,79.0,0.0,42.5,,0.0,0.09345794392523364,-0.0368515336355745,0.0362540513599372,0.5503909427735989,1.5,0.8335060423399854,0.930528335274128,-2133.7130355660106,0.0864590500227869,0.1411852157390955
stress,residual_corrected_tightened_nmpc,9,unstable_response,False,0.0446529055974868,0.0,30.0,0.0,4.0,,0.0,0.1059190031152648,-0.0181423580058889,0.0560685591171047,0.3503435486143336,0.5,1.281899664862359,1.032465990952283,1788.0146016570295,0.0484871161205268,0.1146529055974868
stress,residual_corrected_tightened_nmpc,10,alpha_corridor_violation,False,0.0935930625778774,0.0,100.0,0.0,44.0,,0.0,0.024922118380062305,-0.0088026866204451,0.0443293760264215,0.1126920438724139,0.5,0.8110666888451326,0.9953390168674572,-6452.231293970599,0.1090145697616021,0.1635930625778773
stress,residual_corrected_tightened_nmpc,11,alpha_corridor_violation,False,0.10619986578983209,0.0,98.5,0.0,35.0,,0.0,0.07476635514018691,-0.0048269381253235,0.0316436404411321,0.2359434754068803,1.5,0.8553067223387508,1.2051754055603177,-3289.503656277946,0.1135891673852849,0.176199865789832
stress,residual_corrected_tightened_nmpc,12,alpha_corridor_violation,False,0.07456984369269148,0.0,78.0,0.0,34.0,,0.0,0.056074766355140186,-0.0077384868205278,0.024954649928887,0.4038597981810853,1.0,1.0723277043759831,0.9873133160902804,1735.942860410549,0.0868361399420317,0.1445698436926915
stress,residual_corrected_tightened_nmpc,13,success,True,0.0,0.0,0.0,0.0,,,0.0,0.10903426791277258,-0.0512509189770911,0.044097700192117,0.502395195496711,1.0,1.2006462829456708,1.1284879647047508,1454.9875102322935,0.0392666111136579,0.0635437532036351
stress,residual_corrected_tightened_nmpc,14,success,True,0.0,0.0,0.0,0.0,,,0.0,0.14018691588785046,-0.0183106006978737,0.0334655900341603,0.1550907325823249,1.5,1.2737712412059985,0.875955090285284,5033.200002175625,0.0363045338590602,0.069815765819145
stress,residual_corrected_tightened_nmpc,15,alpha_corridor_violation,False,0.031208010993214103,0.0,46.0,0.0,45.5,,0.0,0.04672897196261682,-0.011756686161604,0.0283889677763585,0.227250386030037,1.5,0.7718053707541909,1.0280508755693276,4227.261075079509,0.0551377375571052,0.1012080109932141
stress,residual_corrected_tightened_nmpc,16,alpha_corridor_violation,False,0.026112642379601286,0.0,33.0,0.0,5.5,,0.0,0.08411214953271028,-0.0255770562336606,0.0532899663251659,0.622374859185464,1.0,0.9683592595680252,0.7837488005866554,-2388.0333524534763,0.0539656805447478,0.0961126423796013
stress,residual_corrected_tightened_nmpc,17,alpha_corridor_violation,False,0.1009938619979507,0.0,101.5,0.0,29.5,,0.0,0.04361370716510903,-0.0089211818594403,0.0236098896073312,0.5088030678522094,0.5,0.8755295136153882,0.601755866814456,136.40725027485112,0.1106408047720922,0.1709938619979506
stress,residual_corrected_tightened_nmpc,18,alpha_corridor_violation,False,0.06676158770461357,0.0,31.0,0.0,4.0,,0.0,0.19314641744548286,-0.0513048444430008,0.0638410209869067,0.6605211926672429,0.5,1.2289362146249685,1.0901480230629623,-4094.7255962242434,0.0604320690759206,0.1367615877046135
stress,residual_corrected_tightened_nmpc,19,alpha_corridor_violation,False,0.0871299989043284,0.0,86.0,0.0,41.0,,0.0,0.06542056074766354,-0.0073368380526611,0.0382016825889245,0.2764832856885641,0.5,1.1686194740754905,1.315775439579345,-4049.272466650936,0.0983621868209825,0.1571299989043283
stress,residual_corrected_tightened_nmpc,20,success,True,0.0,0.0,0.0,0.0,,,0.0,0.08099688473520249,-0.069892627574243,0.0437549369283947,0.5854907118510863,1.5,0.8812884936376777,1.1159296458891712,2659.5947786226443,0.0343908929738557,0.069892627574243
stress,residual_corrected_tightened_nmpc,21,unstable_response,False,0.05263217573178111,0.0,33.5,0.0,4.5,,0.0,0.06230529595015576,-0.0307469062091564,0.0576373829883899,0.4876262972470093,1.5,1.095706586646958,1.0249693040876564,2782.028912690412,0.0539250563132199,0.122632175731781
stress,residual_corrected_tightened_nmpc,22,unstable_response,False,0.07824196515874293,0.0,127.5,0.0,3.5,,0.0,0.009345794392523364,-0.0312744103603544,0.0624009580335831,0.1444616208536915,1.0,0.9552074929670727,0.8930510953330396,5215.6779022646915,0.1023121079496585,0.1482419651587429
stress,residual_corrected_tightened_nmpc,23,unstable_response,False,0.058237243074501094,0.0,40.0,0.0,4.0,,0.0,0.024922118380062305,-0.0305457826010633,0.0580308686241618,0.5747736721148857,1.0,1.06085834166258,1.2343940864997367,4900.988485966242,0.0665580788192174,0.1282372430745011
stress,residual_corrected_tightened_nmpc,24,unstable_response,False,0.0837991176679386,0.000727518346601494,156.0,23.5,3.5,80.0,0.0,0.009345794392523364,-0.0243785326045874,0.0631112491256571,0.3769034744880599,1.5,0.8245741425196464,0.8514195738511041,6315.351539672236,0.1134940595985344,0.1537991176679386
stress,residual_corrected_tightened_nmpc,25,unstable_response,False,0.04886108363220318,0.0,101.0,0.0,5.5,,0.0,0.009345794392523364,-0.0695798389886036,0.0555396438228479,0.3706061003656484,0.5,0.8407982401158711,0.9337384378516862,6174.223173044991,0.0852017656099141,0.1188610836322031
stress,residual_corrected_tightened_nmpc,26,alpha_corridor_violation,False,0.06376078071925301,0.0,106.5,0.0,5.0,,0.0,0.024922118380062305,-0.0092831231884115,0.05233062942494,0.1988274269330684,1.5,1.2080646950938143,0.625725032661163,-6455.619350209719,0.0931071864082827,0.1337607807192529
stress,residual_corrected_tightened_nmpc,27,alpha_corridor_violation,False,0.1293367563280296,0.0,110.5,0.0,25.5,,0.0,0.04672897196261682,-0.0547039990083491,0.0225765993822307,0.4954593936389574,1.0,1.0463638868028171,1.0018624335599065,-1959.08520922275,0.131730499064752,0.1993367563280296
stress,residual_corrected_tightened_nmpc,28,alpha_corridor_violation,False,0.046644161213301394,0.0,58.5,0.0,44.5,,0.0,0.16510903426791276,-0.055180638364394,0.0326818813212339,0.1398723984028653,1.0,0.9414267420532418,1.311983112619897,1166.6600286802363,0.0672213121599002,0.1166441612133013
stress,residual_corrected_tightened_nmpc,29,alpha_corridor_violation,False,0.028025808890566606,0.0,44.5,0.0,48.5,,0.0,0.07165109034267912,-0.002281682619045,0.0319315847301489,0.5872891189611414,1.0,0.7226008916475201,0.6316720031356039,3198.0334754242203,0.0530797293808681,0.0980258088905666
