controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,flap_min_rad,flap_max_rad,flap_rate_min_radps,flap_rate_max_radps,delta_flap_raw_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,corridor_violation,alpha_error_rad,q_error_rad,theta_error_rad,pitching_moment_nm,cm,flap_effectiveness,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa
nominal_nmpc,76.0,0.20960060258022337,0.046120729179812116,3.594079238558639,0.2792787377911345,-0.0024313745117187785,-0.04025812499999999,0.20927873779113448,0.3492787377911345,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.35000000522677915,-0.35,0.0,False,False,False,-0.06967813521091112,0.048552103691530894,3.6343373635586387,122.16140378036404,0.005538449766120862,0.6035853926413581,63961.28125,4478.845257833978,15.179026455223338,8.590208556878997e-05,861.6002738457148
nominal_nmpc,78.0,0.20962300057584543,0.04613049582614593,3.686330465765068,0.27840251690458306,-0.0024359448242187165,-0.045126015625,0.20840251690458306,0.34840251690458307,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3500000052949411,-0.35,0.0,False,False,False,-0.06877951632873763,0.048566440650364646,3.7314564813900684,161.6548988915283,0.006717001430544947,0.6130039534355131,63231.09765625,4416.690336183554,14.968380374427417,9.638502355992252e-05,940.0987260826025
nominal_nmpc,80.0,0.2096559702244717,0.04614341803232052,3.778604383161036,0.27720510894064615,-0.002437468261718756,-0.05,0.20720510894064614,0.34720510894064616,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3500000052894356,-0.35,0.0,False,False,False,-0.06754913871617446,0.048580886294039276,3.8286043831610357,207.3416825697249,0.007897140797104338,0.6224850313567132,62500.0,4354.761560130941,14.758500712164466,0.0001081628211910084,1025.5970715818642
nominal_nmpc,82.0,0.20970128371504682,0.04615999000936534,3.8709077965018217,0.27570341848234414,-0.0024359448242187443,-0.054873984375000004,0.20570341848234414,0.34570341848234415,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.35000000517973406,-0.35,0.0,False,False,False,-0.06600213476729733,0.048595934833584084,3.9257817808768216,259.92036581270673,0.00907687120761047,0.6320169754707983,61768.90234375,4293.128184770147,14.549622177347963,0.0001213798104300369,1118.5725849063488
nominal_nmpc,84.0,0.20976093038649368,0.04618076153691827,3.96324855564157,0.27391435011269727,-0.002431374511718737,-0.059741875000000014,0.20391435011269726,0.3439143501126973,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.35000000490695493,-0.35,0.0,False,False,False,-0.06415341972620359,0.048612136048637004,4.0229904306415705,320.127055649852,0.010254105206145607,0.6415878410240256,61038.71875,4231.858798176278,14.341977218331582,0.0001361922217665993,1219.5079785048165
nominal_nmpc,86.0,0.209837131904935,0.04620634089574681,4.0556356686256265,0.2718548084147258,-0.002423757324218734,-0.06459757812499999,0.2018548084147258,0.3418548084147258,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3500000079472815,-0.35,0.0,False,False,False,-0.062017676509790814,0.04863009821996554,4.120233246750627,388.72912583886205,0.01142666063227707,0.651185392039422,60310.36328125,4171.021348494046,14.13579611471348,0.0001527681985682724,1328.886187027205
nominal_nmpc,88.0,0.20993235634406146,0.04623739729160423,4.148079421142696,0.26954169797145006,-0.002413093261718763,-0.06943500000000004,0.19954169797145005,0.33954169797145006,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3500000075097996,-0.35,0.0,False,False,False,-0.059609341627388596,0.048650490553322996,4.217514421142696,466.51689901098064,0.012592257222421951,0.6607971049458362,59584.75,4110.6831692354335,13.931307063071314,0.00017128755665593988,1447.1842534448658
nominal_nmpc,90.0,0.2100493305906406,0.046274662602838246,4.240591500152074,0.26699192336589034,-0.0023993823242187684,-0.07424804687500001,0.19699192336589033,0.33699192336589034,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.35000000636401235,-0.35,0.0,False,False,False,-0.05694259277524974,0.048674044927057014,4.3148395470270735,554.2930167528598,0.013748513886857619,0.6704101732194035,58862.79296875,4050.911002946254,13.728736257169384,0.00019194123147865886,1574.8662833738035
nominal_nmpc,92.0,0.21019105041643654,0.04631893226663059,4.333185120148371,0.2642223891810669,-0.002382624511718723,-0.07903062499999998,0.19422238918106688,0.3342223891810669,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3500000011858012,-0.35,0.0,False,False,False,-0.05403133876463034,0.048701556778349316,4.41221574514837,652.8593046727308,0.014892946850801544,0.6800115130186897,58145.40625,3991.771023383624,13.528307963119177,0.0002149303502189778,1712.3754515652488
nominal_nmpc,94.0,0.21036078747964845,0.046371065103785504,4.4258751501407865,0.26125000000000004,-0.002362819824218737,-0.08377664062500005,0.19125000000000003,0.33125000000000004,-0.08,0.08,-0.35,0.35,-0.18,0.18,-0.3005131783045057,-0.3005131783045057,0.024743410847747144,False,False,False,-0.050889212520351584,0.04873388492800424,4.509651790765787,307.99275389350953,0.006467826905566909,0.6895877697961353,57433.50390625,3933.3288563310607,13.330244589922744,0.00024046486215726002,1860.1250659027482
nominal_nmpc,96.0,0.21053045104039123,0.04639559499876246,4.51864184612139,0.25809166040571,-0.0023399682617187,-0.08848000000000002,0.18809166040571001,0.32809166040571003,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.05948667090719831,0.059486670907198336,0.179999924605852,False,False,False,-0.047561209365318796,0.04873556326048116,4.60712184612139,-3256.074561440201,-0.06301269426732152,0.6991253258696613,56728.0,3875.649599164461,13.134766755782778,0.00026876165816570494,2018.488719378866
nominal_nmpc,98.0,0.21043158016595934,0.04613512252347875,4.611172546647994,0.2547642749812171,-0.0023140698242187507,-0.09313460937500002,0.1847642749812171,0.3247642749812171,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.3499999918347474,0.3499999918347474,0.14525666046377453,False,False,False,-0.044332694815257784,0.0484491923476975,4.7043071560229945,-6750.978331413063,-0.12053722733353778,0.708610308939371,56029.80859375,3818.7978392705595,12.942093350523658,0.0003000421098601691,2187.7895891956455
nominal_nmpc,100.0,0.20970374984944604,0.04559548722680669,4.702902987325906,0.25128474830954173,-0.00228512451171875,-0.097734375,0.18128474830954172,0.32128474830954173,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.34999999239268625,0.34999999239268625,2.7896943088911996e-10,False,False,False,-0.04158099846009569,0.04788061173852544,4.800637362325906,-7335.014930619885,-0.12098355558911822,0.7180286015352851,55339.84375,3762.837671409129,12.752441594432808,0.0003345289613443596,2368.2889739199436
nominal_nmpc,102.0,0.20832180393960253,0.04500970867735312,4.7935078252812,0.24766998497370402,-0.0022531323242187262,-0.102273203125,0.177669984973704,0.317669984973704,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.34999999888584177,0.34999999888584177,3.246577756632618e-09,False,False,False,-0.03934818103410148,0.04726284100157185,4.8957810284061996,-7944.463046170337,-0.12121463784818967,0.7273658513829152,54659.01953125,3707.8327141011764,12.566027093801093,0.0003724425123154792,2560.174193893065
nominal_nmpc,104.0,0.20644206415163394,0.04437569632644844,4.882892701097187,0.2439368895567243,-0.00221809326171879,-0.10674500000000002,0.1739368895567243,0.3139368895567243,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.35000000718113067,0.35,5.570791050679702e-10,False,False,False,-0.03749482540509036,0.04659378958816723,4.9896377010971875,-8580.317811855513,-0.12128210009419035,0.7366074826742901,53988.25,3653.846125117388,12.383063893413926,0.0004139960412594146,2763.546015985101
nominal_nmpc,106.0,0.2041617963111804,0.04369131262981999,4.970959016843517,0.24010236664162288,-0.0021800073242187468,-0.111143671875,0.17010236664162287,0.3101023666416229,-0.08,0.08,-0.35,0.35,-0.18,0.18,0.3500000078768725,0.35,0.0,False,False,False,-0.035940570330442484,0.04587131995403874,5.082102688718518,-9242.508596709156,-0.12121769707535443,0.7457387082327718,53328.44921875,3600.9406161340166,12.20376452622078,0.00045939043222376405,2978.40580022334
