scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,objective_value,max_predicted_alpha_violation_rad,max_predicted_q_violation_radps,predicted_alpha_constraint_active,predicted_q_constraint_active,control_dt_s,horizon_steps,planning_alpha_buffer_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
3,moderate,58,fast_nmpc_1s,0.0,0.09775050823091436,0.04722071719658734,0.07080198029652558,0.09722374791679496,0.0472398408399142,0.06746598054923876,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.02224949176908564,0.04723591983330609,-0.00919801970347442,Solve_Succeeded,0.03364195802714676,False,374.77689742133197,0.003095461527041571,0.0,False,False,1.0,10,0.0,2200.290676978341,-0.022629176416284202,0.4015798869488264,0.18000000940749297,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,4.70995005097641e-06,90.5252399797666,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,0.5,0.10993693828869948,0.04726460374370058,0.09442332030499764,0.10865724782244265,0.04710745560453456,0.0940722098602249,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.01008610269209613,0.04729494554057558,0.014430921623357018,held,0.0,False,374.77689742133197,0.003095461527041571,0.0,False,False,1.0,10,0.0,2188.5704526049344,-0.027683818120294065,0.40159248685423254,0.18000000940749297,0.0,0.0,0.0,0.0,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,4.710796966233692e-06,90.53422036382626,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,1.0,0.12087468484014002,0.047308268100921036,0.11806654703888032,0.12155054417241505,0.04733163061946618,0.1173924920928476,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.0007829495863677371,0.047368793003264784,0.03809688883575532,Solve_Succeeded,0.032562917040195316,False,669.749318518589,0.004488205234722847,0.0,False,False,1.0,10,0.0,2156.980192487799,-0.04130029956169366,0.40162486243193063,0.180000009415018,0.18000000940749297,0.14675300318124787,0.09,0.18,False,True,81995.44873046875,6199.108143368448,21.00908182581111,4.713331549030868e-06,90.56417182769269,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,1.5,0.13069361669699686,0.04735131157736332,0.14173144983617683,0.13040282853845406,0.04730609573252584,0.14123859563182373,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,0.010488176882182051,0.04744182915548832,0.061799576056879954,held,0.0,False,669.749318518589,0.004488205234722847,0.0,False,False,1.0,10,0.0,2127.849369054659,-0.053834081993461534,0.4016744554206741,0.180000009415018,0.18000000940749297,0.17385910182284056,0.17385910182284056,0.16771820364568113,False,False,81989.78106689453,6198.124722339112,21.005748963664374,4.717545898741195e-06,90.61639087650676,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,2.0,0.13950999370744827,0.0473937822096676,0.1654177303600449,0.13878262265752037,0.0472420394882626,0.16531640287124894,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.019146482047640315,0.047514102033886355,0.0855385897350449,Solve_Succeeded,0.03376495896372944,False,781.7319342504085,0.004229244371031726,0.0,False,False,1.0,10,0.0,2118.0843892507564,-0.05799549143828192,0.4017399997587981,0.35000000949360605,0.180000009415018,0.1788657495134548,0.1788657495134548,0.01001329538122847,False,False,81981.87109375,6196.824988604601,21.00134410223131,4.7234338804949845e-06,90.6914418612122,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,2.5,0.14742806970956138,0.04743606628497124,0.18912519884458354,0.14717134970775358,0.047231864686668484,0.18938618493925483,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.0268627619249249,0.04758599792559623,0.10931364488950542,held,0.0,False,781.7319342504085,0.004229244371031726,0.0,False,False,1.0,10,0.0,2110.0912819167634,-0.06137179749908797,0.4018206300465545,0.35000000949360605,0.180000009415018,0.17979050528147053,0.17979050528147053,0.0018495115360314673,False,False,81971.73309326172,6195.226102903411,20.995925400097143,4.730991095367164e-06,90.78967412196577,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,3.0,0.15454133694819544,0.047478198319931726,0.21285377071589384,0.15479638837434442,0.04734896369359381,0.21222882369795604,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.03373115176301025,0.04765755134727547,0.13312456173151882,Solve_Succeeded,0.03557520796312019,False,1197.2986369994187,0.0048175998798205555,0.0,False,False,1.0,10,0.0,2081.8885512852034,-0.0734077275613443,0.40191568368588926,0.3500000097739191,0.35000000949360605,0.31856136421278314,0.2697905052814705,0.18,False,True,81959.38134765625,6193.341204448907,20.98953738670099,4.740214853723562e-06,90.91133702429201,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,3.5,0.16093345935075185,0.047519773300280344,0.23660326876753734,0.16099277731894926,0.04776173843367088,0.23433712241525362,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.03983595849341302,0.047728357284655354,0.15697106783980297,held,0.0,False,1197.2986369994187,0.0048175998798205555,0.0,False,False,1.0,10,0.0,2057.9187658123046,-0.0835734277619714,0.40202462079258067,0.3500000097739191,0.35000000949360605,0.34419311626711757,0.34419311626711757,0.1488052219712941,False,False,81944.83013916016,6191.180999058791,20.98221634458463,4.751104151615124e-06,91.05662660177083,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,4.0,0.16667931203338712,0.04756087515195751,0.26037343551374564,0.1663656632244748,0.04801609048149932,0.25948945260566936,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.04525270023640496,0.047798499663676254,0.18085281051374563,Solve_Succeeded,0.03446879197144881,False,2871.7465064221306,0.007296002449512368,0.0,False,False,1.0,10,0.0,2050.8703461523432,-0.08643663469143614,0.40214698367832524,0.3500000095614065,0.3500000097739191,0.3489274441378879,0.3489274441378879,0.009468655741540655,False,False,81928.09375,6188.754562618874,20.973993032370615,4.7636596501176645e-06,91.2257091760698,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
3,moderate,58,fast_nmpc_1s,4.5,0.17184607162072799,0.047601841646705036,0.2841641188868468,0.17058995523182374,0.04768456832819815,0.2840465689591047,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.05004919662072799,0.04786831625608003,0.20476954247083115,held,0.0,False,2871.7465064221306,0.007296002449512368,0.0,False,False,1.0,10,0.0,2045.2171967190707,-0.08866967423611871,0.40228237351219553,0.3500000095614065,0.3500000097739191,0.3498019009154998,0.3498019009154998,0.0017489135552237745,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,4.77788365752333e-06,91.41873496310217,0.9427035401698733,1.1139500827692312,0.8972365808628847,0.8833681862461437,0.2960345266189571,1.0,0.0009159976169144701,0.00020772178158287347,0.001579716448980541,-0.02224949176908563,0.04723591983330609,-0.009198019703474421,2252.732574594433,False
