tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
moderate,17,72,slack_oracle,0.0,0.09860771492308544,0.054686228879294925,0.0739305492048362,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.021392285076914555,0.05470143151601368,-0.0060694507951638,21.012104371718653,82000.0,96.02726214802813,0.0,0.18000000964886795,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,False
moderate,17,72,slack_oracle,1.0,0.12822121580521606,0.05468244860441064,0.12861531075695637,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,0.008129480551443774,0.05474297350675439,0.04864565255383137,21.00908182581111,81995.44873046875,96.0685602298398,0.12010860861576732,0.3500000096412495,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,False
moderate,17,72,slack_oracle,2.0,0.15198216158347053,0.054675987128867024,0.1832950253373514,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.031618649923662576,0.05479630695308578,0.1034158847123514,21.00134410223131,81981.87109375,96.20356559270985,0.2735082465589183,0.3500000096315941,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,False
moderate,17,72,slack_oracle,3.0,0.17104414245274138,0.054668158777163675,0.23796729843970452,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.050233957267556195,0.05484751180450742,0.15823808945532952,20.98953738670099,81959.38134765625,96.436825736233,0.3245489062297041,0.3500000096190142,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,False
moderate,17,72,slack_oracle,4.0,0.18633429796307513,0.05465948650638398,0.29263121567505773,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.06490768616609296,0.05489711101810272,0.21311059067505772,20.973993032370615,81928.09375,96.77030507346042,0.3415316642961579,0.35000000960226857,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,False
moderate,17,72,slack_oracle,5.0,0.19859689376714118,0.054650209420012356,0.34728611760641387,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.07638924630486409,0.05494534369735612,0.26803196721578887,20.95494384003998,81888.12255859375,97.20537020188468,0.34718233717100355,0.35000000958052024,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,6.0,0.20842934294506218,0.054640457403844635,0.401931487073218,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.08528119479691404,0.05499233972806338,0.323000940198218,20.932572348428415,81839.58203125,97.74323405265748,0.3490624854737857,0.3500000095533281,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,7.0,0.21631116353508986,0.054630312194579506,0.45656689844829057,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.09206819371341635,0.05503818084692326,0.3780163222764156,20.907030470688255,81782.58642578125,98.38513610383856,0.3496880671776827,0.3500000095200777,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,8.0,0.2226272365170472,0.054619830081128105,0.5111919901845909,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.09714026806711579,0.05508292334284685,0.43307699018459095,20.878449470932924,81717.25,99.13243363161222,0.349896216948266,0.3500000094798255,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,9.0,0.22768647906688474,0.05460905134602852,0.5658064472375703,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.10081147906688476,0.05512660749837227,0.48818186715944534,20.84694573386822,81643.68701171875,99.98665450606008,0.34996547459205524,0.3500000094312341,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,10.0,0.23173683449841004,0.05459800489891075,0.6204099884540247,0.12840192043895748,-0.0005712573242187546,0.077080078125,0.05840192043895748,0.1984019204389575,-0.08,0.08,0.10333491405945255,0.055169262223129505,0.5433299103290248,20.81262440308339,81562.01171875,100.94953086698972,0.3499885186546119,0.35000000937245784,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,11.0,0.23497730462867913,0.05458671099724115,0.6750023569417615,0.13006258573388202,-0.0006241967773437523,0.076482255859375,0.06006258573388201,0.20006258573388203,-0.08,0.08,0.10491471889479712,0.0552109077745849,0.5985201010823865,20.7755818231183,81472.33837890625,102.02302244159293,0.34999618606604793,0.35000000930096337,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
moderate,17,72,slack_oracle,12.0,0.2375676078286593,0.05457518308362489,0.7295833124813298,0.13185185185185186,-0.0006763745117187442,0.075831875,0.06185185185185185,0.20185185185185187,-0.08,0.08,0.10571575597680744,0.055251557595343635,0.6537514374813298,20.735907258102767,81374.78125,103.20933395739617,0.34999873719605623,0.35000000921325175,0.0,False,False,oracle_solution,0.0,False,0.5004541557655864,True
