scenario_id,tier,seed,controller,time_s,alpha_rad,q_radps,theta_rad,measured_alpha_rad,measured_q_radps,measured_theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,objective_value,predicted_min_alpha_margin_rad,predicted_max_alpha_slack_rad,predicted_max_q_slack_radps,first_raw_flap_rad,pitching_moment_nm,cm,flap_effectiveness,delta_flap_raw_rad,delta_flap_delayed_rad,delta_flap_lagged_rad,delta_flap_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,altitude_m,velocity_mps,mach,density_kgm3,dynamic_pressure_pa,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,actuator_lag_s,actuator_delay_s,sensor_noise_alpha_rad,sensor_noise_q_radps,sensor_noise_theta_rad,initial_alpha_error_rad,initial_q_error_radps,initial_theta_error_rad,external_disturbance_moment_nm,corridor_violation
0,moderate,55,online_slack_mpc_fast,0.0,0.08473285649220952,0.04330265002520312,0.08407667571118842,0.08314547319599748,0.04209525783522428,0.08379033517527389,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.03526714350779048,0.043317852661921875,0.0040766757111884155,Solve_Succeeded,0.016909042024053633,False,0.422460084735908,4.898839900145359,0.03314547319599749,1.4755046632035297e-09,8.859408892874692e-09,0.0003956306245415095,-2334.9170886718766,-0.017143868921495758,0.4015798869488264,0.0003956306245415095,0.0,0.0,0.0,0.0,False,False,82000.0,6200.0,21.012104371718653,5.494216566284761e-06,105.59884240399309,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,0.5,0.09639828128253661,0.04325581872774016,0.10571630378822393,0.09494026038146859,0.0434705631437217,0.10553750223906629,0.12002304098079561,-3.0341796874999716e-05,0.07999239868164063,0.0500230409807956,0.19002304098079562,-0.08,0.08,-0.023624759698259,0.04328616052461516,0.025723905106583303,Solve_Succeeded,0.01708433299791068,False,0.422460084735908,3.6309110091607653,0.04491721940067299,1.4755945966816852e-09,8.85944713860745e-09,0.00159473114757891,-2348.0741585671917,-0.022008671168831734,0.40159248685423254,0.00159473114757891,0.0003956306245415095,0.0003738448017862913,0.0003738448017862913,0.0007476896035725826,False,False,81998.8598022461,6199.7501458924335,21.01125760388222,5.4952045036909835e-06,105.60931813607905,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,1.0,0.10682633370009856,0.04320873837676848,0.12733245279900707,0.10939739825684325,0.04201000161586686,0.12725822571911832,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.013265401553673728,0.04326926327911223,0.047362794595882066,Solve_Succeeded,0.01793037506286055,False,0.422460084735908,3.261437798331322,0.05238616980558805,1.4755033752923388e-09,8.859407981871334e-09,0.003170678634033554,-2360.0735240245167,-0.026438218700939372,0.40162486243193063,0.003170678634033554,0.00159473114757891,0.0015275017374074198,0.0015275017374074198,0.002307313871242257,False,False,81995.44873046875,6199.108143368448,21.00908182581111,5.498161126721407e-06,105.64425689916109,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,1.5,0.11614579296213669,0.04316143063874033,0.14892500375526938,0.11586584183797242,0.04321408649626983,0.14904655749581244,0.12020543981481481,-9.05175781250045e-05,0.07993187377929688,0.0502054398148148,0.1902054398148148,-0.08,0.08,-0.004059646852678123,0.04325194821686534,0.0689931299759725,Solve_Succeeded,0.017392833018675447,False,0.422460084735908,4.225352018282551,0.046559783606496624,1.4755836986396344e-09,8.859444372209775e-09,0.004950835791320573,-2370.964770881791,-0.030447756394384122,0.4016744554206741,0.004950835791320573,0.003170678634033554,0.0030801953438007713,0.0030801953438007713,0.003105387212786703,False,False,81989.78106689453,6198.124722339112,21.005748963664374,5.503077219194574e-06,105.70517108295599,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,2.0,0.12447203394970571,0.04311391634639265,0.17049384828059558,0.12560902095705367,0.04429006535525235,0.17039922192903034,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,0.004108522289897762,0.04323423617061141,0.09061470765559558,Solve_Succeeded,0.01685587503015995,False,0.422460084735908,6.3393199160682725,0.03887360574129614,1.475654338370337e-09,8.85947682175912e-09,0.007067254568548595,-2380.8339588076133,-0.03406662089639645,0.4017399997587981,0.007067254568548595,0.004950835791320573,0.004847826977794984,0.004847826977794984,0.003535263267988426,False,False,81981.87109375,6196.824988604601,21.00134410223131,5.509945624707058e-06,105.79271901000865,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,2.5,0.13190842290696883,0.0430662147533889,0.19203888800852742,0.13176845248592337,0.043708417484063684,0.19193033737197032,0.12056530778463648,-0.00014993164062498954,0.07981155395507812,0.05056530778463647,0.19056530778463648,-0.08,0.08,0.011343115122332353,0.04321614639401389,0.1122273340534493,Solve_Succeeded,0.016884625074453652,False,0.422460084735908,7.471731713000911,0.036218443519060256,1.4756206462636348e-09,8.859462147332863e-09,0.008990984522402755,-2389.833228922233,-0.03734902254211882,0.4018206300465545,0.008990984522402755,0.007067254568548595,0.006945039418580785,0.006945039418580785,0.004194424881571601,False,False,81971.73309326172,6195.226102903411,20.995925400097143,5.518761211856883e-06,105.90730819004975,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,3.0,0.13854756726091383,0.04301834219762335,0.21356003346008723,0.1388715998595832,0.04365854083125575,0.21299350790623345,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.01773738207572864,0.043197695224967095,0.1338308244757122,Solve_Succeeded,0.01682650006841868,False,0.422460084735908,9.46162224917907,0.03213566805807305,1.4756202096716199e-09,8.859462527542623e-09,0.010895685378164422,-2397.937047978675,-0.04028402556577883,0.40191568368588926,0.010895685378164422,0.008990984522402755,0.008878322370805096,0.008878322370805096,0.0038665659044486225,False,False,81959.38134765625,6193.341204448907,20.98953738670099,5.5295208431516185e-06,106.04922951113139,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,3.5,0.1444724357953367,0.04297031564107364,0.23505720347197373,0.1418556368020175,0.0407953798768722,0.23501178496952363,0.12109750085733882,-0.00020858398437501036,0.07963220092773438,0.051097500857338815,0.19109750085733884,-0.08,0.08,0.023374934937997874,0.04317889962544865,0.15542500254423935,Solve_Succeeded,0.01827854197472334,False,0.422460084735908,8.619895359593762,0.03529720039106324,1.4754375538175854e-09,8.85938066747436e-09,0.012124673874399625,-2405.2786050240097,-0.04291964545766092,0.40202462079258067,0.012124673874399625,0.010895685378164422,0.010784597130225585,0.010784597130225585,0.003812549518840979,False,False,81944.83013916016,6191.180999058791,20.98221634458463,5.5422233474719415e-06,106.21871164891482,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,4.0,0.1497573621953548,0.04292214948312285,0.25653032471293613,0.14916032912421318,0.0441401385523002,0.2564394382408306,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.02833075039837263,0.04315977399484159,0.17700969971293612,Solve_Succeeded,0.018116166000254452,False,0.422460084735908,13.304737177868825,0.025671297337230753,1.4758482368618762e-09,8.859561947937698e-09,0.013989988120608208,-2411.7768249626783,-0.04522542178797551,0.40214698367832524,0.013989988120608208,0.012124673874399625,0.012050881117681666,0.012050881117681666,0.002532567974912161,False,False,81928.09375,6188.754562618874,20.973993032370615,5.556869495971184e-06,106.41594861973807,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
0,moderate,55,online_slack_mpc_fast,4.5,0.15446894434678532,0.042873859834914194,0.2779793314719611,0.15436207107925784,0.04297380538586452,0.2782502480495538,0.121796875,-0.00026647460937499756,0.07939457641601563,0.05179687499999999,0.191796875,-0.08,0.08,0.03267206934678532,0.04314033444428919,0.19858475505594544,Solve_Succeeded,0.01725879090372473,False,0.422460084735908,14.509282678716806,0.024737057011670782,1.475909892752105e-09,8.859587364124554e-09,0.015567338031506195,-2417.836082100127,-0.04734942861707062,0.40228237351219553,0.015567338031506195,0.013989988120608208,0.013883209123107402,0.013883209123107402,0.0036646560108514713,False,False,81909.18646240234,6186.0698038826085,20.964894253212666,5.573461981301462e-06,106.64111565237224,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,0.17246008473590804,0.5,0.002112697278039903,0.001420628984150504,0.00020335583094168374,-0.03526714350779047,0.043317852661921875,0.00407667571118842,-2288.5715472335214,False
