tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,corridor_violation
moderate,1,56,slack_oracle,0.0,0.07783076745761933,0.03714670999968067,0.08373943399004695,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.04216923254238067,0.037161912636399425,0.0037394339900469475,0.0,0.06093580653913159,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,1.0,0.09580398882461127,0.03714480098781654,0.12088535743775339,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.02428774642916101,0.03720532589016029,0.040915699234628386,0.04062387102608773,0.09165833783993999,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,2.0,0.11022571686274177,0.03714191808170735,0.15802885574966585,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.010137794797066182,0.03726223790592611,0.07814971512466586,0.07464684890198922,0.0984271059116404,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,3.0,0.12179653332565984,0.03713837622051493,0.19516908271504352,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.0009863481404746577,0.03731772924785868,0.11543987373066851,0.09050035357509001,0.08645794066068166,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,4.0,0.13107897410782576,0.037134470573094346,0.23230552748491112,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.009652362310843599,0.03737209508481309,0.1527849024849111,0.08780541163215112,0.06010574643829684,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,5.0,0.13852473760153938,0.037130447821421324,0.2694379583947263,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.01631709013926229,0.037425582098765085,0.19018380800410128,0.0693389681695816,0.02303086636267158,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,6.0,0.1444965214324052,0.037126504338374076,0.3065663666144843,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.021348373284257066,0.03747838666259282,0.22763581973948427,0.03846690029830825,-0.021649780619743403,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,7.0,0.1492855534584199,0.03712279150043656,0.3436909165187773,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.025042583636746385,0.03753066015278032,0.2651403403469023,-0.0016108869803928459,-0.07122369870623513,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,8.0,0.15312566751397338,0.037119421793929214,0.38081190338897397,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.027638699064041983,0.037582515055647955,0.302696903388974,-0.048019428130954354,-0.1232515185838033,0.0,False,False,oracle_solution,0.0,False,0.5,False
moderate,1,56,slack_oracle,9.0,0.15620460496267122,0.03711647375543292,0.4179297171598074,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.02932960496267123,0.03763402990777667,0.3403051370816824,-0.09817415509952032,-0.1754377604347281,0.0,False,False,oracle_solution,0.0,False,0.5,False
