tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,velocity_mps,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,external_disturbance_moment_nm,corridor_violation
moderate,20,75,truth_consistent_slack_oracle,0.0,0.07037805951203414,0.04480121583084932,0.09292181185624838,0.12,-1.5202636718752993e-05,0.08,0.04999999999999999,0.19,-0.08,0.08,-0.04962194048796585,0.04481641846756807,0.012921811856248383,21.012104371718653,82000.0,6200.0,87.76771769059688,0.0,0.17999999989269394,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,1.0,0.09664951003146581,0.04470365565055869,0.13767456285441806,0.12009173525377229,-6.052490234374763e-05,0.079969658203125,0.05009173525377228,0.1900917352537723,-0.08,0.08,-0.023442225222306476,0.04476418055290244,0.05770490465129306,21.00908182581111,81995.44873046875,6199.108143368448,87.80546362133083,0.13011398727190882,0.3499999782352716,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,2.0,0.11764431548435238,0.044603720978180564,0.1823286080081947,0.12036351165980795,-0.00012031982421875642,0.079879140625,0.050363511659807944,0.19036351165980797,-0.08,0.08,-0.002719196175455574,0.04472404080239932,0.1024494673831947,21.00134410223131,81981.87109375,6196.824988604601,87.92885683602886,0.2890597819748749,0.34999999891403544,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,3.0,0.13440259938434418,0.044502488068856635,0.22688183969115824,0.12081018518518519,-0.00017935302734374547,0.07972920898437501,0.05081018518518518,0.1908101851851852,-0.08,0.08,0.013592414199158992,0.04468184109620038,0.14715263070678325,20.98953738670099,81959.38134765625,6193.341204448907,88.14205369249706,0.3331107520631873,0.3499999983116847,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,4.0,0.1477602573023538,0.04440058079430955,0.2713334318904891,0.12142661179698216,-0.00023762451171874255,0.079520625,0.05142661179698216,0.19142661179698217,-0.08,0.08,0.026333645505371622,0.04463820530602829,0.19181280689048907,20.973993032370615,81928.09375,6188.754562618874,88.44684963971781,0.3453192363560716,0.3499999975779951,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,5.0,0.15838837938738562,0.04429822674945428,0.3156828696183104,0.1222076474622771,-0.0002951342773437615,0.079254150390625,0.05220764746227709,0.1922076474622771,-0.08,0.08,0.036180731925108525,0.04459336102679804,0.23642871922768538,20.95494384003998,81888.12255859375,6183.133755185188,88.84449373072293,0.34870275028060094,0.34999999669660115,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,6.0,0.1668256473850406,0.04419553134129793,0.35992977235965223,0.12314814814814815,-0.0003518823242187469,0.07893054687500001,0.05314814814814814,0.19314814814814815,-0.08,0.08,0.04367749923689246,0.04454741366551668,0.2809992254846522,20.932572348428415,81839.58203125,6176.532643486048,89.33609456942887,0.3496404719681598,0.3499999956430352,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,7.0,0.17350443127419587,0.04409255625205641,0.4040738340744391,0.12424296982167352,-0.00040786865234375413,0.078550576171875,0.05424296982167351,0.19424296982167352,-0.08,0.08,0.04926146145252236,0.04450042490440016,0.3255232579025641,20.907030470688255,81782.58642578125,6168.996052234287,89.92278502329424,0.34990035562862964,0.3499999943825402,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,8.0,0.17877176139401726,0.04398934319189296,0.4481147977552292,0.1254869684499314,-0.00046309326171874166,0.078115,0.055486968449931395,0.1954869684499314,-0.08,0.08,0.05328479294408586,0.0444524364536117,0.36999979775522923,20.878449470932924,81717.25,6160.562713271744,90.6058056257916,0.3499723800484399,0.34999999286636707,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
moderate,20,75,truth_consistent_slack_oracle,9.0,0.18290616868316337,0.043885922065984524,0.4920524413471663,0.126875,-0.0005175561523437511,0.077624580078125,0.05687499999999998,0.196875,-0.08,0.08,0.05603116868316338,0.044403478218328275,0.4144278612690413,20.84694573386822,81643.68701171875,6151.266968002932,91.38655283108402,0.3499923401253424,0.3499999910257221,0.0,False,False,oracle_solution,0.0,False,0.5766075408103213,0.9139875044578593,0.8959387140489857,1.0657001810096507,1.0737327034910578,-2386.6701131490518,False
