tier,scenario_id,seed,controller,time_s,alpha_rad,q_radps,theta_rad,alpha_ref_rad,q_ref_radps,theta_ref_rad,alpha_min_rad,alpha_max_rad,q_min_radps,q_max_radps,alpha_error_rad,q_error_rad,theta_error_rad,mach,altitude_m,velocity_mps,dynamic_pressure_pa,delta_flap_rad,delta_flap_raw_rad,delta_flap_rate_radps,flap_saturated,flap_rate_saturated,solver_status,solve_time_s,solver_failure,actuator_tau_prediction_s,density_scale,cm_alpha_scale,cm_delta_scale,cm_q_scale,external_disturbance_moment_nm,corridor_violation,oracle_near_feasible,alpha_error_to_center_rad,alpha_margin_low_rad,alpha_margin_high_rad,dynamic_pressure_scaled,mach_scaled,actuator_tau_s,alpha_min_rate_radps,alpha_max_rate_radps
moderate,0,55,truth_consistent_slack_oracle,10.0,0.1817214828088887,0.0423038352647709,0.5121621240528739,0.1284019204389574,-0.0005712573242187,0.077080078125,0.0584019204389574,0.1984019204389575,-0.08,0.08,0.0533195623699312,0.0428750925889897,0.4350820459278738,20.81262440308339,81562.01171875,6141.139840938384,111.01174148178278,0.3499882710008791,0.3499999425938733,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.05331956236993124,0.1233195623699313,0.016680437630068795,0.011101174148178277,1.0406312201541694,0.5,0.0015269204389575033,0.0015269204389574964
moderate,0,55,truth_consistent_slack_oracle,11.0,0.1837610590135111,0.0422017562645762,0.5544149278602389,0.130062585733882,-0.0006241967773437,0.076482255859375,0.060062585733882,0.200062585733882,-0.08,0.08,0.0536984732796291,0.0428259530419199,0.4779326720008639,20.7755818231183,81472.33837890625,6130.2097602705635,112.19223403226071,0.3499960520628752,0.3499999282416708,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.05369847327962912,0.12369847327962911,0.016301526720370885,0.011219223403226071,1.0387790911559152,0.5,0.0016606652949245973,0.001660665294924507
moderate,0,55,truth_consistent_slack_oracle,12.0,0.1853061436638801,0.0420994798606781,0.5965655520693705,0.1318518518518518,-0.0006763745117187,0.075831875,0.0618518518518518,0.2018518518518518,-0.08,0.08,0.0534542918120282,0.0427758543723968,0.5207336770693705,20.735907258102767,81374.78125,6118.5030649893715,113.49679192547896,0.3499986361820723,0.3499999067568003,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.05345429181202829,0.1234542918120283,0.016545708187971714,0.011349679192547896,1.0367953629051383,0.5,0.0017892661179697983,0.0017892661179698122
moderate,0,55,truth_consistent_slack_oracle,13.0,0.1864542141582331,0.0419970136198207,0.6386138034260133,0.1337645747599451,-0.0007277905273437,0.075129697265625,0.0637645747599451,0.2037645747599451,-0.08,0.08,0.052689639398288,0.0427248041471645,0.5634841061603882,20.693684147169208,81269.45458984375,6106.044375314271,114.92812442999944,0.349999483231891,0.3499997743671772,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.052689639398287996,0.122689639398288,0.01731036060171201,0.011492812442999944,1.0346842073584603,0.5,0.0019127229080933006,0.0019127229080933006
moderate,0,55,truth_consistent_slack_oracle,14.0,0.1872835031946133,0.0418943610859013,0.6805594941543144,0.13579561042524,-0.0007784448242187,0.074376484375,0.06579561042524,0.20579561042524,-0.08,0.08,0.0514878927693733,0.04267280591012,0.6061830097793144,20.64899104951369,81156.47265625,6092.856871551574,116.4892387697482,0.3499996773220818,0.334266463264857,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.051487892769373295,0.12148789276937329,0.018512107230626712,0.01164892387697482,1.0324495524756845,0.5,0.002031035665294903,0.002031035665294889
moderate,0,55,truth_consistent_slack_oracle,15.0,0.187856824056948,0.0417916490312423,0.7224024699503817,0.1379398148148148,-0.0008283374023437,0.073572998046875,0.0679398148148148,0.2079398148148148,-0.08,0.08,0.0499170092421331,0.0426199864335861,0.6488294719035067,20.60190237372883,81035.94970703125,6078.962509297259,118.18345209504004,0.3395108679505986,0.2917335005648243,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.049917009242133215,0.11991700924213321,0.020082990757866792,0.011818345209504004,1.0300951186864415,0.5,0.0021442043895747998,0.0021442043895747998
moderate,0,55,truth_consistent_slack_oracle,16.0,0.1882247605965654,0.0416891409970881,0.7641427688958913,0.1401920438957476,-0.0008774682617187,0.07272,0.0701920438957476,0.2101920438957476,-0.08,0.08,0.0480327167008178,0.0425666092588068,0.6914227688958913,20.552488952527018,80908.0,6064.382189019411,120.01440289220233,0.3076592896934157,0.2312137846555273,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.048032716700817796,0.1180327167008178,0.02196728329918221,0.012001440289220233,1.027624447626351,0.5,0.0022522290809327966,0.0022522290809328105
moderate,0,55,truth_consistent_slack_oracle,17.0,0.1884281744375186,0.0415870843020662,0.8057807235278114,0.1425471536351166,-0.0009258374023437,0.071818251953125,0.0725471536351166,0.2125471536351166,-0.08,0.08,0.045881020802402,0.0425129217044099,0.7339624715746864,20.500818503759668,80772.73779296875,6049.1358920902585,121.98606225972796,0.2566956196681568,0.1595519257222256,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.045881020802402,0.11588102080240201,0.02411897919759798,0.012198606225972795,1.0250409251879833,0.5,0.0023551097393690046,0.002355109739368977
moderate,0,55,truth_consistent_slack_oracle,18.0,0.1885000640484574,0.0414856715551065,0.8473168961640851,0.145,-0.0009734448242187,0.070868515625,0.0749999999999999,0.215,-0.08,0.08,0.0435000640484574,0.0424591163793253,0.7764483805390852,20.44695600594777,80630.27734375,6033.242791593229,124.1027453459146,0.191933157037536,0.0821218766620292,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.04350006404845744,0.1135000640484575,0.026499935951542597,0.01241027453459146,1.0223478002973885,0.5,0.0024528463648832988,0.00245284636488341
moderate,0,55,truth_consistent_slack_oracle,19.0,0.1884670580951857,0.041385037194747,0.888752013486033,0.147545438957476,-0.0010202905273437,0.069871552734375,0.0775454389574759,0.217545438957476,-0.08,0.08,0.0409216191377097,0.0424053277220907,0.8188804607516581,20.39096400829609,80480.73291015625,6016.721343798232,126.36912315670388,0.1187256367871982,0.0032062529721226,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.04092161913770975,0.11092161913770981,0.029078380862290282,0.012636912315670388,1.0195482004148047,0.5,0.0025454389574759984,0.0025454389574759984
moderate,0,55,truth_consistent_slack_oracle,20.0,0.1883506214321248,0.0412852630727495,0.9300869088111452,0.1501783264746228,-0.0010663745117187,0.068828125,0.0801783264746227,0.2201783264746228,-0.08,0.08,0.038172294957502,0.0423516375844682,0.8612587838111452,20.332902889650185,80324.21875,5999.589364571574,128.79023488493326,0.0417127142438145,-0.0737130568295439,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.038172294957502045,0.10817229495750211,0.03182770504249799,0.012879023488493326,1.0166451444825093,0.5,0.002632887517146798,0.002632887517146798
moderate,0,55,truth_consistent_slack_oracle,21.0,0.1881680303856079,0.0411863849027074,0.971322472474758,0.1528935185185185,-0.0011116967773437,0.067738994140625,0.0828935185185185,0.2228935185185185,-0.08,0.08,0.0352745118670894,0.0422980816800512,0.9035834783341332,20.27283107707244,80160.84912109375,5981.864093870782,131.3715008729855,-0.0352377998050911,-0.1457296844007598,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.03527451186708938,0.10527451186708939,0.0347254881329106,0.01313715008729855,1.0136415538536219,0.5,0.002715192043895809,0.002715192043895698
moderate,0,55,truth_consistent_slack_oracle,22.0,0.1879331611241046,0.041088397223804,1.0124596085206756,0.1556858710562414,-0.0011562573242187,0.066604921875,0.0856858710562414,0.2256858710562414,-0.08,0.08,0.0322472900678632,0.0422446545480227,0.9458546866456756,20.210805232059418,79990.73828125,5963.562250691366,134.11873629344797,-0.1088990562022035,-0.2103333605688967,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.0322472900678632,0.1022472900678632,0.03775270993213681,0.013411873629344796,1.0105402616029708,0.5,0.002792352537722892,0.0027923525377229197
moderate,0,55,truth_consistent_slack_oracle,23.0,0.1876571261081516,0.0409912566584589,1.0534991956085855,0.1585502400548696,-0.0012000561523437,0.065426669921875,0.0885502400548696,0.2285502400548696,-0.08,0.08,0.0291068860532819,0.0421913128108027,0.9880725256867106,20.146880410522424,79814.00048828125,5944.700080271976,137.03816561294093,-0.176521925779999,-0.2652557951098293,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.029106886053282016,0.09910688605328201,0.04089311394671799,0.013703816561294093,1.0073440205261213,0.5,0.0028643689986282,0.002864368998628186
moderate,0,55,truth_consistent_slack_oracle,24.0,0.1873487897180163,0.0408948901047604,1.0944420532773842,0.1614814814814814,-0.0012430932617187,0.064205,0.0914814814814814,0.2314814814814814,-0.08,0.08,0.0258673082365348,0.0421379833664791,1.030237053277384,20.08111020126924,79630.75,5925.293394955936,140.13643789012102,-0.2356778386665525,-0.3083121467355915,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.02586730823653491,0.0958673082365349,0.0441326917634651,0.014013643789012101,1.004055510063462,0.5,0.0029312414266118025,0.0029312414266118025
moderate,0,55,truth_consistent_slack_oracle,25.0,0.1870151810575682,0.0407991817233272,1.1352889073578716,0.164474451303155,-0.0012853686523437,0.062940673828125,0.0944744513031549,0.234474451303155,-0.08,0.08,0.0225407297544132,0.042084550375671,1.0723482335297465,20.01354684669993,79441.10107421875,5905.35760980471,143.42064294835797,-0.2841007107125786,-0.3373206042439501,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.022540729754413236,0.0925407297544133,0.0474592702455868,0.014342064294835796,1.0006773423349966,0.5,0.002992969821673505,0.0029929698216736023
moderate,0,55,truth_consistent_slack_oracle,26.0,0.1866618176124098,0.0407039723158574,1.1760403468056957,0.1675240054869684,-0.0013268823242187,0.061634453125,0.0975240054869684,0.2375240054869684,-0.08,0.08,0.0191378121254413,0.0420308546400762,1.1144058936806958,19.94424134865979,79245.16796875,5884.907773831726,146.89832845555887,-0.3195806397334929,-0.3499991473400705,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.01913781212544141,0.0891378121254414,0.050862187874558595,0.014689832845555887,0.9972120674329895,0.5,0.003049554183813488,0.003049554183813391
moderate,0,55,truth_consistent_slack_oracle,27.0,0.1862929624628335,0.0406090532018894,1.216696777767219,0.170625,-0.0013676342773437,0.060287099609375,0.1006249999999999,0.240625,-0.08,0.08,0.0156679624628335,0.0419766874792331,1.156409678157844,19.87324356180684,79043.06494140625,5863.958597552136,150.57751793728423,-0.3398596448045446,-0.3499997595272798,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.015667962462833557,0.0856679624628336,0.054332037537166505,0.015057751793728423,0.9936621780903421,0.5,0.003100994513031502,0.003100994513031613
moderate,0,55,truth_consistent_slack_oracle,28.0,0.1859118388723261,0.0405142240103953,1.2572583869290062,0.1737722908093278,-0.0014076245117187,0.058899375,0.1037722908093278,0.2437722908093278,-0.08,0.08,0.0121395480629983,0.0419218485221141,1.1983590119290062,19.800602276399943,78834.90625,5842.524477410941,154.466729744107,-0.3466197212863681,-0.3499997721427288,0.0,False,False,oracle_solution,0.0,False,0.5,1.099675655036485,1.1111936835149023,0.8873447595370492,0.8920388602447822,-2288.5715472335214,False,True,0.012139548062998301,0.0821395480629983,0.057860451937001706,0.0154466729744107,0.9900301138199972,0.5,0.0031472908093279073,0.0031472908093277963
